Scene223,0.1,0.2,12,0.8
Scene31,0,1,12,0.8
Scene33,0.1,1,12,0.6
Scene101,0,0.8,12,0.2
Scene407,0.1,0.4,12,0.8
Scene312,0.3,0.2,12,0.3
Scene331,0.3,0.2,12,0.4
Scene331,0.3,0.2,12,0.9
Scene561,0.1,0.8,12,0.7
Scene503,0.1,1,12,0.2
Scene404,0.3,0.2,12,0.4
Scene404,0.3,0.2,12,0.9
Scene573,0.1,0,12,0.5
Scene352,0,0,12,0.7
Scene201,0.1,0.2,12,0.4
Scene201,0.1,0.2,12,0.9
Scene201,0.2,0.8,12,0.2
Scene323,0.3,0.8,12,0.2
Scene383,0,1,12,0.5
Scene282,0.1,0,12,0.3
Scene502,0,0.8,12,0.6
Scene582,0,0,12,0.3
Scene91,0.3,0,12,0.3
Scene322,0.2,1,12,0.3
Scene92,0.3,0.6,12,0.5
Scene593,0,0.2,12,0.3
Scene302,0.3,0.8,12,0.7
Scene181,0.3,0.6,12,0.2
Scene282,0.3,0.6,12,0.7
Scene131,0.3,1,12,0.4
Scene131,0.3,1,12,0.9
Scene73,0,0.2,12,0.6
Scene341,0.3,0.2,12,0.7
Scene402,0.3,0.4,12,0.7
Scene332,0.2,1,12,0.7
Scene513,0.1,0.6,12,0.3
Scene232,0.3,0.8,12,0.7
Scene343,0.2,1,12,0.15
Scene397,0.2,0.8,12,0.6
Scene351,0.3,0.6,12,0.7
Scene582,0.3,0.2,12,0.6
Scene331,0.3,0.6,12,0.6
Scene501,0,1,12,0.2
Scene333,0.2,1,12,0.2
Scene405,0.1,0.2,12,0.2
Scene191,0.3,1,12,0.6
Scene553,0.2,0.8,12,0.8
Scene581,0,0.2,12,0.8
Scene222,0.1,0.8,12,0.5
Scene404,0.2,0.6,12,0.4
Scene322,0.3,0.8,12,0.7
Scene404,0.2,0.6,12,0.9
Scene531,0.1,0.8,12,0.7
Scene271,0.2,0,12,0.3
Scene173,0,0.2,12,0.5
Scene352,0,0.8,12,0.7
Scene397,0,0.6,12,0.8
Scene400,0,0.6,12,0.4
Scene400,0,0.6,12,0.9
Scene91,0.3,0.8,12,0.3
Scene213,0.2,0.8,12,0.7
Scene503,0.1,0.4,12,0.2
Scene41,0,0.6,12,0.4
Scene41,0,0.6,12,0.9
Scene221,0.1,0.2,12,0.8
Scene111,0.3,0.8,12,0.4
Scene111,0.3,0.8,12,0.9
Scene263,0.1,0.8,12,0.7
Scene391,0.1,0.6,12,0.4
Scene391,0.1,0.6,12,0.9
Scene512,0.2,1,12,0.6
Scene572,0,1,12,0.3
Scene51,0.3,0.2,12,0.2
Scene43,0.2,0.2,12,0.15
Scene283,0.1,0.6,12,0.8
Scene41,0.3,0.8,12,0.2
Scene571,0.3,0.4,12,0.5
Scene192,0.2,0,12,0.8
Scene331,0,0.2,12,0.4
Scene331,0,0.2,12,0.9
Scene542,0.2,0.8,12,0.3
Scene583,0,0.6,12,0.2
Scene321,0.1,0.2,12,0.8
Scene131,0.3,0.4,12,0.4
Scene131,0.3,0.4,12,0.9
Scene243,0,0.8,12,0.3
Scene312,0.2,1,12,0.5
Scene231,0.1,1,12,0.6
Scene213,0,0.6,12,0.4
Scene213,0,0.6,12,0.9
Scene261,0.1,0.6,12,0.7
Scene392,0.3,1,12,0.15
Scene396,0,0.2,12,0.8
Scene333,0.3,0,12,0.7
Scene181,0.1,0,12,0.15
Scene501,0.1,1,12,0.3
Scene562,0.2,0,12,0.3
Scene531,0.3,0.8,12,0.8
Scene582,0.1,0.8,12,0.8
Scene82,0,1,12,0.15
Scene33,0.3,0.8,12,0.7
Scene582,0.3,1,12,0.8
Scene302,0,0.4,12,0.5
Scene404,0,1,12,0.3
Scene262,0.2,0.4,12,0.6
Scene32,0.1,1,12,0.7
Scene343,0.1,0,12,0.5
Scene162,0,0.8,12,0.15
Scene384,0.3,0.2,12,0.6
Scene242,0.1,0.6,12,0.7
Scene323,0,0.4,12,0.6
Scene41,0.2,0.2,12,0.4
Scene41,0.2,0.2,12,0.9
Scene151,0.2,1,12,0.6
Scene253,0.2,0.8,12,0.5
Scene241,0.3,0.8,12,0.5
Scene253,0.2,0.4,12,0.3
Scene583,0,0,12,0.2
Scene332,0.2,0,12,0.5
Scene394,0.3,0.6,12,0.4
Scene394,0.3,0.6,12,0.9
Scene408,0.1,1,12,0.15
Scene181,0,0.6,12,0.3
Scene192,0,0,12,0.5
Scene21,0.1,0.4,12,0.6
Scene582,0.2,0.4,12,0.3
Scene582,0.2,0,12,0.6
Scene193,0.2,0.4,12,0.8
Scene511,0,0.2,12,0.8
Scene102,0.1,0.6,12,0.6
Scene313,0.1,0.4,12,0.6
Scene82,0.2,0.6,12,0.6
Scene552,0.1,0.6,12,0.8
Scene395,0.3,0,12,0.8
Scene398,0.1,0.6,12,0.7
Scene31,0,0.4,12,0.15
Scene111,0.1,0.6,12,0.2
Scene231,0.3,0,12,0.7
Scene262,0.2,0.6,12,0.15
Scene353,0.1,0.2,12,0.6
Scene383,0,0.2,12,0.7
Scene162,0,0.6,12,0.5
Scene323,0,0.6,12,0.15
Scene390,0.1,0.2,12,0.6
Scene301,0,0.2,12,0.6
Scene541,0.3,0.4,12,0.15
Scene351,0.1,0.2,12,0.7
Scene533,0,0.8,12,0.6
Scene382,0,0,12,0.4
Scene382,0,0,12,0.9
Scene501,0.3,0.2,12,0.8
Scene103,0.1,0.6,12,0.4
Scene103,0.1,0.6,12,0.9
Scene71,0.2,0,12,0.7
Scene311,0.1,0.2,12,0.2
Scene211,0,0.8,12,0.7
Scene384,0.1,0.8,12,0.8
Scene581,0.3,0,12,0.15
Scene151,0.2,0.4,12,0.6
Scene253,0.1,0.8,12,0.2
Scene172,0.3,0.8,12,0.8
Scene111,0.1,0.4,12,0.4
Scene111,0.1,0.4,12,0.9
Scene391,0.3,0,12,0.7
Scene521,0.3,0,12,0.7
Scene283,0,1,12,0.3
Scene293,0,0.2,12,0.3
Scene394,0.2,0.4,12,0.5
Scene93,0.1,1,12,0.3
Scene562,0,0.6,12,0.15
Scene261,0,1,12,0.5
Scene41,0.1,0,12,0.5
Scene342,0,0.2,12,0.15
Scene392,0.3,0.6,12,0.2
Scene407,0.3,1,12,0.5
Scene591,0.3,0.4,12,0.3
Scene153,0.2,1,12,0.3
Scene63,0.2,0.2,12,0.15
Scene541,0.2,0.6,12,0.5
Scene397,0.3,0.6,12,0.3
Scene281,0.1,1,12,0.2
Scene212,0.1,0,12,0.3
Scene313,0,0.4,12,0.3
Scene82,0.1,0.6,12,0.3
Scene222,0,0,12,0.8
Scene532,0.3,0,12,0.15
Scene113,0,0,12,0.4
Scene113,0,0,12,0.9
Scene132,0.3,0,12,0.15
Scene502,0.3,1,12,0.7
Scene390,0,0.2,12,0.3
Scene513,0.1,1,12,0.3
Scene51,0,0.8,12,0.2
Scene171,0.1,0.2,12,0.5
Scene133,0.1,0.8,12,0.6
Scene242,0,0,12,0.15
Scene543,0.1,0.8,12,0.5
Scene42,0.1,0.6,12,0.8
Scene102,0.2,1,12,0.3
Scene563,0.2,0.8,12,0.5
Scene399,0.1,0.8,12,0.6
Scene102,0.3,1,12,0.4
Scene102,0.3,1,12,0.9
Scene101,0.1,0,12,0.4
Scene101,0.1,0,12,0.9
Scene273,0.1,1,12,0.2
Scene389,0,0.8,12,0.7
Scene291,0.1,0.2,12,0.7
Scene93,0.3,0.4,12,0.6
Scene162,0.1,1,12,0.2
Scene397,0.2,0.4,12,0.8
Scene93,0.2,0.8,12,0.6
Scene543,0,0.2,12,0.3
Scene92,0.2,0.6,12,0.8
Scene552,0,0.4,12,0.3
Scene582,0.3,0.4,12,0.15
Scene552,0,0,12,0.6
Scene396,0.2,0.6,12,0.3
Scene341,0,0.4,12,0.5
Scene171,0.1,0.6,12,0.7
Scene252,0.1,0.8,12,0.8
Scene582,0.2,0.8,12,0.15
Scene341,0.1,0,12,0.4
Scene341,0.1,0,12,0.9
Scene183,0.2,0,12,0.8
Scene242,0.2,0.8,12,0.6
Scene302,0.1,0,12,0.15
Scene231,0.3,0.2,12,0.4
Scene231,0.3,0.2,12,0.9
Scene571,0,0.6,12,0.3
Scene353,0.1,0.4,12,0.8
Scene352,0.1,0,12,0.2
Scene212,0.2,0,12,0.8
Scene322,0.2,0.8,12,0.4
Scene322,0.2,0.8,12,0.9
Scene61,0.3,0.4,12,0.8
Scene121,0.2,0.8,12,0.6
Scene522,0,1,12,0.6
Scene407,0.2,0.4,12,0.4
Scene407,0.2,0.4,12,0.9
Scene121,0.3,0.4,12,0.5
Scene202,0.1,1,12,0.8
Scene281,0.2,0,12,0.7
Scene405,0,0.6,12,0.2
Scene399,0.2,0.8,12,0.7
Scene251,0.2,0.6,12,0.3
Scene83,0,0.6,12,0.8
Scene395,0.2,0.4,12,0.15
Scene273,0.1,0.8,12,0.4
Scene273,0.1,0.8,12,0.9
Scene71,0.2,0.2,12,0.4
Scene71,0.2,0.2,12,0.9
Scene92,0,1,12,0.7
Scene123,0,0.4,12,0.4
Scene123,0,0.4,12,0.9
Scene383,0.1,0.4,12,0.6
Scene123,0,0,12,0.2
Scene322,0.1,0.2,12,0.2
Scene353,0.2,0,12,0.3
Scene53,0.3,0,12,0.4
Scene53,0.3,0,12,0.9
Scene83,0.2,0.8,12,0.5
Scene321,0.2,0.8,12,0.6
Scene400,0.2,0.2,12,0.4
Scene400,0.2,0.2,12,0.9
Scene331,0.2,1,12,0.6
Scene283,0.3,1,12,0.2
Scene301,0.1,0,12,0.3
Scene501,0,0.8,12,0.8
Scene333,0.2,0.8,12,0.8
Scene389,0.3,0.4,12,0.3
Scene389,0.3,0,12,0.6
Scene301,0.3,0.6,12,0.7
Scene153,0.3,1,12,0.15
Scene302,0.3,1,12,0.15
Scene382,0,0.6,12,0.8
Scene513,0.3,0.4,12,0.7
Scene272,0.3,0.4,12,0.6
Scene352,0.1,0.8,12,0.2
Scene272,0.2,0.8,12,0.6
Scene222,0.2,0.8,12,0.6
Scene153,0,0,12,0.3
Scene232,0.3,0.2,12,0.4
Scene232,0.3,0.2,12,0.9
Scene152,0,0.6,12,0.5
Scene293,0.1,0,12,0.5
Scene513,0.1,0.2,12,0.4
Scene513,0.1,0.2,12,0.9
Scene171,0.3,0,12,0.8
Scene396,0.3,0.4,12,0.6
Scene93,0,0,12,0.8
Scene43,0.1,1,12,0.4
Scene43,0.1,1,12,0.9
Scene231,0.1,0.8,12,0.2
Scene192,0.2,0.2,12,0.7
Scene41,0.1,0.6,12,0.4
Scene41,0.1,0.6,12,0.9
Scene312,0.2,0.8,12,0.7
Scene331,0.1,1,12,0.3
Scene72,0,0.8,12,0.7
Scene312,0,1,12,0.6
Scene291,0.1,0.4,12,0.4
Scene291,0.1,0.4,12,0.9
Scene133,0,0.8,12,0.8
Scene404,0,0.8,12,0.4
Scene404,0,0.8,12,0.9
Scene542,0.3,0.6,12,0.8
Scene32,0.1,0.8,12,0.3
Scene341,0.2,0.8,12,0.5
Scene543,0.3,0.2,12,0.2
Scene111,0.3,1,12,0.6
Scene233,0.2,0.8,12,0.5
Scene399,0.3,0.2,12,0.3
Scene396,0.3,0.6,12,0.15
Scene233,0.2,0.4,12,0.3
Scene502,0.1,0,12,0.7
Scene191,0.1,0.6,12,0.5
Scene388,0,0.2,12,0.3
Scene52,0.1,0.6,12,0.6
Scene32,0,0.2,12,0.6
Scene261,0.1,0.8,12,0.4
Scene261,0.1,0.8,12,0.9
Scene182,0.2,1,12,0.3
Scene592,0,0.2,12,0.4
Scene592,0,0.2,12,0.9
Scene81,0,1,12,0.6
Scene573,0.1,0.6,12,0.4
Scene573,0.1,0.6,12,0.9
Scene161,0.3,1,12,0.8
Scene21,0,0.2,12,0.15
Scene573,0.3,1,12,0.3
Scene252,0,1,12,0.15
Scene511,0,0.4,12,0.7
Scene342,0,0.4,12,0.2
Scene561,0.2,0.6,12,0.3
Scene112,0.3,0.2,12,0.5
Scene398,0.1,1,12,0.3
Scene63,0.2,0.4,12,0.2
Scene521,0,0.2,12,0.5
Scene389,0,0,12,0.7
Scene313,0,0.2,12,0.15
Scene332,0.3,0.8,12,0.15
Scene388,0.3,0.8,12,0.3
Scene321,0.3,0,12,0.7
Scene113,0.2,1,12,0.15
Scene192,0.2,1,12,0.4
Scene192,0.2,1,12,0.9
Scene388,0.3,0.4,12,0.6
Scene407,0,0.2,12,0.2
Scene542,0.3,0.4,12,0.6
Scene53,0.1,0.6,12,0.7
Scene133,0.2,0.6,12,0.3
Scene172,0,0.4,12,0.7
Scene302,0.3,0.6,12,0.2
Scene61,0.2,0.8,12,0.15
Scene232,0.2,0,12,0.4
Scene232,0.2,0,12,0.9
Scene161,0.2,0,12,0.6
Scene101,0.3,1,12,0.3
Scene404,0.1,0.8,12,0.5
Scene243,0.2,0.6,12,0.2
Scene202,0.1,0.4,12,0.15
Scene193,0.1,0.4,12,0.6
Scene592,0.3,0.2,12,0.15
Scene523,0,0,12,0.6
Scene252,0.2,0.6,12,0.6
