Content,Space,Topic,Mapping
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/stateRealm/Geological,http://sweetontology.net/realmLandCoastal/Beach,http://sweetontology.net/phenSystem/Change",Washington,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/stateRealm/Geological,http://sweetontology.net/realmLandCoastal/Beach,http://sweetontology.net/phenSystem/Change",Washington,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/stateRealm/Geological,http://sweetontology.net/propSpaceLocation/Location,http://sweetontology.net/realmLandCoastal/Beach,http://sweetontology.net/phenSystem/Change",Alaska,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/stateRealm/Geological,http://sweetontology.net/realmLandCoastal/Beach,http://sweetontology.net/phenSystem/Change",Alaska,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/stateRealm/Geological,http://sweetontology.net/realmLandCoastal/Beach,http://sweetontology.net/phenSystem/Change",Alaska,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/stateRealm/Geological,http://sweetontology.net/realmLandCoastal/Beach,http://sweetontology.net/phenSystem/Change",Alaska,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/stateRealm/Geological,http://sweetontology.net/realmLandCoastal/Beach,http://sweetontology.net/phenSystem/Change",Alaska,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/stateRealm/Geological,http://sweetontology.net/realmLandCoastal/Beach,http://sweetontology.net/phenSystem/Change",Alaska,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/stateRealm/Geological,http://sweetontology.net/realmLandCoastal/Beach,http://sweetontology.net/phenSystem/Change",Alaska,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/stateRealm/Geological,http://sweetontology.net/realmLandCoastal/Beach,http://sweetontology.net/phenSystem/Change",Alaska,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/stateRealm/Geological,http://sweetontology.net/realmLandCoastal/Beach,http://sweetontology.net/phenSystem/Change",Alaska,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Virginia,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",New York,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",New York,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",New York,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",New York,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",New York,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",New York,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",New York,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",New York,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",New York,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",New York,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",New York,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",New York,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",New York,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",New York,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",New York,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",New York,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Massachusetts,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Massachusetts,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Massachusetts,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Massachusetts,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Massachusetts,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Massachusetts,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Massachusetts,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Massachusetts,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Massachusetts,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Massachusetts,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Massachusetts,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Massachusetts,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Massachusetts,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Massachusetts,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Massachusetts,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Massachusetts,Geology,Line Symbol Method
"http://sweetontology.net/realmLandCoastal/Shoreline,http://sweetontology.net/phenSystem/Change",Massachusetts,Geology,Line Symbol Method
"http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/propEnergy/SensibleHeat,http://sweetontology.net/reprSpaceGeometry/Surface,http://sweetontology.net/humanResearch/Observation","Africa,Asia,South America","Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/propFunction/Average,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/propDifference/Difference,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Average,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/matr/Air",Global,"Climate,Water,Weather",Choloplethic Method
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/humanResearch/Observation",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/phenGeolSeismicity/Earthquake,http://sweetontology.net/realmLandVolcanic/Geothermal,http://sweetontology.net/phenEnergy/Geothermal",Ohio,Disaster,Point Symbol Method
"http://sweetontology.net/propDifference/Difference,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/matr/Air",Global,"Climate,Water,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/propFunction/StandardDeviation,http://sweetontology.net/propPressure/Stress,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/propEnergy/SensibleHeat,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Weather",Line Symbol Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Average,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/matr/Air",Global,"Climate,Weather",Line Symbol Method
"http://sweetontology.net/propEnergy/SensibleHeat,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propFunction/Average",Global,"Climate,Weather","Line Symbol Method,Area Method"
"http://sweetontology.net/propEnergy/SensibleHeat,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/realmLandFluvial/Valley,http://sweetontology.net/humanJurisdiction/County",Idaho,Geology,Raw Image
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propFunction/StandardDeviation",Global,"Climate,Weather",Line Symbol Method
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/propPressure/Stress",Global,Weather,Area Method
"http://sweetontology.net/propFunction/StandardDeviation,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/propEnergy/LatentHeat",Global,"Climate,Water,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/matr/Air",Global,"Climate,Weather",Line Symbol Method
"http://sweetontology.net/propDifference/Difference,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Average,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/matr/Air",Global,"Climate,Water,Weather",Choloplethic Method
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/propFunction/Average,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Weather",Line Symbol Method
"http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/stateTimeFrequency/Monthly","North America,Asia,Europe","Climate,Water,Weather",Area Method
"http://sweetontology.net/propFunction/Average,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propEnergy/LatentHeat",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propPressure/Stress",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/reprDataProduct/Image,http://sweetontology.net/reprSciMethodology/RemoteSensing,http://sweetontology.net/reprSpaceGeometry/Region",Idaho,Geology,Raw Image
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propPressure/Stress",Global,"Climate,Weather",Line Symbol Method
"http://sweetontology.net/propFraction/Humidity,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/reprSpaceGeometry/Surface","South America,Africa,Asia","Climate,Weather",Line Symbol Method
"http://sweetontology.net/propDifference/Difference,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Average,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/matr/Air",Global,"Climate,Water,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propEnergy/LatentHeat",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface","United States,Mexico","Water,Weather",Choloplethic Method
"http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propEnergy/LatentHeat,http://sweetontology.net/propFunction/Average,http://sweetontology.net/statePhysical/Zonal",Global,"Climate,Weather",Line Symbol Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/humanKnowledgeDomain/Climatology,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/matr/Air",Global,"Climate,Water,Weather",Choloplethic Method
"http://sweetontology.net/propFunction/Average,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propEnergy/LatentHeat",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface","United States,Mexico","Water,Weather",Choloplethic Method
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Weather","Line Symbol Method,Area Method"
"http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propEnergy/LatentHeat,http://sweetontology.net/statePhysical/Zonal",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propEnergy/SensibleHeat",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/propFunction/Average,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Weather",Line Symbol Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/matr/Air,http://sweetontology.net/humanResearch/Observation",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propEnergy/SensibleHeat","Africa,South America,Asia","Climate,Weather",Line Symbol Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propMassFlux/NetPrimaryProductivity,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Water,Weather,Ecosystem",Choloplethic Method
"http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propEnergy/LatentHeat,http://sweetontology.net/propFunction/StandardDeviation",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/phenAtmoCloud/Cloud,http://sweetontology.net/propFunction/Average,http://sweetontology.net/stateTimeFrequency/Monthly","Asia,South America,Africa","Climate,Weather",Choloplethic Method
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/propFunction/Average,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propPressure/Stress",Global,"Climate,Weather",Choloplethic Method
"http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/propEnergy/LatentHeat,http://sweetontology.net/reprSpaceGeometry/Surface",Global,"Climate,Weather",Line Symbol Method
"http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/propEnergy/LatentHeat",Global,"Climate,Weather","Line Symbol Method,Area Method"
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Average,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/matr/Air",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/matrOrganicCompound/Chlorophyll,http://sweetontology.net/propMass/Mass,http://sweetontology.net/matrWater/SeaWater",Global,"Ecosystem,Water",Choloplethic Method
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/propFunction/Average,http://sweetontology.net/propEnergy/SensibleHeat",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/propDifference/Difference,http://sweetontology.net/humanKnowledgeDomain/Climatology,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/matr/Air",Global,"Climate,Water,Weather",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/matr/Air",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propFunction/Average,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/propEnergy/LatentHeat",Global,"Climate,Weather",Choloplethic Method
"http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/propTemperature/Temperature",Global,"Climate,Water,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propFunction/Average,http://sweetontology.net/matr/Air",Global,"Climate,Weather","Line Symbol Method,Area Method"
"http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/propFunction/StandardDeviation,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propTemperature/Temperature",Global,"Climate,Water,Weather","Line Symbol Method,Area Method"
"http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/propEnergy/LatentHeat,http://sweetontology.net/humanResearch/Observation",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propFunction/Average,http://sweetontology.net/stateTimeFrequency/Monthly",Global,"Climate,Weather",Choloplethic Method
"http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/humanResearch/Observation",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/propEnergy/LatentHeat,http://sweetontology.net/propFunction/Average,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/phenReaction/Fire,http://sweetontology.net/realmLandOrographic/Hill",New Mexico,Disaster,Raw Image
"http://sweetontology.net/matrEquipment/Well,http://sweetontology.net/propSpaceHeight/Depth,http://sweetontology.net/propSpaceLocation/Location,http://sweetontology.net/humanCommerce/Drill",Illinois,"Energy,Geology",Point Symbol Method
"http://sweetontology.net/matrOrganicCompound/Chlorophyll,http://sweetontology.net/propMassFlux/NetPrimaryProductivity,http://sweetontology.net/matrWater/SeaWater",United States,"Ecosystem,Water",Choloplethic Method
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propFunction/StandardDeviation",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/realmLandOrographic/Orography,http://sweetontology.net/phenReaction/Fire",New Mexico,Disaster,Raw Image
"http://sweetontology.net/reprDataProduct/Image,http://sweetontology.net/reprSciMethodology/RemoteSensing,http://sweetontology.net/reprSpaceGeometry/Region",New Mexico,Geology,Raw Image
"http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propEnergy/SensibleHeat",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/humanResearch/Observation",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/phenReaction/Fire,http://sweetontology.net/realmLandOrographic/Hill",New Mexico,Disaster,Raw Image
"http://sweetontology.net/propFraction/Humidity,http://sweetontology.net/propFunction/Average,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/reprSpaceGeometry/Surface","South America,Asia,Africa","Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/matr/Air,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/propFunction/Average,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/humanResearch/Observation",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/stateRealm/Geological,http://sweetontology.net/humanKnowledgeDomain/Geology,http://sweetontology.net/realmLandTectonic/Plate",Vermont,Geology,Others
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/propPressure/Stress",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/matr/Air,http://sweetontology.net/propFunction/Average,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/reprSpaceGeometry/Surface","South America,Africa,Asia","Climate,Weather",Line Symbol Method
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/propFunction/Average,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propPressure/Stress",Global,"Climate,Weather",Choloplethic Method
"http://sweetontology.net/matrElement/Radon,http://sweetontology.net/realmGeol/Bedrock,http://sweetontology.net/stateChemical/Radioactivity,http://sweetontology.net/matrEquipment/Well,http://sweetontology.net/matr/Air,http://sweetontology.net/stateRealm/Geological,http://sweetontology.net/phenBiol/Health",Connecticut,"Geology,Health",Others
"http://sweetontology.net/propFunction/Average,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propEnergy/LatentHeat",Global,"Climate,Weather",Choloplethic Method
"http://sweetontology.net/phenAtmoWind/Wind,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/humanKnowledgeDomain/Climatology,http://sweetontology.net/propPressure/Stress",Global,"Climate,Weather",Choloplethic Method
"http://sweetontology.net/matr/Air,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/stateTimeFrequency/Monthly,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Weather","Choloplethic Method,Line Symbol Method"
