Content,Space,Topic,Mapping
"http://sweetontology.net/realmLandFluvial/Catchment,http://sweetontology.net/stateRoleGeographic/Boundary",Europe,Water,Area Method
"http://sweetontology.net/stateRoleGeographic/Highway,http://sweetontology.net/stateRole/Major",Europe,Health,Line Symbol Method
"http://sweetontology.net/stateRoleGeographic/Populated,http://sweetontology.net/reprSpaceGeometry/Region",Europe,Health,Point Symbol Method
"http://sweetontology.net/stateRole/Major,http://sweetontology.net/realmHydroBody/River",Europe,Water,Line Symbol Method
http://sweetontology.net/humanJurisdiction/UrbanArea,Europe,Health,Point Symbol Method
http://sweetontology.net/matrSediment/Soil,Guria,Agriculture,Quality Base Method
"http://sweetontology.net/stateSpectralBand/Green,http://sweetontology.net/realmHydroBody/BodyOfWater,http://sweetontology.net/stateSpace/Lower",Europe,Water,Raw Image
"http://sweetontology.net/stateSpace/Upper,http://sweetontology.net/stateSpectralBand/Green,http://sweetontology.net/realmHydroBody/BodyOfWater",Europe,Water,Raw Image
"http://sweetontology.net/stateSpectralBand/Green,http://sweetontology.net/realmHydroBody/BodyOfWater,http://sweetontology.net/propFunction/Average",Europe,Water,Raw Image
http://sweetontology.net/realmLandform/LandCover,Europe,"Agriculture,Geology",Quality Base Method
http://sweetontology.net/realmLandform/LandCover,Europe,"Agriculture,Geology",Quality Base Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/stateTimeFrequency/Diurnal,http://sweetontology.net/propFunction/Minimum",Austria,"Climate,Weather",Point Symbol Method
http://sweetontology.net/realmHydroBody/BodyOfWater,Europe,Water,"Area Method,Point Symbol Method"
"http://sweetontology.net/realmHydroBody/BodyOfWater,http://sweetontology.net/stateSpectralBand/Green,http://sweetontology.net/stateSpectralBand/Blue",Europe,Water,Choloplethic Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/realmLandFluvial/Catchment,http://sweetontology.net/realmHydroBody/River,http://sweetontology.net/stateRoleGeographic/Boundary",Europe,Water,Area Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/humanCommerce/LandUse,http://sweetontology.net/realmLandFluvial/Catchment",Europe,"Agriculture,Water",Quality Base Method
"http://sweetontology.net/realmHydroBody/River,http://sweetontology.net/realmLandFluvial/Catchment,http://sweetontology.net/realmHydroBody/Dam,http://sweetontology.net/realmHydroBody/Lake,http://sweetontology.net/phenHydro/Drainage,http://sweetontology.net/realmLandFluvial/DrainageBasin",Europe,Water,Area Method
"http://sweetontology.net/realmHydroBody/Lake,http://sweetontology.net/realmLandProtected/Parkland,http://sweetontology.net/matrFacility/Building",New York,Geology,Area Method
http://sweetontology.net/humanEnvirConservation/Conservation,Northern Ireland,Ecosystem,Point Symbol Method
"http://sweetontology.net/humanCommerce/Development,http://sweetontology.net/stateSystem/Natural,http://sweetontology.net/realmLandform/Landscape",Northern Ireland,Ecosystem,Area Method
"http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/humanEnvirConservation/Conservation",Wales,Ecosystem,Line Symbol Method
"http://sweetontology.net/matrPlant/Tree,http://sweetontology.net/humanEnvirConservation/Conservation",Wales,"Biodiversity,Ecosystem",Point Symbol Method
"http://sweetontology.net/propSpaceLocation/Location,http://sweetontology.net/humanJurisdiction/Country",Global,Geology,Area Method
"http://sweetontology.net/humanJurisdiction/City,http://sweetontology.net/humanJurisdiction/Country",Global,Geology,Point Symbol Method
"http://sweetontology.net/realmOceanFloor/OceanFloor,http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/stateRealm/Benthic,http://sweetontology.net/humanKnowledgeDomain/Geology",Rhode Island,"Geology,Water",Choloplethic Method
"http://sweetontology.net/propSpace/SpatialDistribution,http://sweetontology.net/matrSediment/Sediment,http://sweetontology.net/propSpaceHeight/Depth,http://sweetontology.net/humanKnowledgeDomain/Geology,http://sweetontology.net/realmOceanFloor/OceanFloor",Rhode Island,"Geology,Water",Choloplethic Method
"http://sweetontology.net/matrSediment/Sediment,http://sweetontology.net/propSpaceHeight/Depth,http://sweetontology.net/humanKnowledgeDomain/Geology,http://sweetontology.net/realmOceanFloor/OceanFloor,http://sweetontology.net/propSpace/SpatialDistribution",Rhode Island,"Geology,Water",Quality Base Method
"http://sweetontology.net/propSpaceHeight/Depth,http://sweetontology.net/humanKnowledgeDomain/Geology,http://sweetontology.net/matrSediment/Sediment,http://sweetontology.net/realmOceanFloor/OceanFloor,http://sweetontology.net/propSpace/SpatialDistribution",Rhode Island,"Geology,Water",Line Symbol Method
"http://sweetontology.net/stateSpaceConfiguration/Shadow,http://sweetontology.net/realmLandOrographic/Hill",Rhode Island,"Geology,Water",Raw Image
"http://sweetontology.net/humanKnowledgeDomain/Geology,http://sweetontology.net/stateRealm/Benthic,http://sweetontology.net/realmOceanFloor/OceanFloor",United States,"Biodiversity,Geology,Water",Choloplethic Method
"http://sweetontology.net/realmOceanFloor/OceanFloor,http://sweetontology.net/humanKnowledgeDomain/Geology,http://sweetontology.net/realmHydroBody/Bay","Connecticut,New York","Geology,Water",Choloplethic Method
"http://sweetontology.net/realmOceanFloor/OceanFloor,http://sweetontology.net/humanKnowledgeDomain/Geology,http://sweetontology.net/realmHydroBody/Bay","Connecticut,New York","Geology,Water",Choloplethic Method
"http://sweetontology.net/realmOceanFloor/OceanFloor,http://sweetontology.net/humanKnowledgeDomain/Geology,http://sweetontology.net/realmHydroBody/Bay","Connecticut,New York","Geology,Water",Choloplethic Method
"http://sweetontology.net/realmOceanFloor/OceanFloor,http://sweetontology.net/humanKnowledgeDomain/Geology,http://sweetontology.net/realmHydroBody/Bay","Connecticut,New York","Geology,Water",Choloplethic Method
"http://sweetontology.net/realmOceanFloor/OceanFloor,http://sweetontology.net/humanKnowledgeDomain/Geology,http://sweetontology.net/realmHydroBody/Bay","Connecticut,New York","Geology,Water",Choloplethic Method
"http://sweetontology.net/realmOceanFloor/OceanFloor,http://sweetontology.net/humanKnowledgeDomain/Geology,http://sweetontology.net/realmHydroBody/Bay","Connecticut,New York","Geology,Water",Choloplethic Method
"http://sweetontology.net/matrSediment/Sediment,http://sweetontology.net/humanKnowledgeDomain/Geology,http://sweetontology.net/realmOceanFloor/OceanFloor,http://sweetontology.net/realmHydroBody/Lake,http://sweetontology.net/realmHydroBody/River",Michigan,"Geology,Water",Quality Base Method
"http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/stateRoleGeographic/Boundary,http://sweetontology.net/humanJurisdiction/Country",Global,Geology,Quality Base Method
"http://sweetontology.net/stateRoleGeographic/Boundary,http://sweetontology.net/humanJurisdiction/Country",Africa,Geology,Line Symbol Method
"http://sweetontology.net/matrElement/Nitrogen,http://sweetontology.net/matrBiomass/Feed",Global,Agriculture,Quality Base Method
"http://sweetontology.net/humanAgriculture/Irrigation,http://sweetontology.net/matrCompound/Water",Global,"Agriculture,Water",Area Method
"http://sweetontology.net/realmBiolBiome/Pasture,http://sweetontology.net/matrPlant/Crop",Global,Agriculture,Quality Base Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/humanCommerce/LandUse",Global,"Agriculture,Weather",Quality Base Method
http://sweetontology.net/humanKnowledgeDomain/Geology,Victoria,Geology,Quality Base Method
"http://sweetontology.net/matrIndustrial/Supply,http://sweetontology.net/realmLandFluvial/Catchment,http://sweetontology.net/realmHydroBody/BodyOfWater",Australia,"Health,Water",Point Symbol Method
"http://sweetontology.net/realm/Earth,http://sweetontology.net/reprDataServiceGeospatial/Map",Global,Geology,Area Method
"http://sweetontology.net/matrSediment/Soil,http://sweetontology.net/stateChemical/Acid,http://sweetontology.net/matrCompound/Sulfate",Queensland,"Agriculture,Geology",Quality Base Method
"http://sweetontology.net/stateRoleBiological/Habitat,http://sweetontology.net/humanKnowledgeDomain/Geology",Australia,"Biodiversity,Geology",Point Symbol Method
"http://sweetontology.net/realmBiolBiome/SeaGrass,http://sweetontology.net/realmHydroBody/Inlet",Western Australia,"Biodiversity,Water",Choloplethic Method
"http://sweetontology.net/realmBiolBiome/SeaGrass,http://sweetontology.net/stateRoleBiological/Habitat",Western Australia,"Biodiversity,Water",Area Method
"http://sweetontology.net/realmLandOrographic/Hill,http://sweetontology.net/stateSpaceConfiguration/Shadow",Global,Geology,Raw Image
"http://sweetontology.net/realmLandCoastal/CoastalRegion,http://sweetontology.net/reprSpaceGeometry/Line",Global,Geology,Line Symbol Method
http://sweetontology.net/realm/Ocean,Global,Water,Area Method
http://sweetontology.net/realmRegion/Global,Global,Geology,Choloplethic Method
"http://sweetontology.net/matrSediment/Soil,http://sweetontology.net/matrCompound/Water,http://sweetontology.net/propCategorical/Classification,http://sweetontology.net/humanCommerce/Management",Hungary,"Agriculture,Geology",Quality Base Method
"http://sweetontology.net/matrMineral/Mineral,http://sweetontology.net/propChemical/Composition,http://sweetontology.net/matrSediment/Clay",Hungary,"Agriculture,Geology",Quality Base Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/humanKnowledgeDomain/Climatology,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/humanKnowledgeDomain/Climatology,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/humanKnowledgeDomain/Climatology,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propDifference/Anomaly",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/realmHydroBody/SeaSurface,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/propDifference/Anomaly",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
"http://sweetontology.net/propDifference/Anomaly,http://sweetontology.net/propTemperature/Temperature,http://sweetontology.net/realmHydroBody/SeaSurface",Global,"Climate,Water",Choloplethic Method
