10,0.3040763959089915,0.12803851359639112
20,0.3700490312576294,0.1562735308703892
30,0.43973719641897413,0.1772814593062859
40,0.5116439263555739,0.19765551519744098
50,0.5877111865414514,0.21052298830220603
60,0.6677212891313765,0.23464726220276813
70,0.755112738635805,0.2509419117831007
80,0.833469605286916,0.266330169516706
90,0.9197985023127662,0.28421913785378355
100,1.0014328749974568,0.29825781727531187
110,1.0919704302416908,0.3140181408342538
120,1.1787164407041337,0.33435014810319813
130,1.2640946991178725,0.35547016423190525
140,1.3439604751269023,0.383154908550997
150,1.4327781849437289,0.40304095288234526
