10,0.746050466361097,0.2823011008035634
20,0.7696027854559825,0.2768871277955345
30,0.7801576629699961,0.2739054167982745
40,0.7830376325507011,0.2731353467634031
50,0.7853066577511711,0.2727048530507897
60,0.7849887316220006,0.2726054607684981
70,0.7849929468762701,0.2727358852102093
80,0.7852176670117905,0.27249514520198476
90,0.7844861274765556,0.27325019296125197
100,0.7840220276565679,0.27334774581377436
110,0.783775155152751,0.2732862091242792
120,0.7829653675813224,0.273492593756181
130,0.7817670875077802,0.2742385000124832
140,0.7817626834202835,0.2742327136747898
150,0.7810566376096024,0.27434660368673197
