10,0.908032357055089,0.204684416588722
20,0.9222484682382754,0.19106138111339627
30,0.9288386186946898,0.18408766253425699
40,0.9307412052013048,0.18162492863095886
50,0.9326718529583184,0.1792322146937693
60,0.9335068315951236,0.178490026011778
70,0.9349231739588009,0.17644706164028798
80,0.9349082304704929,0.1764132477032368
90,0.9354704357687363,0.17587281007935937
100,0.9357358937495726,0.17519473347074765
110,0.9355811871803417,0.17518712982553947
120,0.9357185466324259,0.17493181895091675
130,0.9353863076423996,0.17505900610079866
140,0.9359224684319478,0.1743364273968049
150,0.935884222605685,0.174401020184309
