10,0.8518802197215518,0.20114044642984436
20,0.8717028744887936,0.18963605109626785
30,0.8790755424769174,0.18391994408535303
40,0.8814319305126458,0.18234469134283415
50,0.8828010914686548,0.1814795975120772
60,0.882657238085074,0.1816317191937731
70,0.8825846584036067,0.18188607973727425
80,0.8830279965463657,0.18152050203378087
90,0.8824708693134782,0.18199387241398013
100,0.8823533522740568,0.18244486435698182
110,0.8824656689462111,0.18209548141817827
120,0.8818735350854134,0.18279732848338467
130,0.8815531378165875,0.182947902887936
140,0.881299784700223,0.1835584708214522
150,0.8810410963088984,0.18381356061297466
