10,0.7512044753086421,0.25933168368181525
20,0.7340776234567901,0.2729463731986743
30,0.724954938271605,0.2826091612759653
40,0.7191171296296296,0.29046519080380256
50,0.7164373456790124,0.29342976769813084
60,0.7103771604938272,0.2981179937174622
70,0.7099092592592594,0.29952498744070805
80,0.7073375,0.3022870429304138
90,0.7055432098765433,0.30362832374865195
100,0.7036302469135802,0.3053388548178019
110,0.7028649691358025,0.30657148600248146
120,0.7022246913580248,0.307187395780503
130,0.7000109567901234,0.30819500557110585
140,0.7012197530864198,0.3088835782368504
150,0.6993356481481482,0.30959989661297443
