10,0.24192886950241194,0.10935122045509511
20,0.2611645164589087,0.1194789194529153
30,0.27972333332233956,0.1290570307716693
40,0.29675962772634296,0.13658484976254778
50,0.3145557780265808,0.1456582989038679
60,0.33180232418576877,0.15449536731445782
70,0.3477764012747341,0.16157248764097745
80,0.3643011068072584,0.16914089783401484
90,0.38027455154723594,0.17849152775880373
100,0.3967501138250033,0.18615735393985705
110,0.4124676685002115,0.1944586480589614
120,0.42864047775334785,0.2014970542331673
130,0.4432793380452527,0.20992116950298179
140,0.46006974028547604,0.2181556848790567
150,0.475489665021499,0.22595053231363185
