Scene,Sindex,Num,Noise_Rate,Jaccard,Precisiom,Recall,best_argminC,best_avgConf
S3,1,10,0.4,0.75,0.4823505889183323,0.9647011778366646,0.6840022505429002,0.3087939675962948
S3,1,10,0.6,0.6666666666666666,0.37247583957903,0.74495167915806,0.4846190553633123,0.276536968005392
S3,1,10,0.8,0.2857142857142857,0.7275286041262478,0.7275286041262478,0.32988505456014594,0.6142720333198662
S3,1,20,0.0,1.0,0.5,1.0,0.7726971658695236,0.15988651174496168
S3,1,20,0.2,1.0,0.41102108903093654,0.8220421780618731,0.7941590355424387,0.06920391132899686
S3,1,20,0.4,0.9166666666666666,0.37431050275603617,0.7486210055120723,0.7606783819392962,0.05309433357699737
S3,1,20,0.6,0.5333333333333333,0.41102108903093654,0.8220421780618731,0.45113633727430547,0.16804692137803384
S3,1,20,0.8,0.23529411764705882,0.3872388164189587,0.7744776328379174,0.6131119908969805,0.06272096321558737
S3,1,40,0.0,1.0,1.0,1.0,0.825583657329666,0.17432044682470718
S3,1,40,0.2,1.0,0.41102108903093654,0.8220421780618731,0.7828805756552955,0.06720789079512172
S3,1,40,0.4,0.9230769230769231,0.3965125287038531,0.7930250574077062,0.6480575754856192,0.09304211593512518
S3,1,40,0.6,0.45714285714285713,0.25815921094597244,0.7744776328379174,0.777288824541154,0.11237140810242742
S3,1,40,0.8,0.2,0.35092385065522785,0.7018477013104557,0.34864206214545623,0.20801795387755806
S3,1,60,0.0,1.0,1.0,1.0,0.8391188141482994,0.1608222164641364
S3,1,60,0.2,1.0,0.41102108903093654,0.8220421780618731,0.7659019494939,0.07072642809576205
S3,1,60,0.4,0.9473684210526315,0.37247583957903,0.74495167915806,0.7855078410734941,0.12279530069660799
S3,1,60,0.6,0.6153846153846154,0.3965125287038531,0.7930250574077062,0.6028725894826141,0.10731591578375826
S3,1,60,0.8,0.2926829268292683,0.3965125287038531,0.7930250574077062,0.42192156210635606,0.17413151870053772
S3,1,80,0.0,1.0,1.0,1.0,0.8356021209464484,0.16435268525637148
S3,1,80,0.2,1.0,0.41102108903093654,0.8220421780618731,0.791042077735607,0.06497659459053179
S3,1,80,0.4,1.0,0.41102108903093654,0.8220421780618731,0.7514441267457006,0.06740354833823323
S3,1,80,0.6,0.5333333333333333,0.3872388164189587,0.7744776328379174,0.782770344892972,0.12222842995650188
S3,1,80,0.8,0.32653061224489793,0.3965125287038531,0.7930250574077062,0.3322443897773665,0.1880213754817492
S3,1,100,0.0,1.0,0.5,1.0,0.7999184271886501,0.14155680134745857
S3,1,100,0.2,0.9876543209876543,0.41102108903093654,0.8220421780618731,0.7882928031483124,0.06507597787309281
S3,1,100,0.4,0.8571428571428571,0.3965125287038531,0.7930250574077062,0.7894867756623778,0.05263771699734957
S3,1,100,0.6,0.49382716049382713,0.3872388164189587,0.7744776328379174,0.7772511467192226,0.034866324126207
S3,1,100,0.8,0.26666666666666666,0.3593278811575908,0.7186557623151816,0.5047896690904651,0.27996486823668665
S3,2,10,0.0,1.0,0.4171310318442386,0.8342620636884772,0.7206150828180946,0.19002566876530586
S3,2,10,0.2,1.0,0.8914884973283099,0.8914884973283099,0.31690059590232644,0.6412394445394789
S3,2,10,0.4,0.75,0.44574424866415496,0.8914884973283099,0.39273303449728025,0.33561660539292015
S3,2,10,0.6,0.3333333333333333,0.38030877488556036,0.38030877488556036,0.04092788873265442,0.011724106359761484
S3,2,10,0.8,0.2222222222222222,0.24934799396680868,0.49869598793361736,0.5050089946712637,0.32246190182076956
S3,2,20,0.0,1.0,0.4171310318442386,0.8342620636884772,0.7535429066387234,0.16939678111213058
S3,2,20,0.2,1.0,0.8914884973283099,0.8914884973283099,0.0,0.9675579353059252
S3,2,20,0.4,0.6875,0.34720093380255174,0.6944018676051035,0.36818634869325023,0.1747069460176256
S3,2,20,0.6,0.4,0.30679279794514885,0.6135855958902977,0.375314835111343,0.13017400111383903
S3,2,20,0.8,0.2,0.15900101991309282,0.31800203982618563,0.2106057511800113,0.11155668990162762
S3,2,40,0.0,1.0,0.4171310318442386,0.8342620636884772,0.7225806662234964,0.19175565398280897
S3,2,40,0.2,1.0,0.6360369511170898,0.6360369511170898,0.6234980025907931,0.1767678620897584
S3,2,40,0.4,0.7272727272727273,0.3180184755585449,0.6360369511170898,0.4655370447398315,0.38724353015656793
S3,2,40,0.6,0.5,0.20452853196343257,0.6135855958902977,0.18436824643162136,0.2048323464609548
S3,2,40,0.8,0.20512820512820512,0.15900101991309282,0.31800203982618563,0.3259093714919653,0.33704531425401735
S3,2,60,0.0,1.0,0.4679039977457175,0.935807995491435,0.7965445914690217,0.12777624501103924
S3,2,60,0.2,0.9411764705882353,0.44574424866415496,0.8914884973283099,0.400343534829704,0.5941005574735707
S3,2,60,0.4,0.8181818181818182,0.5,1.0,0.33023155203250143,0.5429747929883786
S3,2,60,0.6,0.4528301886792453,0.15900101991309282,0.31800203982618563,0.3794115292524795,0.06556401804234868
S3,2,60,0.8,0.21818181818181817,0.15900101991309282,0.31800203982618563,0.2158078426984792,0.3920960786507604
S3,2,80,0.0,1.0,0.4679039977457175,0.935807995491435,0.7844665293057651,0.13530907153293753
S3,2,80,0.2,0.9696969696969697,0.36512198032083815,0.7302439606416763,0.0,0.7515060843676853
S3,2,80,0.4,0.8421052631578947,0.44574424866415496,0.8914884973283099,0.33831535062731666,0.47635906359095875
S3,2,80,0.6,0.5161290322580645,0.16481893415912627,0.32963786831825254,0.398983652495882,0.575010832467882
S3,2,80,0.8,0.2077922077922078,0.3127171912541892,0.6254343825083784,0.4297012323349073,0.07079858612367546
S3,2,100,0.0,1.0,0.4679039977457175,0.935807995491435,0.7772137643356763,0.13982965994965313
S3,2,100,0.2,0.8888888888888888,0.29716283244277,0.8914884973283099,0.7271853032003328,0.16603123782858045
S3,2,100,0.4,0.8108108108108109,0.36512198032083815,0.7302439606416763,0.25861291438957973,0.5447622724029927
S3,2,100,0.6,0.425531914893617,0.15900101991309282,0.31800203982618563,0.4612875198436392,0.07737224873601832
S3,2,100,0.8,0.20408163265306123,0.1841912545330382,0.3683825090660764,0.3419616694585336,0.05462924345713284
S3,3,10,0.0,0.9,0.5,1.0,0.5713782405081425,0.4252731519958274
S3,3,10,0.2,0.75,0.5,1.0,0.5679181929181929,0.40661984345020064
S3,3,10,0.4,0.6666666666666666,0.08767707107584559,0.08767707107584559,0.7665174766610819,0.10680690071712116
S3,3,10,0.6,0.4,0.5,1.0,0.7407074039953561,0.17812632231248207
S3,3,10,0.8,0.25,0.3944177930176812,0.7888355860353624,0.5316889007120951,0.38059006451057253
S3,3,20,0.0,0.85,0.5,1.0,0.6803485109549658,0.21976239002239487
S3,3,20,0.2,1.0,0.5,1.0,0.7475783164334391,0.16662112406220658
S3,3,20,0.4,0.6470588235294118,0.49839748949615514,0.9967949789923103,0.7168182552302065,0.25324735257041764
S3,3,20,0.6,0.5384615384615384,0.4424261156478257,0.8848522312956514,0.7625929387727562,0.15305724024547407
S3,3,20,0.8,0.3333333333333333,0.9060429401289432,0.9060429401289432,0.8614456012249794,0.1229670289128308
S3,3,40,0.0,0.775,0.5,1.0,0.6970441428591618,0.29567822666840415
S3,3,40,0.2,0.9411764705882353,0.4530214700644716,0.9060429401289432,0.7945429850619568,0.1281706286453317
S3,3,40,0.4,0.7931034482758621,0.4424261156478257,0.8848522312956514,0.7474858768084389,0.23243239467089505
S3,3,40,0.6,0.6153846153846154,0.4530214700644716,0.9060429401289432,0.7382312964317532,0.16651709446953472
S3,3,40,0.8,0.25,0.4530214700644716,0.9060429401289432,0.7703993259438087,0.21423598248424924
S3,3,60,0.0,0.7666666666666667,0.5,1.0,0.7102228682847671,0.2842883622977351
S3,3,60,0.2,1.0,0.5,1.0,0.7267971741360866,0.2562862481195961
S3,3,60,0.4,0.5714285714285714,0.3241389790094186,0.9724169370282558,0.7868958866606193,0.07323392187214814
S3,3,60,0.6,0.47058823529411764,0.9060429401289432,0.9060429401289432,0.8167443616553884,0.1708315272704006
S3,3,60,0.8,0.3157894736842105,0.4530214700644716,0.9060429401289432,0.7841290299148539,0.19692337370572138
S3,3,80,0.0,1.0,0.3333333333333333,1.0,0.7525034228841265,0.19189692960095386
S3,3,80,0.2,1.0,0.4862084685141279,0.9724169370282558,0.700749062328673,0.1388513712274182
S3,3,80,0.4,0.6857142857142857,0.4530214700644716,0.9060429401289432,0.795611857171189,0.12696660168050863
S3,3,80,0.6,0.5333333333333333,0.4424261156478257,0.8848522312956514,0.7461262169001761,0.1879392968060185
S3,3,80,0.8,0.2909090909090909,0.2949507437652171,0.8848522312956514,0.7562671617545574,0.10322859976970832
S3,3,100,0.0,0.82,0.3333333333333333,1.0,0.7296692867855226,0.21190556486959136
S3,3,100,0.2,0.7875,0.4862084685141279,0.9724169370282558,0.7274081405452522,0.1371936003550872
S3,3,100,0.4,0.8450704225352113,0.4883059025710878,0.9766118051421756,0.7602040219906601,0.22636907668677675
S3,3,100,0.6,0.625,0.9060429401289432,0.9060429401289432,0.8201316495847951,0.16243213277291463
S3,3,100,0.8,0.22727272727272727,0.4530214700644716,0.9060429401289432,0.7515405405979324,0.2311038353997173
S3,4,10,0.0,1.0,1.0,1.0,0.9876012079488543,0.01239879205114569
S3,4,10,0.2,1.0,1.0,1.0,0.0,0.9444444444444444
S3,4,10,0.4,0.6666666666666666,0.5,1.0,0.38144637752501537,0.601985221872976
S3,4,10,0.6,0.6666666666666666,0.10736339226142354,0.21472678452284708,0.62577618468875,0.22873567724906518
S3,4,10,0.8,0.3333333333333333,0.34839346998436577,0.6967869399687315,0.533947823235241,0.29203363499615215
S3,4,20,0.0,1.0,1.0,1.0,0.9610570459262433,0.0389429540737567
S3,4,20,0.2,0.8421052631578947,0.5,1.0,0.3854251012145749,0.6077964991664683
S3,4,20,0.4,1.0,1.0,1.0,0.4846153846153846,0.46706730769230764
S3,4,20,0.6,0.5714285714285714,0.5,1.0,0.3777464357548066,0.39222134054980884
S3,4,20,0.8,0.3076923076923077,0.10485320860130622,0.31455962580391866,0.3464513271879864,0.2427933026254081
S3,4,40,0.0,1.0,1.0,1.0,0.9889296499543345,0.011070350045665478
S3,4,40,0.2,0.8205128205128205,0.2322623133229105,0.6967869399687315,0.7166008242966151,0.1301854318381587
S3,4,40,0.4,0.8571428571428571,0.5,1.0,0.41568513126446605,0.5519099531530638
S3,4,40,0.6,0.6666666666666666,0.10736339226142354,0.21472678452284708,0.5410560903685122,0.12940372671604777
S3,4,40,0.8,0.34782608695652173,0.15727981290195933,0.31455962580391866,0.2400127995568201,0.5633575344195038
S3,4,60,0.0,1.0,1.0,1.0,0.9887820452870592,0.011217954712940847
S3,4,60,0.2,0.8135593220338984,0.24798255192200966,0.743947655766029,0.7285696766323337,0.12630019148175142
S3,4,60,0.4,0.8372093023255814,0.5,1.0,0.454236807024585,0.5110671319890415
S3,4,60,0.6,0.48,0.3067647798714554,0.6135295597429108,0.09752032369550102,0.11832854907751146
S3,4,60,0.8,0.21621621621621623,0.052579298642221,0.105158597284442,0.4091354711657438,0.10590012226684016
S3,4,80,0.0,1.0,1.0,1.0,0.9891510569552477,0.010848943044752257
S3,4,80,0.2,0.9552238805970149,0.5,1.0,0.4210665445637721,0.5535002375117197
S3,4,80,0.4,0.8275862068965517,0.3719738278830145,0.743947655766029,0.5649309679888651,0.1478520844397394
S3,4,80,0.6,0.7111111111111111,0.07183684744827938,0.14367369489655876,0.47087739540078055,0.30428430672495344
S3,4,80,0.8,0.42105263157894735,0.15727981290195933,0.31455962580391866,0.3471621955274279,0.2576756974049659
S3,4,100,0.0,1.0,1.0,1.0,0.9890182127546995,0.010981787245300523
S3,4,100,0.2,0.8791208791208791,0.3333333333333333,1.0,0.735587832417413,0.2575966654802642
S3,4,100,0.4,0.8333333333333334,0.3719738278830145,0.743947655766029,0.5291639332050171,0.30067417552390757
S3,4,100,0.6,0.6349206349206349,0.10736339226142354,0.21472678452284708,0.5738852219014896,0.25374108088625313
S3,4,100,0.8,0.29411764705882354,0.19094789273312204,0.3818957854662441,0.6505170621564722,0.18358179192117788
S3,5,10,0.0,0.8,0.32892476014549,0.98677428043647,0.712019034318392,0.2746422494093827
S3,5,10,0.2,0.8,0.32892476014549,0.98677428043647,0.7598171552616064,0.15687685370903823
S3,5,10,0.4,0.625,0.493387140218235,0.98677428043647,0.4144897469824629,0.32971775427789024
