Scene,Sindex,Num,Noise_Rate,Jaccard,LIP,MLMSSM,best_argminC,best_avgConf,Graph_time,Cluster_time
S2,3,10,0.6,0.8,0.7852732154771529,0.21472678452284708,0.2338089499176699,0.20789974295255545,0.0558476448059082,0.6851716041564941
S2,3,20,0.6,0.6666666666666666,0.5633040527535185,0.873391894492963,0.593994055145359,0.051228727122855075,0.05585122108459473,0.45677852630615234
S2,3,40,0.6,0.5925925925925926,0.7852732154771529,0.21472678452284708,-0.8617131333636333,0.14997384612643458,0.18949270248413086,0.6293182373046875
S2,3,60,0.6,0.47058823529411764,0.8926366077385764,0.21472678452284708,0.606077086606819,0.09865106765092056,0.14760303497314453,0.9883599281311035
S2,3,80,0.6,0.49230769230769234,0.7947784041430238,0.6156647875709285,0.5689672247814399,0.1281411520295891,0.29321742057800293,1.468073844909668
S2,3,100,0.6,0.45454545454545453,0.8926366077385764,0.21472678452284708,0.545007863179129,0.04709338514856613,0.3779866695404053,1.2017898559570312
S2,3,10,0.8,0.25,0.90714381850263,0.18571236299473992,0.3379472404208945,0.16944483230628127,0.018949031829833984,0.23636841773986816
S2,3,20,0.8,0.3076923076923077,0.9281631525517207,0.14367369489655876,0.2940882532299681,0.5436318037098642,0.07081055641174316,0.7120962142944336
S2,3,40,0.8,0.23529411764705882,0.8926366077385764,0.21472678452284708,0.6440081488882412,0.014468091048689206,0.04986763000488281,0.08078384399414062
S2,3,60,0.8,0.21428571428571427,0.7947784041430238,0.6156647875709285,0.6557945387191162,0.03964078581567438,0.263293981552124,1.0212717056274414
S2,3,80,0.8,0.2807017543859649,0.8563263051034412,0.14367369489655876,-0.7592344916781878,0.14049048851086884,0.1765286922454834,0.20245838165283203
S2,3,100,0.8,0.21739130434782608,0.90714381850263,0.18571236299473992,0.5076922099429296,0.03356485575345806,0.19447922706604004,0.45079565048217773
S2,4,10,0.0,1.0,0.0,1.0,-0.775638649916879,0.25212883305626355,0.019947052001953125,0.026927947998046875
S2,4,20,0.0,1.0,0.0,1.0,-0.7535122318582697,0.1783741061942323,0.03590250015258789,0.05784726142883301
S2,4,40,0.0,1.0,0.5,1.0,0.6449203692345988,0.07639020219249085,0.11269927024841309,0.6003949642181396
S2,4,60,0.0,1.0,0.0,1.0,-0.7376589428762973,0.12552980958765778,0.07779240608215332,0.09474635124206543
S2,4,80,0.0,1.0,0.0,1.0,-0.7352540546973774,0.11751351565792469,0.10970640182495117,0.11967992782592773
S2,4,100,0.0,1.0,0.0,1.0,-0.7266318053190525,0.0887726843968417,0.13364338874816895,0.11668777465820312
S2,4,10,0.2,1.0,0.5,1.0,0.3751573922421626,0.4419627316433161,0.039893388748168945,0.692150354385376
S2,4,20,0.2,1.0,0.0,1.0,-0.8175981329421212,0.3723940876500507,0.03490710258483887,0.054852962493896484
S2,4,40,0.2,0.71875,0.5,1.0,0.5784516330072006,0.11103626416311413,0.07878828048706055,0.5206093788146973
S2,4,60,0.2,1.0,0.0,1.0,-0.7475885052452718,0.15069693327669403,0.05585050582885742,0.030917882919311523
S2,4,80,0.2,1.0,0.0,1.0,-0.7197522493210723,0.06254878951672904,0.14860272407531738,0.11768555641174316
S2,4,100,0.2,1.0,0.0,1.0,-0.7523232940109363,0.16569043103463185,0.09773850440979004,0.040891408920288086
S2,4,10,0.4,0.8571428571428571,0.5,1.0,0.6228370557705902,0.10432745010608968,0.014960050582885742,0.11668801307678223
S2,4,20,0.4,1.0,0.0,1.0,-0.8321437505925,0.3964312517775001,0.08178091049194336,0.17054510116577148
S2,4,40,0.4,1.0,0.0,1.0,-0.7695106790413165,0.20853203712394974,0.04188728332519531,0.029920339584350586
S2,4,60,0.4,1.0,0.0,1.0,-0.7190743441382446,0.0572230324147338,0.05485367774963379,0.016954660415649414
S2,4,80,0.4,1.0,0.0,1.0,-0.8182267966701939,0.3546803900105819,0.10671424865722656,0.07380318641662598
S2,4,100,0.4,1.0,0.0,1.0,-0.7288193877837594,0.08645816335127841,0.14561080932617188,0.07779121398925781
S2,4,10,0.6,0.4,0.5176494110816676,0.9647011778366646,0.6351899332384314,0.058096736467089086,0.01994609832763672,0.2293868064880371
S2,4,20,0.6,0.5714285714285714,0.5,1.0,0.6561899405869251,0.059232988492167474,0.040889739990234375,0.3640265464782715
S2,4,40,0.6,0.5161290322580645,0.03529882216333535,0.9647011778366646,-0.8288797193097674,0.38126916962472873,0.07480049133300781,0.09674072265625
S2,4,60,0.6,0.5333333333333333,0.03529882216333535,0.9647011778366646,-0.8019174117453824,0.2972591175906989,0.07679486274719238,0.05086398124694824
S2,4,80,0.6,0.5161290322580645,0.03529882216333535,0.9647011778366646,-0.7623260369616778,0.18438119267829683,0.0718080997467041,0.020943164825439453
S2,4,100,0.6,0.5970149253731343,0.5,1.0,0.6690161632143317,0.040193839754135444,0.11469411849975586,0.09075665473937988
S2,4,10,0.8,0.14285714285714285,0.5176494110816676,0.9647011778366646,0.3738151672331177,0.30459824633815136,0.09773921966552734,2.0734565258026123
S2,4,20,0.8,0.2857142857142857,0.5176494110816676,0.9647011778366646,0.5354498036017656,0.2178568617537951,0.04687380790710449,0.49767017364501953
S2,4,40,0.8,0.2,0.5176494110816676,0.9647011778366646,0.6322952738167058,0.09672103740470593,0.05086493492126465,0.260303258895874
S2,4,60,0.8,0.2,0.13389362533986993,0.8661063746601301,-0.7300495874857325,0.0,0.07779240608215332,0.052858829498291016
S2,4,80,0.8,0.2,0.13389362533986993,0.8661063746601301,-0.7189695349301491,0.0,0.09574389457702637,0.05186104774475098
S2,4,100,0.8,0.2,0.13389362533986993,0.8661063746601301,-0.7167310279865076,0.0,0.20644664764404297,0.16456151008605957
S2,5,10,0.0,0.7,0.6194619244062902,0.7610761511874194,0.4382794896751169,0.24181143641763936,0.04288673400878906,0.5275886058807373
S2,5,20,0.0,0.75,0.6194619244062902,0.7610761511874194,0.5099751877298039,0.14073547923450772,0.12267112731933594,1.6974620819091797
S2,5,40,0.0,1.0,0.6194619244062902,0.7610761511874194,0.5476301519668434,0.10046363606581753,0.05186128616333008,0.20046401023864746
S2,5,60,0.0,0.9833333333333333,0.7463079496041936,0.7610761511874194,0.5578428088500409,0.07211542824694746,0.09175467491149902,0.2622990608215332
S2,5,80,0.0,1.0,0.6194619244062902,0.7610761511874194,0.15682185775129198,0.3879843873205057,0.10272598266601562,0.267284631729126
S2,5,100,0.0,0.95,0.6194619244062902,0.7610761511874194,0.44619977510754283,0.05105729403625228,0.13464117050170898,0.176527738571167
S2,5,10,0.2,0.8,0.6194619244062902,0.7610761511874194,0.3097225189698644,0.2508926663765157,0.0498654842376709,1.0581722259521484
S2,5,20,0.2,0.8,0.6194619244062902,0.7610761511874194,0.3568778873419397,0.06354881350205027,0.08975887298583984,1.088092565536499
S2,5,40,0.2,0.8,0.7463079496041936,0.7610761511874194,0.531429306487003,0.16054351763142563,0.053858041763305664,0.26329469680786133
S2,5,60,0.2,1.0,0.0,1.0,-0.8397501028147789,0.36198022834121685,0.08676862716674805,0.1296525001525879
S2,5,80,0.2,0.8205128205128205,0.6194619244062902,0.7610761511874194,0.4013218417795451,0.21334154158603919,0.09474730491638184,0.15957331657409668
S2,5,100,0.2,0.8080808080808081,0.6194619244062902,0.7610761511874194,0.41529827067178293,0.2033583780915836,0.22340178489685059,0.5505290031433105
S2,5,10,0.4,0.5555555555555556,0.6194619244062902,0.7610761511874194,0.38431305134571503,0.1133106927194074,0.07280421257019043,1.3872926235198975
S2,5,20,0.4,0.6,0.6194619244062902,0.7610761511874194,0.5014650925866703,0.14181064815237834,0.05086159706115723,0.3909573554992676
S2,5,40,0.4,0.6,0.7463079496041936,0.7610761511874194,0.3715844597374988,0.20188325743468719,0.07081031799316406,0.2622990608215332
S2,5,60,0.4,0.72,0.5,1.0,0.4346716251917159,0.3352883443214447,0.10272622108459473,0.18849587440490723
S2,5,80,0.4,0.631578947368421,0.6194619244062902,0.7610761511874194,0.09751232932093823,0.07782963887955317,0.10272550582885742,0.20046401023864746
S2,5,100,0.4,0.6060606060606061,0.6194619244062902,0.7610761511874194,0.17882519269310293,0.3722677195049265,0.14960002899169922,0.2074446678161621
S2,5,10,0.6,0.4,0.6194619244062902,0.7610761511874194,0.1798568619572401,0.0951824740021298,0.03889799118041992,0.6791822910308838
S2,5,20,0.6,0.4375,0.6194619244062902,0.7610761511874194,0.47601590991808046,0.19065275394870185,0.029918909072875977,0.1765286922454834
S2,5,40,0.6,0.46875,0.7463079496041936,0.7610761511874194,0.4159717646056392,0.28881947644557243,0.053856611251831055,0.1874983310699463
S2,5,60,0.6,0.4,0.7463079496041936,0.7610761511874194,0.5265609741269284,0.044236060955088224,0.08876252174377441,0.20943999290466309
S2,5,80,0.6,0.41025641025641024,0.7463079496041936,0.7610761511874194,0.37509074847444346,0.19752913059490698,0.11668705940246582,0.20744585990905762
S2,5,100,0.6,0.4166666666666667,0.7463079496041936,0.7610761511874194,0.22940218277253843,0.4481883973594872,0.1515951156616211,0.21442627906799316
S2,5,10,0.8,0.2857142857142857,0.6194619244062902,0.7610761511874194,0.20266580585549251,0.43322071589451316,0.026927709579467773,0.4438138008117676
S2,5,20,0.8,0.2,0.6194619244062902,0.7610761511874194,0.280555539914589,0.29960318577529355,0.037899017333984375,0.23138117790222168
S2,5,40,0.8,0.2,0.6194619244062902,0.7610761511874194,0.12485671341437005,0.4108166332754499,0.1017293930053711,0.488692045211792
S2,5,60,0.8,0.2,0.6194619244062902,0.7610761511874194,0.14202809048991213,0.398551363935777,0.12366962432861328,0.39594149589538574
S2,5,80,0.8,0.20253164556962025,0.6194619244062902,0.7610761511874194,0.4846863186058217,0.15379548671012735,0.24833345413208008,0.8088397979736328
S2,5,100,0.8,0.20408163265306123,0.7463079496041936,0.7610761511874194,0.5004748283451593,0.12015495454284626,0.29421353340148926,0.6702079772949219
Scene,Sindex,Num,Noise_Rate,Jaccard,LIP,MLMSSM,best_argminC,best_avgConf,Graph_time,Cluster_time
S3,1,10,0.0,1.0,0.0,1.0,-0.8325733741770139,0.4409393784031669,0.010971307754516602,0.0827782154083252
S3,1,20,0.0,1.0,0.0,1.0,-0.8448478582338278,0.4822952687938775,0.021942138671875,0.1216740608215332
S3,1,40,0.0,1.0,0.0,1.0,-0.8490547742049159,0.49657607467567916,0.04487919807434082,0.12167525291442871
S3,1,60,0.0,0.7166666666666667,0.0,1.0,-0.8800112695205848,0.28730581481282147,0.06382918357849121,0.1266615390777588
S3,1,80,0.0,1.0,0.0,1.0,-0.8487026426884192,0.49553921196674633,0.08377671241760254,0.1406233310699463
S3,1,100,0.0,1.0,0.0,1.0,-0.8477760391974454,0.4924784656702245,0.09973430633544922,0.16455960273742676
S3,1,10,0.2,1.0,0.0,1.0,-0.8458234123071428,0.4758888155649027,0.022939205169677734,0.1655571460723877
S3,1,20,0.2,1.0,0.0,1.0,-0.8432933675734068,0.4477626356944208,0.03490781784057617,0.19946575164794922
S3,1,40,0.2,1.0,0.0,1.0,-0.8447568443893027,0.45209984285819627,0.08078312873840332,0.23537158966064453
S3,1,60,0.2,1.0,0.0,1.0,-0.8574909329051574,0.488321119467413,0.13065171241760254,0.2044517993927002
S3,1,80,0.2,1.0,0.0,1.0,-0.8731657945613993,0.5484468116912841,0.1855027675628662,0.36003923416137695
S3,1,100,0.2,1.0,0.0,1.0,-0.8664143827366253,0.5181707256434195,0.304187536239624,0.4218711853027344
S3,1,10,0.4,0.75,0.4149756773309634,0.5850243226690366,-0.8077995258026414,0.32339857740792416,0.19747257232666016,1.6844959259033203
S3,1,20,0.4,0.8333333333333334,0.25504832084193996,0.74495167915806,-0.851934945887147,0.4015621793266551,0.1166849136352539,0.4657583236694336
S3,1,40,0.4,0.7916666666666666,0.25504832084193996,0.74495167915806,-0.8616611544868849,0.4393208769591265,0.17353272438049316,0.699134111404419
S3,1,60,0.4,0.972972972972973,0.063982175030039,0.936017824969961,-0.9107421374987591,0.2707885139517703,0.3101682662963867,0.8078434467315674
S3,1,80,0.4,0.7083333333333334,0.17795782193812693,0.8220421780618731,-0.8910947903150159,0.18175664955791973,0.4248626232147217,0.733041524887085
S3,1,100,0.4,0.967741935483871,0.25504832084193996,0.74495167915806,-0.8447261757341415,0.42965583421073283,0.375993013381958,0.477724552154541
S3,1,10,0.6,0.5714285714285714,0.5,1.0,0.3220234108183944,0.3114605632492285,0.19048738479614258,3.077775001525879
S3,1,20,0.6,0.4,0.5439006778439985,0.45609932215600146,-0.8343995365748008,0.0,0.10471963882446289,0.2513282299041748
S3,1,40,0.6,0.5517241379310345,0.6666666666666667,1.0,0.644585001993041,0.04022306268562426,0.10372066497802734,0.6781890392303467
S3,1,60,0.6,0.5106382978723404,0.4609412584159196,0.5390587415840804,-0.8058537835602536,0.023967306612708333,0.24933314323425293,0.407909631729126
S3,1,80,0.6,0.47058823529411764,0.4609412584159196,0.5390587415840804,-0.8294050398193378,0.04595278047401392,0.7230658531188965,0.9494633674621582
S3,1,100,0.6,0.6153846153846154,0.38433521242907154,0.6156647875709285,-0.8324873976014505,0.376821040279488,0.4497952461242676,0.625330924987793
S3,1,10,0.8,0.16666666666666666,0.6916353589764388,0.6167292820471223,0.34106618965446195,0.32580278983000444,0.10372567176818848,1.8101587295532227
S3,1,20,0.8,0.2,0.7074878386654817,0.5850243226690366,0.5827371980985656,0.07538322979377922,0.06781816482543945,1.0023202896118164
S3,1,40,0.8,0.2,0.7719503389219993,0.45609932215600146,0.4549172728553856,0.050635466367389935,0.3400895595550537,2.61102032661438
S3,1,60,0.8,0.2727272727272727,0.4609412584159196,0.5390587415840804,-0.7328081742805443,0.008332126642290992,0.28323936462402344,0.8656892776489258
S3,1,80,0.8,0.26229508196721313,0.7664695851707594,0.7005912444877219,0.6301411355673432,0.05062803960005968,0.18949222564697266,0.9055802822113037
S3,1,100,0.8,0.2,0.7719503389219993,0.45609932215600146,0.6671405074097395,0.016315320267258352,0.27226996421813965,0.6183488368988037
S3,2,10,0.0,1.0,0.0,1.0,-0.8780846099439652,0.5224768919816636,0.007979393005371094,0.026927471160888672
S3,2,20,0.0,1.0,0.06419200450856499,0.935807995491435,-1.0,0.8593189673905213,0.014960765838623047,0.056847572326660156
S3,2,40,0.0,1.0,0.0,1.0,-0.8170666257447117,0.3433878033083355,0.01595592498779297,0.013962984085083008
S3,2,60,0.0,1.0,0.0,1.0,-0.8170599244939905,0.3433603333252185,0.017952442169189453,0.015956401824951172
S3,2,80,0.0,1.0,0.0,1.0,-0.8094339309213707,0.32098810617003964,0.028922080993652344,0.015958070755004883
S3,2,100,0.0,1.0,0.0,1.0,-0.8079072912969074,0.31650805489816647,0.035902976989746094,0.017952442169189453
S3,2,10,0.2,1.0,0.0,1.0,-0.8944986426788168,0.2285041059593086,0.035904645919799805,0.22041058540344238
S3,2,20,0.2,1.0,0.0,1.0,-0.9076253476061333,0.5969852755430441,0.04986763000488281,0.1605699062347412
S3,2,40,0.2,0.8888888888888888,0.70283716755723,0.8914884973283099,0.6589542627493756,0.03791234681706614,0.0937509536743164,0.6213369369506836
S3,2,60,0.2,0.9230769230769231,0.554255751335845,0.8914884973283099,0.3360163001495702,0.4950534018441919,0.11568737030029297,0.6432831287384033
S3,2,80,0.2,0.9411764705882353,0.7855133150408123,0.42897336991837537,0.3299148507691208,0.3830350107503765,1.0043179988861084,5.322766542434692
S3,2,100,0.2,0.9302325581395349,0.7855133150408123,0.42897336991837537,0.479721645318641,0.23060461937850124,0.8537154197692871,3.829763412475586
S3,2,10,0.4,0.75,0.554255751335845,0.8914884973283099,0.43923601673020585,0.34803807735934933,0.03490638732910156,1.0252587795257568
S3,2,20,0.4,0.9230769230769231,0.7480146911199266,0.25198530888007337,-0.8921594821125192,0.22992287340156353,0.08776640892028809,0.793877363204956
S3,2,40,0.4,0.8275862068965517,0.554255751335845,0.8914884973283099,0.44318557002938835,0.3409809954116999,0.5904200077056885,5.320776462554932
S3,2,60,0.4,0.8181818181818182,0.554255751335845,0.8914884973283099,0.2827729599403219,0.5550055766866506,0.4428136348724365,2.629971981048584
S3,2,80,0.4,0.6857142857142857,0.793471375708916,0.6195858728732521,0.6139941975415697,0.09471554803083156,0.3730041980743408,1.5269169807434082
S3,2,100,0.4,0.8194444444444444,0.8217081338675357,0.35658373226492857,0.5282832360051333,0.15462312535727754,0.48670315742492676,1.638615608215332
S3,2,10,0.6,0.8,0.8875515789432291,0.11244842105677089,0.13092468039058788,0.7452176804408968,0.03889632225036621,0.6213393211364746
S3,2,20,0.6,0.42105263157894735,0.554255751335845,0.8914884973283099,0.22776494340961312,0.2946588821019177,0.11468839645385742,1.2117650508880615
S3,2,40,0.6,0.5333333333333333,0.554255751335845,0.8914884973283099,0.2390088169218375,0.5699531565588207,0.2902207374572754,1.7164137363433838
S3,2,60,0.6,0.5454545454545454,0.9134686737002379,0.17306265259952416,0.17965931723444595,0.6807464571519278,0.3999307155609131,1.8261182308197021
S3,2,80,0.6,0.4266666666666667,0.70283716755723,0.8914884973283099,0.44757860193205923,0.22354499500873456,0.5315828323364258,1.3513851165771484
