Scene,Sindex,Num,Noise_Rate,gamma,Jaccard,LIP,MLMSSM,best_argminC,best_avgConf
S2,1,10,0.6,0.4,0.4,0.023487899,0.976512101,-0.689603561,0.192618691
S2,1,10,0.6,0.5,0.4,0.023487899,0.976512101,-0.689603561,0.151329036
S2,1,10,0.6,0.6,0.3,0.511743949,0.976512101,0.430678504,0.113304948
S2,1,10,0.6,0.7,0.4,0.511743949,0.976512101,0.493847457,0.086501132
S2,1,10,0.6,0.8,0.3,0.511743949,0.976512101,0.430678504,0.185354284
S2,1,10,0.6,0.9,0.3,0.511743949,0.976512101,0.430678504,0.20937073
S2,1,10,0.6,1,0.3,0.511743949,0.976512101,0.430678504,0.228583886
S2,1,20,0.6,0.2,0.4,0.023487899,0.976512101,-0.774754993,0.28018602
S2,1,20,0.6,0.3,0.470588235,0.5,1,0.032953463,0.366227935
S2,1,20,0.6,0.4,0.4,0.511743949,0.976512101,0.274940652,0.131268848
S2,1,20,0.6,0.5,0.470588235,0.5,1,0.032953463,0.384304902
S2,1,20,0.6,0.6,0.470588235,0.5,1,0.032953463,0.388824144
S2,1,20,0.6,0.7,0.470588235,0.5,1,0.032953463,0.392052174
S2,1,20,0.6,0.8,0.470588235,0.5,1,0.032953463,0.394473196
S2,1,20,0.6,0.9,0.470588235,0.5,1,0.032953463,0.396356214
S2,1,20,0.6,1,0.470588235,0.5,1,0.032953463,0.397862627
S2,1,40,0.6,0.2,0.4,0.023487899,0.976512101,-0.7094076,0.255140356
S2,1,40,0.6,0.3,0.4,0.023487899,0.976512101,-0.7094076,0.234348179
S2,1,40,0.6,0.4,0.4,0.023487899,0.976512101,-0.7094076,0.206625278
S2,1,40,0.6,0.5,0.4,0.023487899,0.976512101,-0.7094076,0.167813215
S2,1,40,0.6,0.6,0.4,0.023487899,0.976512101,-0.7094076,0.109595122
S2,1,40,0.6,0.7,0.379310345,0.58004121,0.839917581,0.025693103,0.598657277
S2,1,40,0.6,0.8,0.379310345,0.58004121,0.839917581,0.025693103,0.601508605
