Scene,Sindex,Num,Noise_Rate,Jaccard,LIP,MLMSSM,best_argminC,best_avgConf,Graph_time,Cluster_time
S2,1,10,0.0,1.0,0.0,1.0,-0.7737526450648806,0.2283472076256465,0.0029914379119873047,0.020943880081176758
S2,1,20,0.0,0.75,0.0,1.0,-0.7541061324230509,0.15240642670612342,0.003990888595581055,0.011966943740844727
S2,1,40,0.0,1.0,0.6666666666666667,1.0,0.666001721671049,0.04261673660020218,0.002991914749145508,0.04886913299560547
S2,1,60,0.0,1.0,0.0,1.0,-0.7546501651354486,0.15468322441396942,0.0029916763305664062,0.011967897415161133
S2,1,80,0.0,1.0,0.5,1.0,0.6290700621164553,0.08909163541938281,0.006980419158935547,0.047872066497802734
S2,1,100,0.0,1.0,0.5,1.0,0.6726057031094854,0.03372691831470065,0.007978439331054688,0.0578458309173584
S2,1,10,0.2,0.7777777777777778,0.5244658317884664,0.9510683364230672,0.6507524442128165,0.06053296720359669,0.0029914379119873047,0.09175491333007812
S2,1,20,0.2,1.0,0.0,1.0,-0.7821109940938616,0.22206793911745165,0.002991914749145508,0.010970830917358398
S2,1,40,0.2,0.8125,0.5,1.0,0.6698976155724887,0.037696219101462425,0.00498652458190918,0.0468745231628418
S2,1,60,0.2,0.8333333333333334,0.5800412096806458,0.8399175806387085,0.5561735261401557,0.20546639122834895,0.00399017333984375,0.046874284744262695
S2,1,80,0.2,0.9375,0.7200274731204306,0.8399175806387085,0.6100714749837557,0.12846932145177753,0.005983591079711914,0.05285906791687012
S2,1,100,0.2,1.0,0.5,1.0,0.6974733328284756,0.003061626359754914,0.007979154586791992,0.052858829498291016
S2,1,10,0.4,0.6666666666666666,0.6666666666666667,1.0,0.5738491140114379,0.1680221633925554,0.003989219665527344,0.04488015174865723
S2,1,20,0.4,0.6666666666666666,0.5800412096806458,0.8399175806387085,0.6806657848324514,0.026239292013101562,0.0009970664978027344,0.04488015174865723
S2,1,40,0.4,0.6666666666666666,0.7200274731204306,0.8399175806387085,0.5416666666666667,0.22619047619047603,0.001994609832763672,0.05285835266113281
S2,1,60,0.4,0.6111111111111112,0.7200274731204306,0.8399175806387085,0.4856460933619878,0.2991314437871731,0.00498652458190918,0.052858591079711914
S2,1,80,0.4,0.8421052631578947,0.5800412096806458,0.8399175806387085,0.5714285714285714,0.18367346938775508,0.005983591079711914,0.04488039016723633
S2,1,100,0.4,0.9230769230769231,0.5800412096806458,0.8399175806387085,0.6584255042290175,0.05939213681568927,0.006981849670410156,0.05186128616333008
S2,1,10,0.6,0.5,0.5800412096806458,0.8399175806387085,0.5341880341880341,0.21318681318681332,0.0019948482513427734,0.04787254333496094
S2,1,20,0.6,0.4444444444444444,0.5800412096806458,0.8399175806387085,0.3742690058479532,0.23266499582289055,0.0029921531677246094,0.048868656158447266
S2,1,40,0.6,0.3225806451612903,0.5800412096806458,0.8399175806387085,0.6503460101200548,0.06607184137250771,0.003988981246948242,0.0468747615814209
