Scene,folder,p,q,rep,jac_mean,Precision_mean,Recall_mean,CC_mean,Conf_mean,jac_median,Precision_median,Recall_median,CC_median,Conf_median
S5,1_2,"[0.4, 0.6]","[0, 1]",25,1.0,0.3547224649764069,0.3547224649764069,0.30297708509466337,0.519548250653976,1.0,0.3524387764273142,0.3524387764273142,0.2963979366721408,0.5183707962271699
S5,1_2,"[0.4, 0.6]","[0, 1]",26,1.0,0.35564142945707444,0.35564142945707444,0.3057718476395957,0.5179431245104577,1.0,0.3546387376511011,0.3546387376511011,0.29770444578270605,0.517890487480971
S5,1_2,"[0.4, 0.6]","[0, 1]",27,1.0,0.36089575168516447,0.36089575168516447,0.3096684210927031,0.5184709908761462,1.0,0.35683869887488806,0.35683869887488806,0.2990109548932713,0.5183707962271699
S5,1_2,"[0.4, 0.6]","[0, 1]",28,1.0,0.362745864397198,0.362745864397198,0.3063202541595563,0.5183721847719285,1.0,0.3569494936595129,0.3569494936595129,0.29770444578270605,0.517890487480971
S5,1_2,"[0.4, 0.6]","[0, 1]",29,1.0,0.3663874856307595,0.3663874856307595,0.30871655621975114,0.5197568272816048,1.0,0.3570602884441378,0.3570602884441378,0.2990109548932713,0.5183707962271699
S5,1_2,"[0.4, 0.6]","[0, 1]",30,1.0,0.366158089102672,0.366158089102672,0.3062097979700022,0.5197539975905825,1.0,0.35828293911613546,0.35828293911613546,0.29770444578270605,0.5190213663890523
S5,1_2,"[0.4, 0.6]","[0, 1]",31,1.0,0.3630346799071336,0.3630346799071336,0.3089445225418044,0.5237394545742402,1.0,0.3570602884441378,0.3570602884441378,0.2990109548932713,0.5196719365509347
S5,1_2,"[0.4, 0.6]","[0, 1]",32,1.0,0.3568677174031145,0.3568677174031145,0.3058822882883703,0.5248232580920766,1.0,0.3569494936595129,0.3569494936595129,0.29770444578270605,0.5207915009458244
S5,1_2,"[0.4, 0.6]","[0, 1]",33,1.0,0.3573139994320723,0.3573139994320723,0.3067059215864051,0.5264372564493521,1.0,0.3570602884441378,0.3570602884441378,0.2990109548932713,0.5219110653407142
S5,1_2,"[0.4, 0.6]","[0, 1]",34,1.0,0.35462111314202976,0.35462111314202976,0.30600239038512395,0.5305682344039201,1.0,0.3569494936595129,0.3569494936595129,0.29770444578270605,0.5220402522638814
S5,1_2,"[0.4, 0.6]","[0, 1]",35,1.0,0.36178525583076665,0.36178525583076665,0.3052573182085038,0.5333531583111005,1.0,0.3570602884441378,0.3570602884441378,0.2963979366721408,0.5221694391870487
S5,1_2,"[0.4, 0.6]","[0, 1]",36,1.0,0.3608795818583472,0.3608795818583472,0.30331436738717577,0.5316537483652701,1.0,0.3569494936595129,0.3569494936595129,0.29031615150382484,0.5220402522638814
S5,1_2,"[0.4, 0.6]","[0, 1]",37,1.0,0.35874355765842064,0.35874355765842064,0.3014835700135422,0.5349855301733012,1.0,0.35683869887488806,0.35683869887488806,0.2842343663355088,0.5221694391870487
S5,1_2,"[0.4, 0.6]","[0, 1]",38,1.0,0.3700701659385704,0.3700701659385704,0.30137826252618755,0.5362897774421178,1.0,0.3569494936595129,0.3569494936595129,0.29031615150382484,0.5271824777855487
S5,1_2,"[0.4, 0.6]","[0, 1]",39,1.0,0.3672239685859201,0.3672239685859201,0.3037169716769355,0.5338261931426432,1.0,0.35683869887488806,0.35683869887488806,0.2963979366721408,0.5221694391870487
S5,1_2,"[0.4, 0.6]","[0, 1]",40,1.0,0.3650214254902802,0.3650214254902802,0.30269152288782053,0.5335693512661124,1.0,0.3546387376511011,0.3546387376511011,0.29031615150382484,0.5228609786342289
S5,1_2,"[0.4, 0.6]","[0, 1]",41,1.0,0.36459919400466867,0.36459919400466867,0.30660421963202494,0.5322997438928528,1.0,0.3524387764273142,0.3524387764273142,0.2963979366721408,0.5221694391870487
S5,1_2,"[0.4, 0.6]","[0, 1]",42,1.0,0.3635698695840791,0.3635698695840791,0.3073060251116066,0.5345099922140031,1.0,0.350074355503761,0.350074355503761,0.2969399110831029,0.5228609786342289
S5,1_2,"[0.4, 0.6]","[0, 1]",43,1.0,0.36469325111945794,0.36469325111945794,0.31235614356206115,0.5321713276580828,1.0,0.3524387764273142,0.3524387764273142,0.29748188549406496,0.5221694391870487
S5,1_2,"[0.4, 0.6]","[0, 1]",44,1.0,0.3725572129625544,0.3725572129625544,0.3115378673111722,0.5327414478293274,1.0,0.3546387376511011,0.3546387376511011,0.2969399110831029,0.5228609786342289
S5,1_2,"[0.4, 0.6]","[0, 1]",45,1.0,0.3717442007842938,0.3717442007842938,0.31241193030122716,0.5300470851847326,1.0,0.3524387764273142,0.3524387764273142,0.29748188549406496,0.5221694391870487
S5,1_2,"[0.4, 0.6]","[0, 1]",46,1.0,0.37139565832691096,0.37139565832691096,0.3123063126043835,0.5299000861851342,1.0,0.3540750120859992,0.3540750120859992,0.2982464201936681,0.5227272851951246
S5,1_2,"[0.4, 0.6]","[0, 1]",47,1.0,0.3721973389255488,0.3721973389255488,0.31211218564499155,0.5321513657565023,1.0,0.35571124774468416,0.35571124774468416,0.2990109548932713,0.5232851312032003
S5,1_2,"[0.4, 0.6]","[0, 1]",48,1.0,0.3705881839592818,0.3705881839592818,0.3146847272513713,0.5302936381413988,1.0,0.3540750120859992,0.3540750120859992,0.3010966502031155,0.5227272851951246
S5,1_2,"[0.4, 0.6]","[0, 1]",49,1.0,0.372240232546217,0.372240232546217,0.31570534828201324,0.5300680060500246,1.0,0.35571124774468416,0.35571124774468416,0.30318234551295975,0.5221694391870487
S5,1_2,"[0.4, 0.6]","[0, 1]",50,1.0,0.3702952276794983,0.3702952276794983,0.3163246138105938,0.5300106781246238,1.0,0.3540750120859992,0.3540750120859992,0.3052348591126613,0.5227272851951246
S5,1_2,"[0.4, 0.6]","[0, 1]",51,1.0,0.36796541409379263,0.36796541409379263,0.31569859277254175,0.5314851127175073,1.0,0.3524387764273142,0.3524387764273142,0.30318234551295975,0.5232851312032003
S5,1_2,"[0.4, 0.6]","[0, 1]",52,1.0,0.3684813731435947,0.3684813731435947,0.3179245185929711,0.5319229407961805,1.0,0.3540750120859992,0.3540750120859992,0.3052348591126613,0.5234188246423047
S5,1_2,"[0.4, 0.6]","[0, 1]",53,1.0,0.36816745796809136,0.36816745796809136,0.31784262587176937,0.5318960076991797,1.0,0.3524387764273142,0.3524387764273142,0.30728737271236284,0.5235525180814091
S5,1_2,"[0.4, 0.6]","[0, 1]",54,1.0,0.3697939906635264,0.3697939906635264,0.31965623345136,0.533468114346408,1.0,0.3540750120859992,0.3540750120859992,0.30742044447939176,0.5253770639306958
S5,1_2,"[0.4, 0.6]","[0, 1]",55,1.0,0.36951271539143626,0.36951271539143626,0.31948132181300093,0.5324049008685225,1.0,0.35432385069856587,0.35432385069856587,0.3075535162464207,0.5235525180814091
S5,1_2,"[0.4, 0.6]","[0, 1]",56,1.0,0.36999705200778005,0.36999705200778005,0.3183068238570124,0.532732781664879,1.0,0.355017549221625,0.355017549221625,0.30742044447939176,0.5253770639306958
S5,1_2,"[0.4, 0.6]","[0, 1]",57,1.0,0.37695187556533766,0.37695187556533766,0.3182263631685177,0.5311150271454884,1.0,0.35571124774468416,0.35571124774468416,0.3075535162464207,0.5235525180814091
S5,1_2,"[0.4, 0.6]","[0, 1]",58,1.0,0.3775382717671795,0.3775382717671795,0.31909963223291193,0.5330886977097149,1.0,0.3562749733097861,0.3562749733097861,0.3087948047940168,0.5253770639306958
S5,1_2,"[0.4, 0.6]","[0, 1]",59,1.0,0.37711899802019017,0.37711899802019017,0.31891291242188,0.5340612260893971,1.0,0.35571124774468416,0.35571124774468416,0.3080831633820283,0.5272016097799824
S5,1_2,"[0.4, 0.6]","[0, 1]",60,1.0,0.37678482401157276,0.37678482401157276,0.32041060583286746,0.5334045480605075,1.0,0.3562749733097861,0.3562749733097861,0.30905962836182055,0.5253770639306958
S5,1_2,"[0.4, 0.6]","[0, 1]",61,1.0,0.37736437273440443,0.37736437273440443,0.32295688884624796,0.5319041187878993,1.0,0.35683869887488806,0.35683869887488806,0.31003609334161286,0.5235525180814091
S5,1_2,"[0.4, 0.6]","[0, 1]",62,1.0,0.37745272987916545,0.37745272987916545,0.32398387296557,0.5307693075766743,1.0,0.3569494936595129,0.3569494936595129,0.31181014885544733,0.5234188246423047
S5,1_2,"[0.4, 0.6]","[0, 1]",63,1.0,0.3761214799560267,0.3761214799560267,0.32104015879215614,0.5321822582875462,1.0,0.35683869887488806,0.35683869887488806,0.31003609334161286,0.5235525180814091
S5,1_2,"[0.4, 0.6]","[0, 1]",64,1.0,0.37546630262109093,0.37546630262109093,0.32060196928927176,0.534289506825826,1.0,0.3562749733097861,0.3562749733097861,0.30905962836182055,0.5253770639306958
S5,1_2,"[0.4, 0.6]","[0, 1]",65,1.0,0.37573270093555355,0.37573270093555355,0.32097194208638846,0.5353291431503607,1.0,0.35683869887488806,0.35683869887488806,0.31003609334161286,0.5272016097799824
S5,1_2,"[0.4, 0.6]","[0, 1]",66,1.0,0.3757785153194049,0.3757785153194049,0.3200317215168632,0.5349004745768402,1.0,0.3569494936595129,0.3569494936595129,0.30905962836182055,0.5253770639306958
S5,1_2,"[0.4, 0.6]","[0, 1]",67,1.0,0.3748058127629424,0.3748058127629424,0.3211510324777314,0.536280113454083,1.0,0.35683869887488806,0.35683869887488806,0.31003609334161286,0.5272016097799824
S5,1_2,"[0.4, 0.6]","[0, 1]",68,1.0,0.37325157250104624,0.37325157250104624,0.3187204451258544,0.5378605758406642,1.0,0.3562749733097861,0.3562749733097861,0.30905962836182055,0.5288485482175587
S5,1_2,"[0.4, 0.6]","[0, 1]",69,1.0,0.37370743724668753,0.37370743724668753,0.31563893058178927,0.538908226631911,1.0,0.35683869887488806,0.35683869887488806,0.3080831633820283,0.530495486655135
S5,1_2,"[0.4, 0.6]","[0, 1]",70,1.0,0.37295800765243103,0.37295800765243103,0.31657259463567533,0.5405381825215211,1.0,0.3562749733097861,0.3562749733097861,0.30905962836182055,0.5313455015195918
S5,1_2,"[0.4, 0.6]","[0, 1]",71,1.0,0.37248024220405224,0.37248024220405224,0.3174892434287348,0.539622672669146,1.0,0.35571124774468416,0.35571124774468416,0.31003609334161286,0.530495486655135
S5,1_2,"[0.4, 0.6]","[0, 1]",72,1.0,0.3723332567378049,0.3723332567378049,0.3188381046207263,0.5393181409169823,1.0,0.3562749733097861,0.3562749733097861,0.31181014885544733,0.5288485482175587
S5,1_2,"[0.4, 0.6]","[0, 1]",73,1.0,0.37265895229987084,0.37265895229987084,0.3211077861857516,0.5391383061479867,1.0,0.35683869887488806,0.35683869887488806,0.31358420436928175,0.5272016097799824
S5,1_2,"[0.4, 0.6]","[0, 1]",74,1.0,0.3722560719400582,0.3722560719400582,0.32142009661360005,0.5371557807310647,1.0,0.3562749733097861,0.3562749733097861,0.31365238449104804,0.5266959062801441
S5,1_2,"[0.4, 0.6]","[0, 1]",75,1.0,0.37130612465091195,0.37130612465091195,0.3218484030156585,0.5372900452463104,1.0,0.35571124774468416,0.35571124774468416,0.3137205646128144,0.5272016097799824
S5,1_2,"[0.4, 0.6]","[0, 1]",76,1.0,0.37263291093807654,0.37263291093807654,0.32204765923238626,0.5379131764944349,1.0,0.3562749733097861,0.3562749733097861,0.31412948030084914,0.5288485482175587
S5,1_2,"[0.4, 0.6]","[0, 1]",77,1.0,0.37217811782465243,0.37217811782465243,0.32345763784526405,0.5369921229744035,1.0,0.35571124774468416,0.35571124774468416,0.3145383959888839,0.5272016097799824
S5,1_2,"[0.4, 0.6]","[0, 1]",78,1.0,0.3727154259728683,0.3727154259728683,0.32513072421495975,0.536090475466852,1.0,0.3562749733097861,0.3562749733097861,0.323800291556201,0.5266959062801441
S5,1_2,"[0.4, 0.6]","[0, 1]",79,1.0,0.37204572320314255,0.37204572320314255,0.3250431684851831,0.536416305917093,1.0,0.35571124774468416,0.35571124774468416,0.31821382156260414,0.5272016097799824
S5,1_2,"[0.4, 0.6]","[0, 1]",80,1.0,0.372959745842598,0.372959745842598,0.3245847358805886,0.5375559329398507,1.0,0.3562749733097861,0.3562749733097861,0.316376108775744,0.5288485482175587
S5,1_2,"[0.4, 0.6]","[0, 1]",81,1.0,0.37189822953484847,0.37189822953484847,0.3250448646459881,0.5384382104055268,1.0,0.35571124774468416,0.35571124774468416,0.31821382156260414,0.530495486655135
S5,1_2,"[0.4, 0.6]","[0, 1]",82,1.0,0.37238992978190555,0.37238992978190555,0.3252798971675798,0.5388654132441261,1.0,0.3562749733097861,0.3562749733097861,0.3256380043430611,0.5313455015195918
S5,1_2,"[0.4, 0.6]","[0, 1]",83,1.0,0.3723319743629328,0.3723319743629328,0.3267277139892481,0.5378159776186958,1.0,0.35683869887488806,0.35683869887488806,0.3330621871235181,0.530495486655135
S5,1_2,"[0.4, 0.6]","[0, 1]",84,1.0,0.37223417416990345,0.37223417416990345,0.3261467137513816,0.5371913586481251,1.0,0.3569494936595129,0.3569494936595129,0.3256380043430611,0.5288485482175587
S5,1_2,"[0.4, 0.6]","[0, 1]",85,1.0,0.3727265739253809,0.3727265739253809,0.3248481373375019,0.5366415560939928,1.0,0.3570602884441378,0.3570602884441378,0.31821382156260414,0.5272016097799824
S5,1_2,"[0.4, 0.6]","[0, 1]",86,1.0,0.37296429804685577,0.37296429804685577,0.32681946803897544,0.5371786481462941,1.0,0.357064422973643,0.357064422973643,0.3256380043430611,0.5288485482175587
S5,1_2,"[0.4, 0.6]","[0, 1]",87,1.0,0.3771114371601106,0.3771114371601106,0.3278786636128178,0.5368439933524111,1.0,0.3570685575031482,0.3570685575031482,0.3330621871235181,0.5272016097799824
S5,1_2,"[0.4, 0.6]","[0, 1]",88,1.0,0.37628534939064723,0.37628534939064723,0.3290495673095543,0.5363594224608172,1.0,0.357064422973643,0.357064422973643,0.3338404489159034,0.5266959062801441
S5,1_2,"[0.4, 0.6]","[0, 1]",89,1.0,0.3771237408680718,0.3771237408680718,0.3284380580170717,0.5355222578609703,1.0,0.3570685575031482,0.3570685575031482,0.3330621871235181,0.5261902027803057
S5,1_2,"[0.4, 0.6]","[0, 1]",90,1.0,0.3777938825948682,0.3777938825948682,0.32989692130734327,0.5356345694591496,1.0,0.35828707364564066,0.35828707364564066,0.3338404489159034,0.5266959062801441
S5,1_2,"[0.4, 0.6]","[0, 1]",91,1.0,0.37760495607210876,0.37760495607210876,0.330142560228886,0.53609019126481,1.0,0.35950558978813313,0.35950558978813313,0.33461871070828875,0.5272016097799824
S5,1_2,"[0.4, 0.6]","[0, 1]",92,1.0,0.3781834555001836,0.3781834555001836,0.3306380148696472,0.5360093253919505,1.0,0.3600535794059496,0.3600535794059496,0.33534938024137184,0.5279260703708579
S5,1_2,"[0.4, 0.6]","[0, 1]",93,1.0,0.3803086308587049,0.3803086308587049,0.32997090500664256,0.5363614098769538,1.0,0.36060156902376617,0.36060156902376617,0.33461871070828875,0.5286505309617333
S5,1_2,"[0.4, 0.6]","[0, 1]",94,1.0,0.3802203077145495,0.3802203077145495,0.3288897441026271,0.5369469146752875,1.0,0.36124942882900435,0.36124942882900435,0.3338404489159034,0.5295730088084342
S5,1_2,"[0.4, 0.6]","[0, 1]",95,1.0,0.3799791388799715,0.3799791388799715,0.3294162999377895,0.5357684677836075,1.0,0.36060156902376617,0.36060156902376617,0.33461871070828875,0.5286505309617333
S5,1_2,"[0.4, 0.6]","[0, 1]",96,1.0,0.38091798390272547,0.38091798390272547,0.32977946847365436,0.5363050411013066,1.0,0.36124942882900435,0.36124942882900435,0.33534938024137184,0.5295730088084342
S5,1_2,"[0.4, 0.6]","[0, 1]",97,1.0,0.38082271853114985,0.38082271853114985,0.3290572899293173,0.5370284765420398,1.0,0.3618972886342426,0.3618972886342426,0.33461871070828875,0.530495486655135
S5,1_2,"[0.4, 0.6]","[0, 1]",98,1.0,0.381275139909615,0.381275139909615,0.3298736544004727,0.5362882823962839,1.0,0.36300702339135615,0.36300702339135615,0.33534938024137184,0.5295730088084342
S5,1_2,"[0.4, 0.6]","[0, 1]",99,1.0,0.382800073899703,0.382800073899703,0.3291943654654599,0.5358589354924743,1.0,0.36411675814846967,0.36411675814846967,0.33461871070828875,0.5286505309617333
S5,1_2,"[0.4, 0.6]","[0, 1]",100,1.0,0.3868636198837471,0.3868636198837471,0.32871570912830195,0.5363705109491117,1.0,0.3658481940778168,0.3658481940778168,0.3338404489159034,0.5295730088084342
noiseRate,0,SamNum,20,min_support,0.3,gamma,0.8
