Scene,folder,p,q,rep,jac_mean,Precision_mean,Recall_mean,CC_mean,Conf_mean,jac_median,Precision_median,Recall_median,CC_median,Conf_median
S5,6_7,"[0.4, 0.6]","[0, 1]",47,0.998936170212766,0.5534274220250697,0.5565600387630377,0.3042302280868603,0.514486573381319,1.0,0.5855177197045525,0.5855177197045525,0.30123503110042643,0.5227466771968127
S5,6_7,"[0.4, 0.6]","[0, 1]",48,0.9989583333333334,0.5544276644449256,0.557495018334186,0.3037785080670937,0.5151512542713246,1.0,0.5934783889413531,0.5934783889413531,0.29944040276118533,0.5238270733290316
S5,6_7,"[0.4, 0.6]","[0, 1]",49,0.9989795918367348,0.5521524747253086,0.5551572295556045,0.3025377043874475,0.5145372092484318,1.0,0.5855177197045525,0.5855177197045525,0.2976457744219442,0.5227466771968127
S5,6_7,"[0.4, 0.6]","[0, 1]",50,0.9990000000000001,0.5520056350301532,0.5549502947638432,0.3042591987563274,0.5149306393286397,1.0,0.5834558699962551,0.5834558699962551,0.29944040276118533,0.5238270733290316
S5,6_7,"[0.4, 0.6]","[0, 1]",51,0.9990196078431373,0.551237883119715,0.5541248044272542,0.3024907194153836,0.5173098487187193,1.0,0.5813940202879576,0.5813940202879576,0.2976457744219442,0.5249074694612503
S5,6_7,"[0.4, 0.6]","[0, 1]",52,0.9990384615384615,0.5526451660088895,0.5554765695989761,0.2982243525684583,0.5180043442065089,1.0,0.5834558699962551,0.5834558699962551,0.2962089599888671,0.5264072039783292
S5,6_7,"[0.4, 0.6]","[0, 1]",53,0.999056603773585,0.5527629240310962,0.5555409049119358,0.2981249411286509,0.5196272084854928,1.0,0.5813940202879576,0.5813940202879576,0.29477214555578996,0.527906938495408
S5,6_7,"[0.4, 0.6]","[0, 1]",54,0.9990740740740741,0.5540898438334239,0.5568163806238776,0.2952161138401023,0.5193841066714266,1.0,0.5834558699962551,0.5834558699962551,0.2938638459072276,0.5264072039783292
S5,6_7,"[0.4, 0.6]","[0, 1]",55,0.9990909090909091,0.5511593603488408,0.5538363237431044,0.2976446060268118,0.5171173444249669,1.0,0.5813940202879576,0.5813940202879576,0.29477214555578996,0.5249074694612503
S5,6_7,"[0.4, 0.6]","[0, 1]",56,0.9991071428571429,0.5520751032871819,0.5547042637636908,0.2984884325918914,0.5195451873506779,1.0,0.5834558699962551,0.5834558699962551,0.2962089599888671,0.5264072039783292
S5,6_7,"[0.4, 0.6]","[0, 1]",57,0.9991228070175439,0.5508765859281446,0.5534596207822586,0.29837608173577623,0.5192912665870438,1.0,0.5813940202879576,0.5813940202879576,0.29477214555578996,0.5249074694612503
S5,6_7,"[0.4, 0.6]","[0, 1]",58,0.9991379310344828,0.551972255184931,0.5545107549553534,0.29768133808256647,0.5222095819766724,1.0,0.5834558699962551,0.5834558699962551,0.2938638459072276,0.5264072039783292
S5,6_7,"[0.4, 0.6]","[0, 1]",59,0.9991525423728814,0.5512309265435601,0.5537264008941448,0.29770516555098364,0.5200170039030924,1.0,0.5813940202879576,0.5813940202879576,0.29477214555578996,0.5249074694612503
S5,6_7,"[0.4, 0.6]","[0, 1]",60,0.9991666666666668,0.5522652333646009,0.5547191164760092,0.29887112600900845,0.5203777043120122,1.0,0.5834558699962551,0.5834558699962551,0.2962089599888671,0.5264072039783292
S5,6_7,"[0.4, 0.6]","[0, 1]",61,0.9991803278688525,0.5533361420022931,0.555749797521711,0.29850263721830594,0.5208287397717534,1.0,0.5855177197045525,0.5855177197045525,0.29477214555578996,0.527906938495408
S5,6_7,"[0.4, 0.6]","[0, 1]",62,0.9991935483870968,0.5544826008951075,0.556857326486793,0.29906954750396564,0.5232849909016719,1.0,0.5934783889413531,0.5934783889413531,0.2962089599888671,0.531057825877116
S5,6_7,"[0.4, 0.6]","[0, 1]",63,0.9992063492063492,0.5536532709539044,0.5559903024885791,0.29872919811787174,0.5255054537695073,1.0,0.5855177197045525,0.5855177197045525,0.29477214555578996,0.534208713258824
S5,6_7,"[0.4, 0.6]","[0, 1]",64,0.99921875,0.553177354209792,0.5554778696267373,0.2984700493528858,0.5232375943474804,1.0,0.5834558699962551,0.5834558699962551,0.2938638459072276,0.531057825877116
S5,6_7,"[0.4, 0.6]","[0, 1]",65,0.9992307692307693,0.5530644953104521,0.5553296181825214,0.2979664362434408,0.5236929661873455,1.0,0.5813940202879576,0.5813940202879576,0.29295554625866516,0.534208713258824
S5,6_7,"[0.4, 0.6]","[0, 1]",66,0.9984848484848485,0.5553804524592902,0.5576112552878433,0.29643940860961465,0.525255258992269,1.0,0.5834558699962551,0.5834558699962551,0.29251999002599643,0.5379338708485559
S5,6_7,"[0.4, 0.6]","[0, 1]",67,0.9985074626865672,0.5536175157841059,0.5558150230480537,0.2964714854105995,0.5285171244372894,1.0,0.5813940202879576,0.5813940202879576,0.29295554625866516,0.5416590284382878
S5,6_7,"[0.4, 0.6]","[0, 1]",68,0.998529411764706,0.5532566561904426,0.555421847171097,0.29927567226664525,0.5264350355146978,1.0,0.579009375765454,0.579009375765454,0.2938638459072276,0.5379338708485559
S5,6_7,"[0.4, 0.6]","[0, 1]",69,0.9985507246376812,0.554287959627636,0.5564217710288607,0.2997011730496494,0.5260911845259733,1.0,0.5813940202879576,0.5813940202879576,0.29477214555578996,0.534208713258824
S5,6_7,"[0.4, 0.6]","[0, 1]",70,0.9985714285714287,0.5549615467497863,0.5570648751309933,0.2991614035731285,0.5263116003217431,1.0,0.5834558699962551,0.5834558699962551,0.2938638459072276,0.5378645017443415
S5,6_7,"[0.4, 0.6]","[0, 1]",71,0.9985915492957748,0.5551298568919201,0.55720356092973,0.299309120208544,0.5283598125808326,1.0,0.5813940202879576,0.5813940202879576,0.29477214555578996,0.5415202902298589
S5,6_7,"[0.4, 0.6]","[0, 1]",72,0.9986111111111112,0.5545742526684894,0.5566191552613297,0.3033116021911379,0.5264241519575188,1.0,0.579009375765454,0.579009375765454,0.2962089599888671,0.5378645017443415
S5,6_7,"[0.4, 0.6]","[0, 1]",73,0.9986301369863014,0.5530033901828934,0.5550202804114481,0.3032047383644332,0.5250776006444001,1.0,0.5766247312429504,0.5766247312429504,0.29551054284169426,0.534208713258824
S5,6_7,"[0.4, 0.6]","[0, 1]",74,0.9986486486486488,0.5523590017521538,0.5543486367073498,0.3039389948205818,0.5242905176690911,1.0,0.5717681490421201,0.5717681490421201,0.29657815863181924,0.531057825877116
S5,6_7,"[0.4, 0.6]","[0, 1]",75,0.9986666666666667,0.5507202769861657,0.5526833834752923,0.30373331299224116,0.5257961854328487,1.0,0.5669115668412898,0.5669115668412898,0.29551054284169426,0.534208713258824
S5,6_7,"[0.4, 0.6]","[0, 1]",76,0.9986842105263158,0.5506425166306573,0.5525797927712429,0.3037749896458376,0.5237107581943269,1.0,0.5628989540135667,0.5628989540135667,0.29657815863181924,0.531057825877116
S5,6_7,"[0.4, 0.6]","[0, 1]",77,0.9987012987012988,0.5509955631702389,0.5529076798804272,0.3024037771759966,0.5237180428152779,1.0,0.5669115668412898,0.5669115668412898,0.29551054284169426,0.527906938495408
S5,6_7,"[0.4, 0.6]","[0, 1]",78,0.9987179487179488,0.5519368584290409,0.553824460822432,0.301210090992968,0.5239142298695016,1.0,0.5717681490421201,0.5717681490421201,0.2951413441987421,0.531057825877116
S5,6_7,"[0.4, 0.6]","[0, 1]",79,0.99873417721519,0.5516422005740135,0.5535059092662223,0.30131526098556843,0.5228762868837162,1.0,0.5669115668412898,0.5669115668412898,0.29551054284169426,0.527906938495408
S5,6_7,"[0.4, 0.6]","[0, 1]",80,0.99875,0.5516421283550946,0.5534825406886509,0.3008821307310501,0.5246108289944825,1.0,0.5628989540135667,0.5628989540135667,0.2951413441987421,0.531057825877116
S5,6_7,"[0.4, 0.6]","[0, 1]",81,0.9987654320987654,0.5501619348732459,0.5519796260668818,0.30168576353734344,0.5254155743219893,1.0,0.5588863411858437,0.5588863411858437,0.29551054284169426,0.534208713258824
S5,6_7,"[0.4, 0.6]","[0, 1]",82,0.9981707317073172,0.5492816569286405,0.5510771811565002,0.30260661335258193,0.5263136336018442,1.0,0.5552613821231771,0.5552613821231771,0.29657815863181924,0.5366146731517768
S5,6_7,"[0.4, 0.6]","[0, 1]",83,0.9981927710843375,0.5485882138212098,0.5503621052270471,0.3020276802852573,0.5268242147764431,1.0,0.5516364230605104,0.5516364230605104,0.29551054284169426,0.5390206330447296
S5,6_7,"[0.4, 0.6]","[0, 1]",84,0.9982142857142858,0.5488063489762107,0.5505591226272167,0.3023227266318526,0.5261790455892547,1.0,0.5552613821231771,0.5552613821231771,0.29657815863181924,0.5366146731517768
S5,6_7,"[0.4, 0.6]","[0, 1]",85,0.9982352941176471,0.5498755888369327,0.5516077416214562,0.30146664223831443,0.5261705796312429,1.0,0.5588863411858437,0.5588863411858437,0.29551054284169426,0.534208713258824
S5,6_7,"[0.4, 0.6]","[0, 1]",86,0.9982558139534885,0.5506129579877359,0.5523249694608114,0.30117532559132026,0.5270727382700965,1.0,0.5628989540135667,0.5628989540135667,0.2951413441987421,0.5366146731517768
S5,6_7,"[0.4, 0.6]","[0, 1]",87,0.9982758620689656,0.5511499897705899,0.5528423229508715,0.2996931157553351,0.5277270710838263,1.0,0.5669115668412898,0.5669115668412898,0.29477214555578996,0.5390206330447296
S5,6_7,"[0.4, 0.6]","[0, 1]",88,0.9982954545454547,0.5519825648113422,0.5536556669327569,0.29876405290808467,0.5281543060665771,1.0,0.5669115668412898,0.5669115668412898,0.2938638459072276,0.5402704616372942
S5,6_7,"[0.4, 0.6]","[0, 1]",89,0.9983146067415731,0.5508396992953324,0.5524940025165065,0.2985327731358607,0.531770549818638,1.0,0.5669115668412898,0.5669115668412898,0.29295554625866516,0.5415202902298589
S5,6_7,"[0.4, 0.6]","[0, 1]",90,0.9983333333333334,0.5514226858212437,0.5530586078955159,0.2992566194357277,0.5319271450836421,1.0,0.5669115668412898,0.5669115668412898,0.2938638459072276,0.5415896593340734
S5,6_7,"[0.4, 0.6]","[0, 1]",91,0.9978021978021979,0.553120432868634,0.5547383777772549,0.2983908308109911,0.5328101908450475,1.0,0.5669115668412898,0.5669115668412898,0.29295554625866516,0.5416590284382878
S5,6_7,"[0.4, 0.6]","[0, 1]",92,0.9978260869565219,0.5538953911348097,0.5554957496857281,0.2980357501076544,0.5331148379296068,1.0,0.5717681490421201,0.5717681490421201,0.29251999002599643,0.5427361196239098
S5,6_7,"[0.4, 0.6]","[0, 1]",93,0.9978494623655915,0.5545340357011667,0.5561171860956237,0.2989515607277452,0.5317084641316047,1.0,0.5766247312429504,0.5766247312429504,0.29295554625866516,0.5416590284382878
S5,6_7,"[0.4, 0.6]","[0, 1]",94,0.997340425531915,0.5549848549884209,0.556551163357405,0.2982058894980614,0.5333164697109349,1.0,0.5772259157106943,0.5772259157106943,0.29251999002599643,0.5427361196239098
S5,6_7,"[0.4, 0.6]","[0, 1]",95,0.9973684210526317,0.5542912721682199,0.5558410930806884,0.298633896413894,0.5348987097677267,1.0,0.5766247312429504,0.5766247312429504,0.29295554625866516,0.5438132108095316
S5,6_7,"[0.4, 0.6]","[0, 1]",96,0.9973958333333335,0.5540347046935474,0.5555683816381777,0.29902451321769963,0.5357991160349972,1.0,0.5717681490421201,0.5717681490421201,0.2938638459072276,0.5448386672392675
S5,6_7,"[0.4, 0.6]","[0, 1]",97,0.9969072164948455,0.5546890200485655,0.5562068858906737,0.2968189516095674,0.5369313958387073,1.0,0.5766247312429504,0.5766247312429504,0.29295554625866516,0.5458641236690036
S5,6_7,"[0.4, 0.6]","[0, 1]",98,0.9969387755102043,0.5554005258986494,0.5569029033137973,0.29601695701335157,0.537066824169915,1.0,0.5772259157106943,0.5772259157106943,0.29251999002599643,0.5461276898852971
S5,6_7,"[0.4, 0.6]","[0, 1]",99,0.9964646464646467,0.5550846708734791,0.5565718727591812,0.2960730237067419,0.5386823220666247,1.0,0.5766247312429504,0.5766247312429504,0.29295554625866516,0.5463912561015907
S5,6_7,"[0.4, 0.6]","[0, 1]",100,0.9965000000000002,0.5556667175228044,0.5571390473896494,0.2958484131286697,0.5379029956187122,1.0,0.5772259157106943,0.5772259157106943,0.29251999002599643,0.5461276898852971
noiseRate,0,SamNum,20,min_support,0.3,gamma,0.8
S5,1_2,"[0.4, 0.6]","[0, 1]",1,1.0,0.30632087216077425,0.30632087216077425,0.21203706989782603,0.5691109742089033,1.0,0.30632087216077425,0.30632087216077425,0.21203706989782603,0.5691109742089033
S5,1_2,"[0.4, 0.6]","[0, 1]",2,1.0,0.31847973518344663,0.31847973518344663,0.2376610220637373,0.5590831734824149,1.0,0.31847973518344663,0.31847973518344663,0.2376610220637373,0.5590831734824149
S5,1_2,"[0.4, 0.6]","[0, 1]",3,1.0,0.3297994155980692,0.3297994155980692,0.2159636760646048,0.5742325787125441,1.0,0.33063859820611896,0.33063859820611896,0.21203706989782603,0.5691109742089033
S5,1_2,"[0.4, 0.6]","[0, 1]",4,1.0,0.3472781824363489,0.3472781824363489,0.23672549577177143,0.5611522003695866,1.0,0.34153868731671655,0.34153868731671655,0.2376610220637373,0.5590831734824149
S5,1_2,"[0.4, 0.6]","[0, 1]",5,1.0,0.355983396393453,0.355983396393453,0.2508378711598897,0.5365872066276021,1.0,0.3524387764273142,0.3524387764273142,0.2632849742296486,0.5490553727559264
S5,1_2,"[0.4, 0.6]","[0, 1]",6,1.0,0.34992595208707095,0.34992595208707095,0.2753102496525926,0.5333910353121304,1.0,0.34153868731671655,0.34153868731671655,0.28114796456145996,0.5354832190483203
S5,1_2,"[0.4, 0.6]","[0, 1]",7,1.0,0.3602624232015797,0.3602624232015797,0.28708675857578314,0.5485840990520884,1.0,0.3524387764273142,0.3524387764273142,0.2990109548932713,0.5490553727559264
S5,1_2,"[0.4, 0.6]","[0, 1]",8,1.0,0.3569776476831553,0.3569776476831553,0.3109116989251263,0.5374730819642365,1.0,0.34321149774074944,0.34321149774074944,0.3031491638028171,0.5354832190483203
S5,1_2,"[0.4, 0.6]","[0, 1]",9,1.0,0.35340840905880533,0.35340840905880533,0.3181749340757582,0.528509152895153,1.0,0.3339842190541847,0.3339842190541847,0.30728737271236284,0.5219110653407142
S5,1_2,"[0.4, 0.6]","[0, 1]",10,1.0,0.34635054817060884,0.34635054817060884,0.3147808773017332,0.5292397135660993,1.0,0.33231140863015185,0.33231140863015185,0.3031491638028171,0.5288629124726654
S5,1_2,"[0.4, 0.6]","[0, 1]",11,1.0,0.34475970116085125,0.34475970116085125,0.33000540873807666,0.5215568893753417,1.0,0.33063859820611896,0.33063859820611896,0.30728737271236284,0.5219110653407142
S5,1_2,"[0.4, 0.6]","[0, 1]",12,1.0,0.34576628430368767,0.34576628430368767,0.3159021003576921,0.5228558390100287,1.0,0.33231140863015185,0.33231140863015185,0.3031491638028171,0.5288629124726654
S5,1_2,"[0.4, 0.6]","[0, 1]",13,1.0,0.35164266627890844,0.35164266627890844,0.312264572118576,0.521979019953275,1.0,0.3339842190541847,0.3339842190541847,0.2990109548932713,0.5219110653407142
S5,1_2,"[0.4, 0.6]","[0, 1]",14,1.0,0.35847750838603265,0.35847750838603265,0.32243877950293465,0.5164260918053717,1.0,0.34321149774074944,0.34321149774074944,0.3031491638028171,0.5196606220377431
S5,1_2,"[0.4, 0.6]","[0, 1]",15,1.0,0.358383027056573,0.358383027056573,0.3150228402835991,0.5083341684460653,1.0,0.3524387764273142,0.3524387764273142,0.2990109548932713,0.5174101787347721
S5,1_2,"[0.4, 0.6]","[0, 1]",16,1.0,0.3600343013673329,0.3600343013673329,0.30818458231883344,0.5170766549398441,1.0,0.3546387376511011,0.3546387376511011,0.29162266061439,0.5196606220377431
S5,1_2,"[0.4, 0.6]","[0, 1]",17,1.0,0.3626459147200575,0.3626459147200575,0.30222133000370754,0.5126977127691209,1.0,0.35683869887488806,0.35683869887488806,0.2842343663355088,0.5174101787347721
S5,1_2,"[0.4, 0.6]","[0, 1]",18,1.0,0.3568284467657178,0.3568284467657178,0.299756590092121,0.518481808806494,1.0,0.3546387376511011,0.3546387376511011,0.27642429979234545,0.5196606220377431
S5,1_2,"[0.4, 0.6]","[0, 1]",19,1.0,0.35148669111268144,0.35148669111268144,0.3031803223586329,0.5114907065570131,1.0,0.3524387764273142,0.3524387764273142,0.2842343663355088,0.5174101787347721
S5,1_2,"[0.4, 0.6]","[0, 1]",20,1.0,0.3584926467327748,0.3584926467327748,0.29834538820630113,0.5181171505087673,1.0,0.3546387376511011,0.3546387376511011,0.27642429979234545,0.5196606220377431
S5,1_2,"[0.4, 0.6]","[0, 1]",21,1.0,0.35608423117831844,0.35608423117831844,0.29911648381499556,0.5155855685051051,1.0,0.3524387764273142,0.3524387764273142,0.2842343663355088,0.5174101787347721
S5,1_2,"[0.4, 0.6]","[0, 1]",22,1.0,0.35914507440108373,0.35914507440108373,0.3007302214010543,0.515712169765199,1.0,0.3546387376511011,0.3546387376511011,0.29162266061439,0.517890487480971
S5,1_2,"[0.4, 0.6]","[0, 1]",23,1.0,0.36429123318541756,0.36429123318541756,0.2996380968687555,0.5156608079544909,1.0,0.35683869887488806,0.35683869887488806,0.2842343663355088,0.5174101787347721
S5,1_2,"[0.4, 0.6]","[0, 1]",24,1.0,0.35711171629572885,0.35711171629572885,0.3032512162789352,0.519439034465098,1.0,0.3546387376511011,0.3546387376511011,0.29162266061439,0.517890487480971
