Scene,Sindex,Num,Noise_Rate,Jaccard,Precisiom,Recall,best_argminC,best_avgConf
S2,1,10,0.0,0.8,0.5,1.0,0.5470259159838335,0.6821408421996562
S2,1,10,0.2,0.6666666666666666,0.4882560505819935,0.976512101163987,0.33017320375338954,0.657714993113488
S2,1,10,0.4,0.6666666666666666,1.0,1.0,0.23187536830114616,0.7027254935994062
S2,1,10,0.6,0.4,0.4882560505819935,0.976512101163987,0.4938474574894082,0.38030350611878616
S2,1,10,0.8,0.125,0.4181790478189461,0.8363580956378922,0.47887563655331766,0.8500000000000001
S2,1,20,0.0,1.0,0.5,1.0,0.6334972080739785,0.7653669387301242
S2,1,20,0.2,0.6842105263157895,0.325504033721329,0.976512101163987,0.4688126059119402,0.6215978197123607
S2,1,20,0.4,0.631578947368421,0.8399175806387085,0.8399175806387085,0.4505947168893013,0.0
S2,1,20,0.6,0.5,0.41995879031935424,0.8399175806387085,0.0,0.5
S2,1,20,0.8,0.11764705882352941,0.27997252687956947,0.8399175806387085,0.4285574022077415,0.5114832749906916
S2,1,40,0.0,1.0,0.5,1.0,0.6815868633164844,0.7738037614290503
S2,1,40,0.2,0.8,0.325504033721329,0.976512101163987,0.702797531423455,0.597877684921146
S2,1,40,0.4,0.5405405405405406,0.4882560505819935,0.976512101163987,0.6441781306250943,0.6380185398221982
S2,1,40,0.6,0.5,0.31332860082255937,0.939985802467678,0.5515612026431563,0.5867290446819947
S2,1,40,0.8,0.2,0.4882560505819935,0.976512101163987,0.6181544930626955,0.482870499126023
S2,1,60,0.0,1.0,0.5,1.0,0.6545416216566892,0.6982539953283491
S2,1,60,0.2,0.9411764705882353,0.5,1.0,0.6402432973568306,0.6609265110971975
S2,1,60,0.4,0.6,0.4882560505819935,0.976512101163987,0.5623365629408636,0.5123808527026845
S2,1,60,0.6,0.4528301886792453,0.41995879031935424,0.8399175806387085,0.4652659811040455,0.0
S2,1,60,0.8,0.2,0.4882560505819935,0.976512101163987,0.6553754448859361,0.41615514561563977
S2,1,80,0.0,1.0,0.3333333333333333,1.0,0.6671756998778755,0.772887416176958
S2,1,80,0.2,0.8,0.4882560505819935,0.976512101163987,0.3953282629464599,0.4996190816951125
S2,1,80,0.4,0.7272727272727273,0.33250086460000033,0.997502593800001,0.5717203968351455,0.7809626463561644
S2,1,80,0.6,0.5614035087719298,0.4987512969000005,0.997502593800001,0.5488674779416113,0.4856933276895957
S2,1,80,0.8,0.21621621621621623,0.41995879031935424,0.8399175806387085,0.3853651662085122,0.5
S2,1,100,0.0,1.0,0.3333333333333333,1.0,0.7033676328205494,0.705932470423528
S2,1,100,0.2,0.9195402298850575,0.5,1.0,0.20338637194930043,0.7862256753615702
S2,1,100,0.4,0.8571428571428571,0.5,1.0,0.5110788157635081,0.7405282790579878
S2,1,100,0.6,0.47619047619047616,0.41995879031935424,0.8399175806387085,0.13028596555492317,0.5
S2,1,100,0.8,0.2,0.4882560505819935,0.976512101163987,0.5596162038820884,0.4744647887701411
S2,2,10,0.0,1.0,0.5,1.0,0.6945151025718936,0.8776655976144758
S2,2,10,0.2,0.7777777777777778,0.5,1.0,0.6761979438658742,0.9137542626862257
S2,2,10,0.4,0.75,0.4883059025710878,0.9766118051421756,0.7201908585642253,0.5883437351583309
S2,2,10,0.6,0.5,0.4883059025710878,0.9766118051421756,0.5865642984065333,0.6864455392422781
S2,2,10,0.8,0.2857142857142857,0.4883059025710878,0.9766118051421756,0.48189968430769786,0.6431455025851058
S2,2,20,0.0,0.75,0.4883059025710878,0.9766118051421756,0.5191525603123812,0.6952339094725899
S2,2,20,0.2,0.8,0.5,1.0,0.7004601062857194,0.8837454248936005
S2,2,20,0.4,0.7058823529411765,0.5,1.0,0.7471895559929339,0.7470607461357406
S2,2,20,0.6,0.4,0.4883059025710878,0.9766118051421756,0.6174768638898526,1.0
S2,2,20,0.8,0.25,0.4883059025710878,0.9766118051421756,0.5171218079551609,0.7161544875354462
S2,2,40,0.0,1.0,0.5,1.0,0.6975247079726359,0.9902597402597403
S2,2,40,0.2,0.84375,0.5,1.0,0.7922590557075027,0.6948891496148186
S2,2,40,0.4,0.6666666666666666,0.3333333333333333,1.0,0.7542643177854391,0.9417295836862188
S2,2,40,0.6,0.4444444444444444,0.4883059025710878,0.9766118051421756,0.5873120849999377,0.87094423212754
S2,2,40,0.8,0.17142857142857143,0.454839195825742,0.909678391651484,0.4763578072163917,0.5210089052686627
