Scene,Sindex,Num,Noise_Rate,Jaccard,LIP,MLMSSM,best_argminC,best_avgConf
jac,LIP,MLMSSM,avgConf,cc
1.0,0.0,1.0,0.25298760047671753,-0.6481121023587266
1.0,0.0,1.0,0.25312557385665535,-0.6481928791530581
1.0,0.0,1.0,0.08032411569012346,-0.5470259159838335
1.0,0.0,1.0,0.1829674946523551,-0.6071186897903456
1.0,0.0,1.0,0.17501708104608174,-0.6024641040650861
1.0,0.0,1.0,0.17517259028296292,-0.6025551472623308
1.0,0.0,1.0,0.18274263308891753,-0.6069870441332554
1.0,0.0,1.0,0.08036769770388431,-0.5470514311619331
S2,1,10,0,1.0,0.0,1.0,-0.6481928791530581,0.25312557385665535
jac,LIP,MLMSSM,avgConf,cc
0.7777777777777778,0.6744959662786709,0.976512101163987,0.004649035572988454,0.49459311846427534
0.6666666666666666,0.5,1.0,0.18497088461643701,0.39680515833540875
0.6666666666666666,0.5117439494180065,0.976512101163987,0.07392765004135536,0.4080906083281015
0.6666666666666666,0.5,1.0,0.08065796536507541,0.4550011020269652
S2,1,10,0.2,0.6666666666666666,0.5,1.0,0.39680515833540875,0.18497088461643701
jac,LIP,MLMSSM,avgConf,cc
0.6666666666666666,0.0,1.0,0.12586095328766064,0.3227683812190246
0.6666666666666666,0.0,1.0,0.0718625608808294,0.4577955688389216
0.6666666666666666,0.0,1.0,0.36303872870532866,0.28678963222785964
0.6666666666666666,0.0,1.0,0.1030859543846001,0.3548390895514085
0.6666666666666666,0.0,1.0,0.11451374638258635,0.3387469972702837
0.6666666666666666,0.0,1.0,0.04053396738448851,0.47619465525308874
0.6666666666666666,0.0,1.0,0.3286025941630863,0.3070137580025008
0.6666666666666666,0.0,1.0,0.09296105548022342,0.3690965075666297
0.6666666666666666,0.0,1.0,0.13255617582949109,0.3133404760729747
0.6666666666666666,0.0,1.0,0.09396912416193243,0.44481252291390183
0.6666666666666666,0.0,1.0,0.013790161098509566,0.49190112490219523
0.6666666666666666,0.0,1.0,0.1090277781021433,0.3464720860569688
0.6,0.5117439494180065,0.976512101163987,0.1174274847700135,0.3311611839011315
0.6666666666666666,0.0,1.0,0.013790161098509566,0.49190112490219523
0.6666666666666666,0.0,1.0,0.368256057417963,0.28372552780689075
0.6,0.5117439494180065,0.976512101163987,0.11233820578782797,0.33847861763337883
0.6,0.5117439494180065,0.976512101163987,0.0411030448214586,0.4409014896358748
0.7142857142857143,0.5,1.0,0.028322253341723638,0.4524953522178341
0.7142857142857143,0.5,1.0,0.009709947936487336,0.483596508093992
0.6,0.5117439494180065,0.976512101163987,0.014314683942362265,0.4794181550052658
0.625,0.5117439494180065,0.976512101163987,0.09365851332540509,0.3350270190949941
0.7142857142857143,0.5,1.0,0.07706856795890521,0.3707336195397192
0.7142857142857143,0.5,1.0,0.060794756243692544,0.39729643263855624
0.6,0.023487898836012988,0.976512101163987,0.14017701196073273,-0.74766176483124
0.625,0.5117439494180065,0.976512101163987,0.08928936546417673,0.34272297028073706
0.6666666666666666,0.0,1.0,0.3456729173125324,0.2969884643109375
0.6666666666666666,0.0,1.0,0.33232968035780647,0.3048248636629667
0.625,0.5117439494180065,0.976512101163987,0.08663551992636397,0.34739753529025513
0.625,0.5117439494180065,0.976512101163987,0.03445414600296392,0.43931140940816693
0.7142857142857143,0.5,1.0,0.02036373336287214,0.46584410254151376
0.7142857142857143,0.5,1.0,0.0026492883926440094,0.49552442701138333
0.625,0.5117439494180065,0.976512101163987,0.010034369209525208,0.48232515399592885
0.625,0.5117439494180065,0.976512101163987,0.08150822120538616,0.356428916677351
0.6666666666666666,0.0,1.0,0.3153362953541528,0.314804972064193
0.625,0.5117439494180065,0.976512101163987,0.07881328346411925,0.36117586275565916
0.625,0.5117439494180065,0.976512101163987,0.028439825320326892,0.44990521851216136
0.7142857142857143,0.5,1.0,0.017238343491877604,0.47108628942587516
0.6,0.023487898836012988,0.976512101163987,7.407279520338418e-05,-0.5001308702399163
0.6,0.5117439494180065,0.976512101163987,0.0010668872860105164,0.49846601511874544
0.6666666666666666,0.0,1.0,0.12085555481283734,0.3298167536583245
0.6666666666666666,0.0,1.0,0.060577890074682984,0.4644229852067189
0.6666666666666666,0.0,1.0,0.3456729173125324,0.2969884643109375
0.6666666666666666,0.0,1.0,0.09861921309733594,0.3611289496576505
0.625,0.5117439494180065,0.976512101163987,0.10307926428055533,0.31843301912368294
0.7142857142857143,0.5,1.0,0.08207563669676682,0.3623353104806443
0.7142857142857143,0.5,1.0,0.06525895476642446,0.389754842836692
0.6,0.5117439494180065,0.976512101163987,0.09252892776663668,0.3669606638546852
0.625,0.5117439494180065,0.976512101163987,0.10854764233332756,0.30880085012963765
0.7142857142857143,0.5,1.0,0.07075536378397917,0.38132269721967005
0.7142857142857143,0.5,1.0,0.0553446892686591,0.4065034984330309
0.625,0.5117439494180065,0.976512101163987,0.07676153850995796,0.3647898693112488
0.625,0.5117439494180065,0.976512101163987,0.09909981226751102,0.32544254807786793
0.7142857142857143,0.5,1.0,0.06612870297936668,0.38908295164853934
0.7142857142857143,0.5,1.0,0.05117657477490237,0.41354489894401936
