Path,Edge,Graph,Cluster,Total,Jac,Precision,Recall,CC,avgConf,OriNum
"Samples\AvailableSamples\S5\2_7\P[0.8, 1.0]_Q[0, 1].json",0.004988909,0.005983353,0.249331236,0.260303497,1,0.705644892,0.705644892,0,0.763758494,118
"Samples\AvailableSamples\S5\4_5\P[0.8, 1.0]_Q[0, 1].json",0.002991915,0.000997066,0.007978916,0.011967897,1,1,0.5,-0.228174603,0.5375,76
"Samples\AvailableSamples\S5\4_6\P[0.8, 1.0]_Q[0, 1].json",0.002992153,0.001995325,0.016954422,0.0219419,1,0.502612602,0.251306301,-0.283755479,0.472560509,31
"Samples\AvailableSamples\S5\4_7\P[0.8, 1.0]_Q[0, 1].json",0.002991676,0.000997305,0.037899017,0.041887999,1,0.911585627,0.911585627,0,0.9,37
"Samples\AvailableSamples\S5\5_6\P[0.8, 1.0]_Q[0, 1].json",0.002992153,0,0.03789854,0.040890694,1,0.707193196,0.707193196,0,0.9,91
"Samples\AvailableSamples\S5\5_7\P[0.8, 1.0]_Q[0, 1].json",0.002992153,0,0.036901236,0.039893389,1,0.911585627,0.911585627,0,0.883333333,97
"Samples\AvailableSamples\S5\6_7\P[0.8, 1.0]_Q[0, 1].json",0.00199461,0.000997305,0.034906864,0.037898779,1,0.618778823,0.618778823,0,0.883333333,52
noiseRate,0,SamNum,10,min_support,0.3,gamma,0.2,avgRecall,0.647847831,
"Samples\AvailableSamples\S5\1_2\P[0.8, 1.0]_Q[0, 1].json",0.004986525,0.003989458,0.146607637,0.15558362,1,0.442503985,0.221251992,-0.117781948,0.408303823,101
"Samples\AvailableSamples\S5\1_4\P[0.8, 1.0]_Q[0, 1].json",0.002991676,0.000997305,0.009974003,0.013962984,1,1,0.5,-0.214285714,0.533333333,20
"Samples\AvailableSamples\S5\1_5\P[0.8, 1.0]_Q[0, 1].json",0.000997782,0,0.010971308,0.01196909,1,1,0.5,-0.95,0.95,80
"Samples\AvailableSamples\S5\1_6\P[0.8, 1.0]_Q[0, 1].json",0.002990961,0.000997782,0.037899017,0.04188776,1,0.707193196,0.707193196,0,0.95,35
"Samples\AvailableSamples\S5\1_7\P[0.8, 1.0]_Q[0, 1].json",0.00199461,0.000997305,0.038896322,0.041888237,1,0.911585627,0.911585627,0,0.933333333,41
"Samples\AvailableSamples\S5\2_4\P[0.8, 1.0]_Q[0, 1].json",0.005983591,0.002992392,0.110703707,0.119679689,1,0.794059265,0.794059265,0,0.797091828,97
"Samples\AvailableSamples\S5\2_5\P[0.8, 1.0]_Q[0, 1].json",0.004986048,0.003988743,0.140261412,0.149236202,1,0.442503985,0.221251992,-0.124123345,0.395204369,157
"Samples\AvailableSamples\S5\2_6\P[0.8, 1.0]_Q[0, 1].json",0.003988981,0.001996279,0.027923822,0.033909082,1,0.235463289,0.117731644,-0.29412142,0.443156982,112
"Samples\AvailableSamples\S5\2_7\P[0.8, 1.0]_Q[0, 1].json",0.004986763,0.003989935,0.138628721,0.147605419,1,0.479546317,0.239773159,-0.180333108,0.403246641,118
"Samples\AvailableSamples\S5\4_5\P[0.8, 1.0]_Q[0, 1].json",0.001994371,0.000997066,0.008976221,0.011967659,1,1,0.5,-0.228174603,0.5375,76
"Samples\AvailableSamples\S5\4_6\P[0.8, 1.0]_Q[0, 1].json",0.00199461,0.001994133,0.016955376,0.020944118,1,0.502612602,0.251306301,-0.283755479,0.472560509,31
"Samples\AvailableSamples\S5\4_7\P[0.8, 1.0]_Q[0, 1].json",0.001994133,0.000998497,0.03889513,0.04188776,1,0.911585627,0.911585627,0,0.9,37
"Samples\AvailableSamples\S5\5_6\P[0.8, 1.0]_Q[0, 1].json",0.001994371,0,0.036901712,0.038896084,1,0.707193196,0.707193196,0,0.9,91
"Samples\AvailableSamples\S5\5_7\P[0.8, 1.0]_Q[0, 1].json",0.001994371,0,0.036901712,0.038896084,1,0.911585627,0.911585627,0,0.883333333,97
"Samples\AvailableSamples\S5\6_7\P[0.8, 1.0]_Q[0, 1].json",0.00199461,0.000997066,0.034906864,0.03789854,1,0.618778823,0.618778823,0,0.883333333,52
noiseRate,0,SamNum,10,min_support,0.3,gamma,0.1,avgRecall,0.54088643,
gamma,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S5,,,,
0.1,1,0.77586794,0.573333349,-0.158809076,0.717792375,,,,,
0.2,1,0.784849585,0.654282952,-0.131374184,0.778339632,,,,,
0.3,1,0.804279363,0.770946029,-0.000875165,0.876808387,,,,,
0.4,1,0.804279363,0.770946029,-0.000875165,0.876808387,,,,,
0.5,1,0.804279363,0.770946029,-0.000875165,0.876808387,,,,,
0.6,1,0.804279363,0.770946029,-0.000875165,0.876808387,,,,,
0.7,1,0.804279363,0.770946029,-0.000875165,0.876808387,,,,,
0.8,1,0.804279363,0.770946029,-0.000875165,0.876808387,,,,,
0.9,1,0.804279363,0.770946029,-0.000875165,0.876808387,,,,,
1,1,0.804279363,0.804279363,0.125791502,0.88014172,,,,,
gamma,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S4,,,,
0.1,0.83,0.772118583,0.386059292,-0.379021028,0.431077356,,,,,
0.2,0.87,0.712547271,0.42648798,-0.336884437,0.478101027,,,,,
0.3,0.87,0.678849096,0.492789804,-0.236465524,0.540408756,,,,,
0.4,0.88,0.656591773,0.509872154,-0.166350241,0.555995322,,,,,
0.5,0.88,0.598493944,0.556684845,0.030909021,0.628521533,,,,,
0.6,0.88,0.58169849,0.585166791,0.22926086,0.65968509,,,,,
0.7,0.88,0.605074252,0.62717486,0.345882762,0.66418793,,,,,
0.8,0.88,0.659918669,0.659918669,0.310891244,0.708324425,,,,,
0.9,0.88,0.662109454,0.662109454,0.314381117,0.710809322,,,,,
1,0.88,0.659918669,0.659918669,0.310891244,0.708324425,,,,,
gamma,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S3,,,,
0.1,1,0.774261924,0.774261924,-0.897985956,0.874260288,,,,,
0.2,1,0.774261924,0.774261924,-0.897985956,0.874260288,,,,,
0.3,1,0.774261924,0.774261924,-0.897985956,0.874260288,,,,,
0.4,1,0.774261924,0.774261924,-0.897985956,0.874260288,,,,,
0.5,1,0.774261924,0.774261924,-0.897985956,0.874260288,,,,,
0.6,1,0.774261924,0.774261924,-0.897985956,0.874260288,,,,,
0.7,1,0.70566432,0.774261924,-0.675763733,0.890926954,,,,,
0.8,1,0.70566432,0.774261924,-0.675763733,0.890926954,,,,,
0.9,1,0.70566432,0.774261924,-0.675763733,0.890926954,,,,,
1,1,0.518827671,0.801924276,0.8982609,0.97269675,,,,,
gamma,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S2,,,,
0.1,0.9,0.62097918,0.699658524,-0.583054178,0.685085598,,,,,
0.2,0.9,0.62097918,0.699658524,-0.583054178,0.685085598,,,,,
0.3,0.9,0.62097918,0.699658524,-0.583054178,0.685085598,,,,,
0.4,0.9,0.62097918,0.699658524,-0.583054178,0.685085598,,,,,
0.5,0.9,0.62097918,0.699658524,-0.583054178,0.685085598,,,,,
0.6,0.9,0.500184715,0.723276893,-0.169558976,0.757844695,,,,,
0.7,0.9,0.455663731,0.663843481,-0.157652269,0.75504488,,,,,
0.8,0.9,0.450774273,0.701548546,0.092678746,0.755051382,,,,,
0.9,0.9,0.450774273,0.701548546,0.092678746,0.755051382,,,,,
1,0.9,0.450774273,0.701548546,0.092678746,0.755051382,,,,,
gamma,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S2,,,,
0.1,0.91,0.706917634,0.706917634,-0.721863771,0.636465476,,,,,
0.2,0.91,0.706917634,0.706917634,-0.721863771,0.636465476,,,,,
0.3,0.91,0.706917634,0.706917634,-0.721863771,0.636465476,,,,,
0.4,0.91,0.706917634,0.706917634,-0.721863771,0.636465476,,,,,
0.5,0.91,0.741710335,0.841710335,-0.548296024,0.702003542,,,,,
0.6,0.91,0.684053511,0.810748334,-0.312523693,0.734549707,,,,,
0.7,0.91,0.522490177,0.752753154,-0.015271179,0.821767933,,,,,
0.8,0.89,0.559381281,0.761403873,-0.10567724,0.785723025,,,,,
0.9,0.89,0.559381281,0.761403873,-0.10567724,0.785723025,,,,,
1,0.89,0.480701937,0.761403873,0.667246023,0.814881509,,,,,
gamma,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S3,,,,
0.1,1,0.774261924,0.774261924,-0.921101943,0.843547744,,,,,
0.2,1,0.774261924,0.774261924,-0.921101943,0.843547744,,,,,
0.3,1,0.774261924,0.774261924,-0.921101943,0.843547744,,,,,
0.4,1,0.774261924,0.774261924,-0.921101943,0.843547744,,,,,
0.5,1,0.774261924,0.774261924,-0.921101943,0.843547744,,,,,
0.6,1,0.774261924,0.774261924,-0.921101943,0.843547744,,,,,
0.7,1,0.774261924,0.774261924,-0.921101943,0.843547744,,,,,
0.8,1,0.774261924,0.774261924,-0.921101943,0.843547744,,,,,
0.9,1,0.663150813,0.774261924,-0.641193376,0.879043113,,,,,
1,1,0.491503786,0.747276506,0.881611791,0.970591989,,,,,
gamma,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S4,,,,
0.1,0.86,0.702260603,0.379341312,-0.447041518,0.423068349,,,,,
0.2,0.86,0.702260603,0.379341312,-0.447041518,0.423068349,,,,,
0.3,0.86,0.702260603,0.379341312,-0.447041518,0.423068349,,,,,
0.4,0.86,0.691600276,0.468680985,-0.292439222,0.480667199,,,,,
0.5,0.865,0.72303016,0.589675871,-0.039066223,0.572237116,,,,,
0.6,0.865,0.656966244,0.645604825,0.276578822,0.654309881,,,,,
0.7,0.865,0.557091705,0.637077716,0.382950199,0.657864796,,,,,
0.8,0.865,0.696665696,0.696665696,0.394271299,0.660697986,,,,,
0.9,0.865,0.696665696,0.696665696,0.394271299,0.660697986,,,,,
1,0.865,0.696665696,0.696665696,0.394271299,0.660697986,,,,,
gamma,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S5,,,,
0.1,1,0.69528452,0.530039895,-0.163204826,0.687480195,,,,,
0.2,1,0.74410023,0.621901299,-0.130836605,0.765535985,,,,,
0.3,1,0.770480215,0.737146882,-0.002579308,0.87828606,,,,,
0.4,1,0.770480215,0.737146882,-0.002579308,0.87828606,,,,,
0.5,1,0.770480215,0.737146882,-0.002579308,0.87828606,,,,,
0.6,1,0.770480215,0.737146882,-0.002579308,0.87828606,,,,,
0.7,1,0.770480215,0.737146882,-0.002579308,0.87828606,,,,,
0.8,1,0.770480215,0.737146882,-0.002579308,0.87828606,,,,,
0.9,1,0.770480215,0.737146882,-0.002579308,0.87828606,,,,,
1,1,0.770480215,0.770480215,0.123933283,0.881368401,,,,,
min_support,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S2,,,,
0.1,0.94,0.451018089,0.774374923,0.030286084,0.695130067,,,,,
0.2,0.9,0.564235318,0.802660808,-0.15741093,0.749514883,,,,,
0.3,0.89,0.559381281,0.761403873,-0.10567724,0.785723025,,,,,
0.4,0.95,0.562950765,0.679717174,-0.364790929,0.86285145,,,,,
0.5,0.92,0.531400977,0.705443266,0.056202785,0.806337349,,,,,
0.6,0.92,0.672839617,0.705443266,-0.643246284,0.795954181,,,,,
0.7,0.92,0.672839617,0.705443266,-0.639003308,0.800716086,,,,,
0.8,0.77,0.640235967,0.640235967,-0.595487012,0.614695061,,,,,
0.9,0.6,0.482877278,0.482877278,-0.1975,0.49526693,,,,,
1,0,0.152262104,0.152262104,0.2,0,,,,,
min_support,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S3,,,,
0.1,1,0.576337285,0.719614154,-0.407664718,0.87544854,,,,,
0.2,1,0.70566432,0.774261924,-0.655054177,0.854658855,,,,,
0.3,1,0.774261924,0.774261924,-0.921101943,0.843547744,,,,,
0.4,1,0.774261924,0.774261924,-0.921101943,0.843547744,,,,,
0.5,1,0.774261924,0.774261924,-0.953487358,0.878206472,,,,,
0.6,1,0.774261924,0.774261924,-0.953487358,0.878206472,,,,,
0.7,1,0.738727498,0.738727498,-0.968507207,0.887912155,,,,,
0.8,1,0.714467441,0.714467441,-0.970424223,0.903117868,,,,,
0.9,1,0.607977612,0.607977612,-0.996567411,0.907827051,,,,,
1,0,0.370067851,0.370067851,-1,0,,,,,
min_support,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S4,,,,
0.1,0.9,0.547731055,0.614008562,0.277700618,0.531398733,,,,,
0.2,0.88,0.66284,0.698939723,0.359473465,0.635051216,,,,,
0.3,0.865,0.696665696,0.696665696,0.394271299,0.660697986,,,,,
0.4,0.845,0.651281488,0.626928503,0.30548195,0.678857472,,,,,
0.5,0.8,0.661941816,0.587588831,0.171310063,0.675540618,,,,,
0.6,0.545,0.297246761,0.202743049,0.012007745,0.289240694,,,,,
0.7,0.525,0.332446999,0.177011008,-0.19116337,0.264398713,,,,,
0.8,0.31,0.228413852,0.114206926,0.2,0.063402987,,,,,
0.9,0.175,0.104605068,0.052302534,0.6,0.051313883,,,,,
1,0,0.077363518,0.038681759,0.6,0,,,,,
min_support,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S5,,,,
0.1,1,0.765304553,0.780240406,0.104931428,0.874162694,,,,,
0.2,1,0.772628056,0.739294723,-0.002213757,0.913073407,,,,,
0.3,1,0.772628056,0.739294723,-0.002213757,0.913073407,,,,,
0.4,1,0.776292752,0.742959419,0.005214031,0.938124581,,,,,
0.5,1,0.556390633,0.536179037,0.080485153,0.938707088,,,,,
0.6,0.506666667,0.305992208,0.152996104,-0.058848073,0.405796804,,,,,
0.7,0.506666667,0.305992208,0.152996104,-0.058848073,0.405796804,,,,,
0.8,0.506666667,0.305992208,0.152996104,-0.058848073,0.408628153,,,,,
0.9,0.393333333,0.217865688,0.108932844,0.204408222,0.32371575,,,,,
1,0,0.120380784,0.060190392,0.6,0,,,,,
mu,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S3,,,,
1,1,0.872926274,0.872926274,-0.920144133,0.856807199,,,,,
10,1,0.774261924,0.774261924,-0.921101943,0.843547744,,,,,
20,1,0.774261924,0.774261924,-0.922351095,0.860656891,,,,,
50,1,0.774261924,0.774261924,-0.923798168,0.882962765,,,,,
100,1,0.774261924,0.774261924,-0.924463676,0.894278059,,,,,
1000,1,0.774261924,0.774261924,-0.925159677,0.906901563,,,,,
mu,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S2,,,,
1,0.89,0.559381281,0.761403873,-0.113336585,0.799819598,,,,,
10,0.89,0.559381281,0.761403873,-0.10567724,0.785723025,,,,,
20,0.89,0.559381281,0.761403873,-0.102244635,0.809864147,,,,,
50,0.89,0.559381281,0.761403873,-0.100806682,0.836077938,,,,,
100,0.89,0.553681689,0.750004689,-0.100770868,0.848205214,,,,,
1000,0.89,0.553681689,0.750004689,-0.101886201,0.862273388,,,,,
mu,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S4,,,,
1,0.865,0.674565088,0.696665696,0.417372721,0.622878435,,,,,
10,0.865,0.696665696,0.696665696,0.394271299,0.660697986,,,,,
20,0.865,0.708405335,0.708405335,0.38453982,0.725135378,,,,,
50,0.865,0.708405335,0.708405335,0.368253017,0.759405024,,,,,
100,0.865,0.708405335,0.708405335,0.363062449,0.774430475,,,,,
1000,0.865,0.708405335,0.708405335,0.35804874,0.789936083,,,,,
mu,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S5,,,,
1,1,0.773935151,0.740601818,-0.002205325,0.873972738,,,,,
10,1,0.773935151,0.740601818,-0.002213757,0.883134118,,,,,
20,1,0.774261924,0.740928591,-0.002399468,0.888133513,,,,,
50,1,0.774261924,0.740928591,-0.003391765,0.904599517,,,,,
100,1,0.77298368,0.739650346,-0.003819774,0.912970063,,,,,
1000,1,0.77298368,0.739650346,-0.004380874,0.922889458,,,,,
mu,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S4,,,,
1,0.865,0.642338062,0.683684817,0.420749369,0.615374014,,,,,
10,0.865,0.696665696,0.696665696,0.394271299,0.660697986,,,,,
20,0.865,0.708405335,0.708405335,0.38453982,0.725135378,,,,,
50,0.865,0.708405335,0.708405335,0.368253017,0.759405024,,,,,
100,0.865,0.708405335,0.708405335,0.363062449,0.774430475,,,,,
1000,0.865,0.708405335,0.708405335,0.35804874,0.789936083,,,,,
10000,0.865,0.708405335,0.708405335,0.357529801,0.791601115,,,,,
mu,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S4,»Ì≥¨Õº,,,
1,0.865,0.606424574,0.683684817,0.520834817,0.621559084,,,,,
10,0.865,0.667514125,0.689614733,0.497430915,0.673850815,,,,,
20,0.865,0.699858486,0.699858486,0.394454483,0.711770566,,,,,
50,0.865,0.675663375,0.705443266,0.393078946,0.762085882,,,,,
100,0.865,0.708405335,0.708405335,0.368553225,0.77312804,,,,,
1000,0.865,0.708405335,0.708405335,0.35804874,0.789936083,,,,,
10000,0.865,0.708405335,0.708405335,0.357529801,0.791601115,,,,,
mu,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S5,,,,
1,1,0.789833287,0.756499954,-0.002455999,0.87729067,,,,,
10,1,0.789833287,0.756499954,-0.003090573,0.88668408,,,,,
20,1,0.789833287,0.756499954,-0.003496936,0.895415886,,,,,
50,1,0.789833287,0.756499954,-0.00384629,0.90782856,,,,,
100,1,0.789833287,0.756499954,-0.003984975,0.914777533,,,,,
1000,1,0.768822172,0.735488839,-0.004380874,0.924167549,,,,,
10000,1,0.768822172,0.735488839,-0.004441568,0.925339826,,,,,
mu,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S3,,,,
1,1,0.774261924,0.774261924,-0.919917215,0.828473865,,,,,
10,1,0.774261924,0.774261924,-0.921101943,0.843547744,,,,,
20,1,0.774261924,0.774261924,-0.922351095,0.860656891,,,,,
50,1,0.774261924,0.774261924,-0.923798168,0.882962765,,,,,
100,1,0.774261924,0.774261924,-0.924463676,0.894278059,,,,,
1000,1,0.774261924,0.774261924,-0.925159677,0.906901563,,,,,
10000,1,0.774261924,0.774261924,-0.925234736,0.908313515,,,,,
mu,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S2,,,,
1,0.89,0.559381281,0.761403873,-0.113336585,0.799819598,,,,,
10,0.89,0.559381281,0.761403873,-0.10567724,0.785723025,,,,,
20,0.89,0.559381281,0.761403873,-0.102244635,0.809864147,,,,,
50,0.89,0.559381281,0.761403873,-0.100806682,0.836077938,,,,,
100,0.89,0.553681689,0.750004689,-0.100770868,0.848205214,,,,,
1000,0.89,0.553681689,0.750004689,-0.101886201,0.862273388,,,,,
10000,0.89,0.553681689,0.750004689,-0.102042716,0.863851285,,,,,
mu,avg_Jaccard,avg_Precision,avg_Recall,avg_CC,avg_avgConf,S2,,,,
1,0.89,0.559381281,0.761403873,-0.113336585,0.799819598,,,,,
10,0.89,0.559381281,0.761403873,-0.10567724,0.785723025,,,,,
20,0.89,0.559381281,0.761403873,-0.102244635,0.809864147,,,,,
50,0.89,0.559381281,0.761403873,-0.100806682,0.836077938,,,,,
100,0.89,0.553681689,0.750004689,-0.100770868,0.848205214,,,,,
1000,0.89,0.553681689,0.750004689,-0.101886201,0.862273388,,,,,
10000,0.89,0.553681689,0.750004689,-0.102042716,0.863851285,,,,,
