Scene,Sindex,Num,Noise_Rate,gamma,Jaccard,LIP,MLMSSM,best_argminC,best_avgConf
S2,3,20,0.6,0.75,0.47058823529411764,0.8563263051034412,0.14367369489655876,-0.8249446978426493,0.23561115986635595
S2,3,20,0.6,0.8,0.4666666666666667,0.7088693685023457,0.873391894492963,0.5529116042296192,0.06936540424574751
S2,3,20,0.6,0.9,0.4666666666666667,0.7088693685023457,0.873391894492963,0.5529116042296192,0.08661201521847883
S2,3,20,0.6,1.0,0.4666666666666667,0.7088693685023457,0.873391894492963,0.5529116042296192,0.10040930399666391
S2,3,20,0.8,0.2,0.3076923076923077,0.7852732154771529,0.21472678452284708,-0.6340178963779362,0.05473173203544549
S2,3,20,0.8,0.3,0.3076923076923077,0.7852732154771529,0.21472678452284708,-0.6340178963779362,0.0481385758570689
S2,3,20,0.8,0.4,0.3076923076923077,0.7852732154771529,0.21472678452284708,-0.6340178963779362,0.039347700952566754
S2,3,20,0.8,0.5,0.3076923076923077,0.7852732154771529,0.21472678452284708,-0.6340178963779362,0.02704047608626376
S2,3,20,0.8,0.6,0.23529411764705882,0.8652043831043481,0.2695912337913038,0.5529937663665182,0.010341613633244057
S2,3,20,0.8,0.65,0.25,0.869652819589988,0.39104154123003626,0.5975925185994695,0.03214348550180349
S2,3,20,0.8,0.7,0.25,0.869652819589988,0.39104154123003626,0.5975925185994695,0.058323916703414615
S2,3,20,0.8,0.75,0.25,0.869652819589988,0.39104154123003626,0.5975925185994695,0.08101362374481097
S2,3,20,0.8,0.8,0.25,0.869652819589988,0.39104154123003626,0.5975925185994695,0.10086711740603277
S2,3,20,0.8,0.9,0.25,0.869652819589988,0.39104154123003626,0.5975925185994695,0.1339562735080691
S2,3,20,0.8,1.0,0.25,0.869652819589988,0.39104154123003626,0.5975925185994695,0.16042759838969814
S2,4,20,0.0,0.2,1.0,0.0,1.0,-0.6401045672970205,0.5501307091212756
S2,4,20,0.0,0.3,1.0,0.0,1.0,-0.6401045672970205,0.48586366756717214
S2,4,20,0.0,0.4,1.0,0.0,1.0,-0.6401045672970205,0.4001742788283674
S2,4,20,0.0,0.5,1.0,0.0,1.0,-0.6401045672970205,0.28020913459404095
S2,4,20,0.0,0.6,1.0,0.0,1.0,-0.6401045672970205,0.10026141824255125
S2,4,20,0.0,0.65,1.0,0.5,1.0,0.6398934310317991,0.01533261531500571
S2,4,20,0.0,0.7,1.0,0.5,1.0,0.6398934310317991,0.08467393644329888
S2,4,20,0.0,0.75,0.85,0.6666666666666667,1.0,0.7473368155071587,0.0020996246658825726
S2,4,20,0.0,0.8,0.85,0.6666666666666667,1.0,0.7473368155071586,0.03892412029740031
S2,4,20,0.0,0.9,1.0,0.5,1.0,0.6398934310317991,0.28499330859170163
S2,4,20,0.0,1.0,1.0,0.5,1.0,0.6398934310317991,0.35510508884364256
S2,4,20,0.2,0.2,1.0,0.0,1.0,-0.8038038185452537,0.7170170345224887
S2,4,20,0.2,0.3,1.0,0.0,1.0,-0.8038038185452537,0.6837337537399873
S2,4,20,0.2,0.4,1.0,0.0,1.0,-0.8038038185452537,0.6393560460299851
S2,4,20,0.2,0.5,1.0,0.0,1.0,-0.8038038185452537,0.5772272552359821
S2,4,20,0.2,0.6,1.0,0.0,1.0,-0.8038038185452537,0.48403406904497764
S2,4,20,0.2,0.65,1.0,0.0,1.0,-0.8038038185452537,0.41746750747997435
S2,4,20,0.2,0.7,1.0,0.0,1.0,-0.8038038185452537,0.3287120920599702
S2,4,20,0.2,0.75,1.0,0.0,1.0,-0.8038038185452537,0.20445451047196417
S2,4,20,0.2,0.8,1.0,0.5,1.0,0.7916416091851468,0.006915754605107637
S2,4,20,0.2,0.9,0.7222222222222222,0.6666666666666667,1.0,0.8065454426126744,0.05405461551309789
S2,4,20,0.2,1.0,0.7222222222222222,0.6666666666666667,1.0,0.8065454426126744,0.10070563501723839
S2,4,20,0.4,0.2,0.5294117647058824,0.03529882216333535,0.9647011778366646,-0.7236927571197518,0.5411219623284819
S2,4,20,0.4,0.3,0.5294117647058824,0.03529882216333535,0.9647011778366646,-0.7236927571197518,0.5003358019482587
S2,4,20,0.4,0.4,0.5294117647058824,0.03529882216333535,0.9647011778366646,-0.7236927571197518,0.4459542547746276
S2,4,20,0.4,0.5,0.5294117647058824,0.03529882216333535,0.9647011778366646,-0.7236927571197518,0.3698200887315443
S2,4,20,0.4,0.6,0.5294117647058824,0.03529882216333535,0.9647011778366646,-0.7236927571197518,0.25561883966691934
S2,4,20,0.4,0.65,0.5294117647058824,0.03529882216333535,0.9647011778366646,-0.7236927571197518,0.17404651890647285
S2,4,20,0.4,0.7,0.5294117647058824,0.03529882216333535,0.9647011778366646,-0.7236927571197518,0.0652834245592111
S2,4,20,0.4,0.75,0.6428571428571429,0.5,1.0,0.7043411426078712,0.05511346927635752
S2,4,20,0.4,0.8,0.5714285714285714,0.5,1.0,0.722851523366821,0.08242204148211153
S2,4,20,0.4,0.9,0.6428571428571429,0.5,1.0,0.7043411426078712,0.19681172944746966
S2,4,20,0.4,1.0,0.6,0.5,1.0,0.6936071248604936,0.2808601355445476
S2,4,20,0.6,0.2,0.47058823529411764,0.03529882216333535,0.9647011778366646,-0.7704293381892321,0.6595589222812995
S2,4,20,0.6,0.3,0.47058823529411764,0.03529882216333535,0.9647011778366646,-0.7704293381892321,0.6216387683214853
S2,4,20,0.6,0.4,0.47058823529411764,0.03529882216333535,0.9647011778366646,-0.7704293381892321,0.5710785630417329
S2,4,20,0.6,0.5,0.47058823529411764,0.03529882216333535,0.9647011778366646,-0.7704293381892321,0.5002942756500794
S2,4,20,0.6,0.6,0.47058823529411764,0.03529882216333535,0.9647011778366646,-0.7704293381892321,0.3941178445625993
S2,4,20,0.6,0.65,0.47058823529411764,0.03529882216333535,0.9647011778366646,-0.7704293381892321,0.3182775366429705
S2,4,20,0.6,0.7,0.47058823529411764,0.03529882216333535,0.9647011778366646,-0.7704293381892321,0.2171571260834657
S2,4,20,0.6,0.75,0.47058823529411764,0.03529882216333535,0.9647011778366646,-0.7704293381892321,0.07558855130015875
S2,4,20,0.6,0.8,0.29411764705882354,0.5176494110816676,0.9647011778366646,0.7647367225075172,0.026447661822136127
S2,4,20,0.6,0.9,0.29411764705882354,0.5176494110816676,0.9647011778366646,0.7647367225075172,0.0901762128753422
S2,4,20,0.6,1.0,0.29411764705882354,0.5176494110816676,0.9647011778366646,0.7647367225075172,0.14115905371790705
S2,4,20,0.8,0.2,0.2,0.13389362533986993,0.8661063746601301,-0.6008439212279331,0.0
S2,4,20,0.8,0.3,0.2,0.13389362533986993,0.8661063746601301,-0.6008439212279331,0.0
S2,4,20,0.8,0.4,0.2,0.13389362533986993,0.8661063746601301,-0.6008439212279331,0.0
S2,4,20,0.8,0.5,0.2,0.13389362533986993,0.8661063746601301,-0.6008439212279331,0.0
S2,4,20,0.8,0.6,0.17647058823529413,0.5176494110816676,0.9647011778366646,0.5844416350350349,0.023904779503462002
S2,4,20,0.8,0.65,0.17647058823529413,0.5176494110816676,0.9647011778366646,0.5844416350350349,0.0929794118493496
S2,4,20,0.8,0.7,0.17647058823529413,0.5176494110816676,0.9647011778366646,0.5844416350350349,0.15218623957439598
S2,4,20,0.8,0.75,0.21052631578947367,0.6784329407211118,0.9647011778366646,0.6914550409610499,0.06181527443870962
S2,4,20,0.8,0.8,0.17647058823529413,0.5176494110816676,0.9647011778366646,0.5844416350350349,0.24839733462759656
S2,4,20,0.8,0.9,0.17647058823529413,0.5176494110816676,0.9647011778366646,0.5844416350350349,0.3232281863356414
S2,4,20,0.8,1.0,0.17647058823529413,0.5176494110816676,0.9647011778366646,0.5844416350350349,0.3830928677020772
S2,5,20,0.0,0.2,1.0,0.0,1.0,-0.6454272527837902,0.46051744384706134
S2,5,20,0.0,0.3,1.0,0.0,1.0,-0.6454272527837902,0.40814816270492094
S2,5,20,0.0,0.4,1.0,0.0,1.0,-0.6454272527837902,0.33832245451540016
S2,5,20,0.0,0.5,1.0,0.0,1.0,-0.6454272527837902,0.24056646305007123
S2,5,20,0.0,0.6,1.0,0.0,1.0,-0.6454272527837902,0.09393247585207787
S2,5,20,0.0,0.65,0.9,0.7463079496041936,0.7610761511874194,0.5076606462785225,0.2108731166244112
S2,5,20,0.0,0.7,0.9,0.7463079496041936,0.7610761511874194,0.5076606462785225,0.26459381993430764
S2,5,20,0.0,0.75,0.9,0.7463079496041936,0.7610761511874194,0.5076606462785225,0.31115176280288476
S2,5,20,0.0,0.8,0.9,0.7463079496041936,0.7610761511874194,0.5076606462785225,0.3518899628128896
S2,5,20,0.0,0.9,0.9,0.7463079496041936,0.7610761511874194,0.5076606462785225,0.41978696282956446
S2,5,20,0.0,1.0,0.9,0.7463079496041936,0.7610761511874194,0.5076606462785225,0.4741045628429043
S2,5,20,0.2,0.2,1.0,0.0,1.0,-0.5412379858748753,0.3296112782246003
S2,5,20,0.2,0.3,1.0,0.0,1.0,-0.5412379858748753,0.2663068479961987
S2,5,20,0.2,0.4,1.0,0.0,1.0,-0.5412379858748753,0.18190094102499638
S2,5,20,0.2,0.5,0.8888888888888888,0.5763726273330799,0.8472547453338402,0.4040527665886603,0.06948538266657847
S2,5,20,0.2,0.6,0.8,0.6194619244062902,0.7610761511874194,0.28840614135364084,0.0
S2,5,20,0.2,0.65,0.8,0.6194619244062902,0.7610761511874194,0.28840614135364084,0.0
S2,5,20,0.2,0.7,0.8,0.6194619244062902,0.7610761511874194,0.28840614135364084,0.0
S2,5,20,0.2,0.75,0.8,0.6194619244062902,0.7610761511874194,0.28840614135364084,0.0
S2,5,20,0.2,0.8,0.8,0.6194619244062902,0.7610761511874194,0.28840614135364084,0.0
S2,5,20,0.2,0.9,0.8,0.6194619244062902,0.7610761511874194,0.28840614135364084,0.0
S2,5,20,0.2,1.0,0.8,0.6194619244062902,0.7610761511874194,0.28840614135364084,0.0
S2,5,20,0.4,0.2,0.6,0.23892384881258055,0.7610761511874194,-0.511254729643908,0.0
S2,5,20,0.4,0.3,0.6,0.23892384881258055,0.7610761511874194,-0.511254729643908,0.0
S2,5,20,0.4,0.4,0.6,0.23892384881258055,0.7610761511874194,-0.511254729643908,0.0
S2,5,20,0.4,0.5,0.6,0.5763726273330799,0.8472547453338402,0.39236116028149814,0.0216281146315633
S2,5,20,0.4,0.6,0.6,0.5763726273330799,0.8472547453338402,0.39474986272393664,0.13434422321173822
S2,5,20,0.4,0.65,0.6,0.6194619244062902,0.7610761511874194,0.39486445834171685,0.05170243020079968
S2,5,20,0.4,0.7,0.6,0.5763726273330799,0.8472547453338402,0.39236116028149814,0.044153260954832
S2,5,20,0.4,0.75,0.6,0.5763726273330799,0.8472547453338402,0.39236116028149814,0.04790745200871011
S2,5,20,0.4,0.8,0.6,0.5763726273330799,0.8472547453338402,0.39236116028149814,0.05119236918085347
S2,5,20,0.4,0.9,0.6,0.5763726273330799,0.8472547453338402,0.39236116028149814,0.056667231134425726
S2,5,20,0.4,1.0,0.6,0.5763726273330799,0.8472547453338402,0.39236116028149814,0.061047120697283526
S2,5,20,0.6,0.2,0.4,0.23892384881258055,0.7610761511874194,-0.7214953492617973,0.0
S2,5,20,0.6,0.3,0.4,0.23892384881258055,0.7610761511874194,-0.7214953492617973,0.0
S2,5,20,0.6,0.4,0.4,0.23892384881258055,0.7610761511874194,-0.7214953492617973,0.0
S2,5,20,0.6,0.5,0.4,0.23892384881258055,0.7610761511874194,-0.7214953492617973,0.0
S2,5,20,0.6,0.6,0.4,0.23892384881258055,0.7610761511874194,-0.7214953492617973,0.0
S2,5,20,0.6,0.65,0.4,0.23892384881258055,0.7610761511874194,-0.7214953492617973,0.0
S2,5,20,0.6,0.7,0.4,0.6194619244062902,0.7610761511874194,0.47634574129123475,0.044226173421677076
S2,5,20,0.6,0.75,0.4,0.6194619244062902,0.7610761511874194,0.47634574129123475,0.05050579134166077
S2,5,20,0.6,0.8,0.4,0.6194619244062902,0.7610761511874194,0.47634574129123475,0.05600045702164651
