Scene,Folder,p,q,Jaccard,Precision,Recall,argminC,avgConf,,,,,,,,,,,,,,,,,,,,,,,
S5,2_6,"[0.2, 0.4]","[0, 1]",0.95,0.145816993,0.218725489,0.75349565,0.265559246,,,,,,,,,,,,,,,,,,,,,,,
S5,2_7,"[0.2, 0.4]","[0, 1]",0.975,0.321271348,0.321271348,0.389201455,0.388475672,,,,,,,,,,,,,,,,,,,,,,,
S5,4_5,"[0.2, 0.4]","[0, 1]",1,0.217181984,0.325772976,0.781112064,0.442184385,,,,,,,,,,,,,,,,,,,,,,,
S5,4_6,"[0.2, 0.4]","[0, 1]",0.975,0.136495228,0.204742842,0.526295287,0.391617999,,,,,,,,,,,,,,,,,,,,,,,
S5,4_7,"[0.2, 0.4]","[0, 1]",1,0.335688747,0.335688747,0.505449542,0.348643581,,,,,,,,,,,,,,,,,,,,,,,
S5,5_6,"[0.2, 0.4]","[0, 1]",1,0.21940926,0.329113891,0.732463457,0.264733914,,,,,,,,,,,,,,,,,,,,,,,
S5,5_7,"[0.2, 0.4]","[0, 1]",0.9,0.484569408,0.484569408,0.683518894,0.354813918,,,,,,,,,,,,,,,,,,,,,,,
S5,6_7,"[0.2, 0.4]","[0, 1]",0.925,0.299824496,0.299824496,0.2171844,0.30921405,,,,,,,,,,,,,,,,,,,,,,,
SamNum,40,min_support,0.3,gamma,0.8,avg_Recall,0.286499668,,,,,,,,,,,,,,,,,,,,,,,,
S5,1_2,"[0.2, 0.4]","[0, 1]",1,0.225991618,0.338987428,0.66268349,0.429703029,,,,,,,,,,,,,,,,,,,,,,,
S5,1_4,"[0.2, 0.4]","[0, 1]",0.95,0.298130553,0.298130553,0.620038026,0.297584512,,,,,,,,,,,,,,,,,,,,,,,
S5,1_5,"[0.2, 0.4]","[0, 1]",1,0.309625918,0.464438877,0.630630111,0.528983346,,,,,,,,,,,,,,,,,,,,,,,
S5,1_6,"[0.2, 0.4]","[0, 1]",1,0.274563389,0.274563389,0.620284887,0.373824477,,,,,,,,,,,,,,,,,,,,,,,
S5,1_7,"[0.2, 0.4]","[0, 1]",0.975,0.461630422,0.461630422,0.049186899,0.570623781,,,,,,,,,,,,,,,,,,,,,,,
S5,2_4,"[0.2, 0.4]","[0, 1]",0.975,0.185419617,0.185419617,0.627499291,0.305539097,,,,,,,,,,,,,,,,,,,,,,,
S5,2_5,"[0.2, 0.4]","[0, 1]",1,0.240797996,0.361196994,0.60873366,0.339632734,,,,,,,,,,,,,,,,,,,,,,,
S5,2_6,"[0.2, 0.4]","[0, 1]",1,0.132451823,0.198677735,0.668035708,0.306323894,,,,,,,,,,,,,,,,,,,,,,,
S5,2_7,"[0.2, 0.4]","[0, 1]",1,0.266144284,0.399216426,0.63088925,0.244347915,,,,,,,,,,,,,,,,,,,,,,,
S5,4_5,"[0.2, 0.4]","[0, 1]",1,0.260440493,0.260440493,0.590208147,0.415727139,,,,,,,,,,,,,,,,,,,,,,,
S5,4_6,"[0.2, 0.4]","[0, 1]",1,0.139874141,0.209811211,0.589914976,0.32987943,,,,,,,,,,,,,,,,,,,,,,,
S5,4_7,"[0.2, 0.4]","[0, 1]",0.95,0.261717202,0.261717202,0.43529128,0.382656297,,,,,,,,,,,,,,,,,,,,,,,
S5,5_6,"[0.2, 0.4]","[0, 1]",1,0.233415354,0.350123031,0.673405838,0.430202299,,,,,,,,,,,,,,,,,,,,,,,
S5,5_7,"[0.2, 0.4]","[0, 1]",0.9,0.40399904,0.40399904,0.592952053,0.367634558,,,,,,,,,,,,,,,,,,,,,,,
S5,6_7,"[0.2, 0.4]","[0, 1]",0.95,0.208509096,0.312763644,0.618586938,0.331078081,,,,,,,,,,,,,,,,,,,,,,,
SamNum,40,min_support,0.3,gamma,0.8,avg_Recall,0.318741071,,,,,,,,,,,,,,,,,,,,,,,,
S5,1_2,"[0.2, 0.4]","[0, 1]",0.96,0.210103598,0.315155397,0.73414553,0.193623863,,,,,,,,,,,,,,,,,,,,,,,
S5,1_4,"[0.2, 0.4]","[0, 1]",0.96,0.189711141,0.284566711,0.756840016,0.409041821,,,,,,,,,,,,,,,,,,,,,,,
S5,1_5,"[0.2, 0.4]","[0, 1]",1,0.319263763,0.478895644,0.756436453,0.405358919,,,,,,,,,,,,,,,,,,,,,,,
S5,1_6,"[0.2, 0.4]","[0, 1]",1,0.182142938,0.273214407,0.551366492,0.337997861,,,,,,,,,,,,,,,,,,,,,,,
S5,1_7,"[0.2, 0.4]","[0, 1]",1,0.422222108,0.422222108,0.487590685,0.267595887,,,,,,,,,,,,,,,,,,,,,,,
S5,2_4,"[0.2, 0.4]","[0, 1]",1,0.19546772,0.19546772,0.528004461,0.362773165,,,,,,,,,,,,,,,,,,,,,,,
S5,2_5,"[0.2, 0.4]","[0, 1]",0.96,0.258766099,0.258766099,0.636578214,0.291737464,,,,,,,,,,,,,,,,,,,,,,,
S5,2_6,"[0.2, 0.4]","[0, 1]",0.96,0.23503056,0.23503056,0.337138574,0.316793908,,,,,,,,,,,,,,,,,,,,,,,
S5,2_7,"[0.2, 0.4]","[0, 1]",0.94,0.281554318,0.281554318,0.60410752,0.280886567,,,,,,,,,,,,,,,,,,,,,,,
S5,4_5,"[0.2, 0.4]","[0, 1]",1,0.338097124,0.338097124,0.700071132,0.36089549,,,,,,,,,,,,,,,,,,,,,,,
S5,4_6,"[0.2, 0.4]","[0, 1]",0.98,0.205826765,0.205826765,0.548561066,0.299770914,,,,,,,,,,,,,,,,,,,,,,,
S5,4_7,"[0.2, 0.4]","[0, 1]",0.94,0.278053136,0.278053136,0.387121367,0.316683343,,,,,,,,,,,,,,,,,,,,,,,
S5,5_6,"[0.2, 0.4]","[0, 1]",0.98,0.34259627,0.34259627,0.564636525,0.353106891,,,,,,,,,,,,,,,,,,,,,,,
S5,5_7,"[0.2, 0.4]","[0, 1]",0.94,0.40476713,0.40476713,0.605988609,0.142226702,,,,,,,,,,,,,,,,,,,,,,,
S5,6_7,"[0.2, 0.4]","[0, 1]",0.98,0.331500981,0.331500981,0.516152709,0.36490206,,,,,,,,,,,,,,,,,,,,,,,
SamNum,50,min_support,0.3,gamma,0.8,avg_Recall,0.309714291,,,,,,,,,,,,,,,,,,,,,,,,
S5,1_2,"[0.2, 0.4]","[0, 1]",1,0.191982366,0.28797355,0.60860565,0.317074991,,,,,,,,,,,,,,,,,,,,,,,
S5,1_4,"[0.2, 0.4]","[0, 1]",0.933333333,0.236513518,0.354770277,0.745344662,0.432179163,,,,,,,,,,,,,,,,,,,,,,,
S5,1_5,"[0.2, 0.4]","[0, 1]",1,0.249407405,0.374111108,0.755291378,0.480747825,,,,,,,,,,,,,,,,,,,,,,,
S5,1_6,"[0.2, 0.4]","[0, 1]",0.966666667,0.266406594,0.266406594,0.347580513,0.361768984,,,,,,,,,,,,,,,,,,,,,,,
S5,1_7,"[0.2, 0.4]","[0, 1]",1,0.402289705,0.402289705,0.380903686,0.233039312,,,,,,,,,,,,,,,,,,,,,,,
S5,2_4,"[0.2, 0.4]","[0, 1]",0.916666667,0.177982593,0.177982593,0.536315409,0.25430702,,,,,,,,,,,,,,,,,,,,,,,
S5,2_5,"[0.2, 0.4]","[0, 1]",0.95,0.26762281,0.401434214,0.770193861,0.418816414,,,,,,,,,,,,,,,,,,,,,,,
S5,2_6,"[0.2, 0.4]","[0, 1]",0.966666667,0.191731645,0.191731645,0.35068601,0.28989593,,,,,,,,,,,,,,,,,,,,,,,
S5,2_7,"[0.2, 0.4]","[0, 1]",0.95,0.249314919,0.373972378,0.594306602,0.223466517,,,,,,,,,,,,,,,,,,,,,,,
S5,4_5,"[0.2, 0.4]","[0, 1]",0.966666667,0.21995022,0.329925331,0.705441125,0.34973389,,,,,,,,,,,,,,,,,,,,,,,
S5,4_6,"[0.2, 0.4]","[0, 1]",0.933333333,0.139874141,0.209811211,0.583482522,0.372080319,,,,,,,,,,,,,,,,,,,,,,,
S5,4_7,"[0.2, 0.4]","[0, 1]",1,0.291540374,0.291540374,0.412960288,0.389029513,,,,,,,,,,,,,,,,,,,,,,,
S5,5_6,"[0.2, 0.4]","[0, 1]",0.983333333,0.23812105,0.357181576,0.67484529,0.354842772,,,,,,,,,,,,,,,,,,,,,,,
S5,5_7,"[0.2, 0.4]","[0, 1]",0.866666667,0.390564472,0.390564472,0.526346314,0.278886015,,,,,,,,,,,,,,,,,,,,,,,
S5,6_7,"[0.2, 0.4]","[0, 1]",0.966666667,0.225842217,0.338763326,0.570619883,0.296209666,,,,,,,,,,,,,,,,,,,,,,,
SamNum,60,min_support,0.3,gamma,0.8,avg_Recall,0.31656389,,,,,,,,,,,,,,,,,,,,,,,,
S5,1_2,"[0.2, 0.4]","[0, 1]",1,0.288630101,0.288630101,0.626932796,0.427408451,,,,,,,,,,,,,,,,,,,,,,,
S5,1_4,"[0.2, 0.4]","[0, 1]",1,0.227619744,0.227619744,0.614932305,0.389632537,,,,,,,,,,,,,,,,,,,,,,,
S5,1_5,"[0.2, 0.4]","[0, 1]",1,0.344882847,0.344882847,0.768019133,0.366879287,,,,,,,,,,,,,,,,,,,,,,,
S5,1_6,"[0.2, 0.4]","[0, 1]",1,0.26905141,0.26905141,0.538434444,0.270991786,,,,,,,,,,,,,,,,,,,,,,,
S5,1_7,"[0.2, 0.4]","[0, 1]",0.942857143,0.396264584,0.396264584,0.307913379,0.339928709,,,,,,,,,,,,,,,,,,,,,,,
S5,2_4,"[0.2, 0.4]","[0, 1]",0.985714286,0.1257697,0.18865455,0.602230702,0.293873542,,,,,,,,,,,,,,,,,,,,,,,
S5,2_5,"[0.2, 0.4]","[0, 1]",0.914285714,0.355685111,0.355685111,0.510777979,0.457039957,,,,,,,,,,,,,,,,,,,,,,,
S5,2_6,"[0.2, 0.4]","[0, 1]",1,0.278749152,0.278749152,0.458404958,0.31678091,,,,,,,,,,,,,,,,,,,,,,,
S5,2_7,"[0.2, 0.4]","[0, 1]",0.857142857,0.295346226,0.295346226,0.579642158,0.318270828,,,,,,,,,,,,,,,,,,,,,,,
S5,4_5,"[0.2, 0.4]","[0, 1]",0.957142857,0.246234422,0.369351633,0.714258126,0.4131054,,,,,,,,,,,,,,,,,,,,,,,
S5,4_6,"[0.2, 0.4]","[0, 1]",0.985714286,0.193105267,0.193105267,0.55983372,0.306522394,,,,,,,,,,,,,,,,,,,,,,,
S5,4_7,"[0.2, 0.4]","[0, 1]",0.971428571,0.281390968,0.281390968,0.396747517,0.342457199,,,,,,,,,,,,,,,,,,,,,,,
S5,5_6,"[0.2, 0.4]","[0, 1]",1,0.23812105,0.357181576,0.617416921,0.376788233,,,,,,,,,,,,,,,,,,,,,,,
S5,5_7,"[0.2, 0.4]","[0, 1]",0.942857143,0.366503133,0.549754699,0.624790027,0.305832882,,,,,,,,,,,,,,,,,,,,,,,
S5,6_7,"[0.2, 0.4]","[0, 1]",0.971428571,0.295597791,0.295597791,0.512823827,0.349422125,,,,,,,,,,,,,,,,,,,,,,,
SamNum,70,min_support,0.3,gamma,0.8,avg_Recall,0.312751044,,,,,,,,,,,,,,,,,,,,,,,,
S5,1_2,"[0.4, 0.6]","[0, 1]",1,0.444883365,0.444883365,0.47639416,0.441124979,,,,,,,,,,,,,,,,,,,,,,,
S5,1_4,"[0.4, 0.6]","[0, 1]",1,0.232682756,0.232682756,0.238411251,0.536437631,,,,,,,,,,,,,,,,,,,,,,,
S5,1_5,"[0.4, 0.6]","[0, 1]",1,0.836056689,0.836056689,0.651816984,0.6718685,,,,,,,,,,,,,,,,,,,,,,,
S5,1_6,"[0.4, 0.6]","[0, 1]",1,0.484963494,0.484963494,0.356456547,0.554477769,,,,,,,,,,,,,,,,,,,,,,,
S5,1_7,"[0.4, 0.6]","[0, 1]",1,0.721107587,0.721107587,0.420930292,0.514270567,,,,,,,,,,,,,,,,,,,,,,,
S5,2_4,"[0.4, 0.6]","[0, 1]",1,0.324158117,0.324158117,0.331726585,0.520674805,,,,,,,,,,,,,,,,,,,,,,,
S5,2_5,"[0.4, 0.6]","[0, 1]",1,0.462876535,0.462876535,0.397787309,0.43919858,,,,,,,,,,,,,,,,,,,,,,,
S5,2_6,"[0.4, 0.6]","[0, 1]",1,0.377110309,0.377110309,0.384383522,0.482759117,,,,,,,,,,,,,,,,,,,,,,,
S5,2_7,"[0.4, 0.6]","[0, 1]",1,0.475725745,0.475725745,0.624851802,0.416700702,,,,,,,,,,,,,,,,,,,,,,,
S5,4_5,"[0.4, 0.6]","[0, 1]",0.9,0.271575383,0.407363075,0.668181499,0.417893554,,,,,,,,,,,,,,,,,,,,,,,
S5,4_6,"[0.4, 0.6]","[0, 1]",1,0.274501356,0.274501356,0.546113252,0.599920978,,,,,,,,,,,,,,,,,,,,,,,
S5,4_7,"[0.4, 0.6]","[0, 1]",1,0.298874358,0.448311537,0.606968632,0.65267283,,,,,,,,,,,,,,,,,,,,,,,
S5,5_6,"[0.4, 0.6]","[0, 1]",1,0.336693553,0.168346776,-0.82393643,0.440805144,,,,,,,,,,,,Average,Median,,,,,,,,,,
S5,5_7,"[0.4, 0.6]","[0, 1]",1,0.532633219,0.532633219,0.446370268,0.395777671,,,,,,,Precision,Recall,CC,avgConf,,Precision,,,,,,,,,,,
S5,6_7,"[0.4, 0.6]","[0, 1]",1,0.624416593,0.624416593,0.281525318,0.516370298,1,S5,6_7,"[0.4, 0.6]","[0, 1]",1,0.624416593,0.624416593,0.281525318,0.516370298,,0.624416593,0.624416593,0.281525318,,,,,,,,,
SamNum,20,min_support,0.3,gamma,0.8,avg_Recall,0.454342477,,2,S5,6_7,"[0.4, 0.6]","[0, 1]",1,0.528658888,0.528658888,0.144401082,0.445310889,,0.576537741,0.576537741,,,,,,,,,,
S5,1_2,"[0.4, 0.6]","[0, 1]",1,0.408059016,0.408059016,0.317985792,0.551869537,3,S5,6_7,"[0.4, 0.6]","[0, 1]",1,0.529660795,0.529660795,0.341923841,0.623697463,,0.560912092,0.529660795,,,,,,,,,,
S5,1_4,"[0.4, 0.6]","[0, 1]",0.95,0.171445463,0.171445463,0.516337434,0.512271613,4,S5,6_7,"[0.4, 0.6]","[0, 1]",1,0.54481049,0.54481049,0.37614301,0.649894646,,0.556886692,0.537235643,,,,,,,,,,
S5,1_5,"[0.4, 0.6]","[0, 1]",1,0.341369539,0.512054309,0.754925302,0.462804224,5,S5,6_7,"[0.4, 0.6]","[0, 1]",0.95,0.540509166,0.540509166,0.178728364,0.450556815,,0.553611186,0.540509166,,,,,,,,,,
S5,1_6,"[0.4, 0.6]","[0, 1]",1,0.353285128,0.353285128,0.201591621,0.564442006,6,S5,6_7,"[0.4, 0.6]","[0, 1]",1,0.624416593,0.624416593,0.413044288,0.516389877,,0.565412088,0.542659828,,,,,,,,,,
S5,1_7,"[0.4, 0.6]","[0, 1]",1,0.615034492,0.615034492,0.266049172,0.516360844,7,S5,6_7,"[0.4, 0.6]","[0, 1]",1,0.601439058,0.601439058,0.173680065,0.491232561,,0.570558798,0.54481049,,,,,,,,,,
S5,2_4,"[0.4, 0.6]","[0, 1]",1,0.36094623,0.36094623,0.189449324,0.396287096,8,S5,6_7,"[0.4, 0.6]","[0, 1]",0.95,0.529660795,0.529660795,0.474645002,0.573531789,,0.565446547,0.542659828,0.298011371,0.31172458,,,,,,,,
S5,2_5,"[0.4, 0.6]","[0, 1]",0.95,0.376108533,0.564162799,0.531505933,0.639868939,9,S5,6_7,"[0.4, 0.6]","[0, 1]",1,0.61759066,0.61759066,0.408274665,0.469334758,,0.571240338,0.54481049,0.310262848,0.341923841,,,,,,,,
S5,2_6,"[0.4, 0.6]","[0, 1]",1,0.45621222,0.45621222,0.490098659,0.491629244,10,S5,6_7,"[0.4, 0.6]","[0, 1]",1,0.613289336,0.613289336,0.328464969,0.51525387,,0.575445237,0.573124774,0.31208306,0.335194405,,,,,,,,
S5,2_7,"[0.4, 0.6]","[0, 1]",1,0.411964348,0.617946523,0.701602693,0.556273676,,,,,,,,,,,,,,,,,,,,,,,
S5,4_5,"[0.4, 0.6]","[0, 1]",1,0.447668939,0.447668939,0.716191838,0.668583117,,,,,,,,,,,,,,,,,,,,,,,
S5,4_6,"[0.4, 0.6]","[0, 1]",1,0.216897572,0.325346358,0.72317691,0.47462929,,,,,,,,,,,,,,,,,,,,,,,
S5,4_7,"[0.4, 0.6]","[0, 1]",1,0.493084818,0.493084818,0.333412107,0.543594404,,,,,,,,,,,,,,,,,,,,,,,
S5,5_6,"[0.4, 0.6]","[0, 1]",1,0.200958666,0.301437999,0.752075702,0.379595083,,,,,,,,,,,,Precision,,,,,,,,,,,
S5,5_7,"[0.4, 0.6]","[0, 1]",1,0.674071177,0.674071177,0.230414643,0.432759216,1,,1_5,"[0.4, 0.6]","[0, 1]",1,0.836056689,0.836056689,0.651816984,0.6718685,,0.836056689,0.836056689,,,,,,,,,,
S5,6_7,"[0.4, 0.6]","[0, 1]",1,0.528658888,0.528658888,0.144401082,0.445310889,2,,1_5,"[0.4, 0.6]","[0, 1]",1,0.341369539,0.512054309,0.754925302,0.462804224,,0.588713114,0.588713114,,,,,,,,,,
SamNum,20,min_support,0.3,gamma,0.8,avg_Recall,0.455294291,,3,,1_5,"[0.4, 0.6]","[0, 1]",1,0.407579633,0.203789817,-0.856416899,0.394091444,,0.528335287,0.407579633,,,,,,,,,,
S5,1_2,"[0.4, 0.6]","[0, 1]",1,0.675604533,0.675604533,0.428237151,0.472405386,4,,1_5,"[0.4, 0.6]","[0, 1]",1,0.200014692,0.100007346,-0.862092107,0.449821825,,0.446255138,0.374474586,,,,,,,,,,
S5,1_4,"[0.4, 0.6]","[0, 1]",1,0.268911528,0.268911528,0.439627786,0.581880387,5,,1_5,"[0.4, 0.6]","[0, 1]",1,0.556634214,0.556634214,0.642991696,0.581048088,,0.468330953,0.407579633,,,,,,,,,,
S5,1_5,"[0.4, 0.6]","[0, 1]",1,0.407579633,0.203789817,-0.856416899,0.394091444,6,,1_5,"[0.4, 0.6]","[0, 1]",1,0.518044605,0.777066907,0.775692107,0.512013132,,0.476616562,0.462812119,,,,,,,,,,
S5,1_6,"[0.4, 0.6]","[0, 1]",1,0.261895366,0.261895366,0.224582973,0.644437585,7,,1_5,"[0.4, 0.6]","[0, 1]",1,0.470317696,0.470317696,0.762125918,0.762979414,,0.475716724,0.470317696,,,,,,,,,,
S5,1_7,"[0.4, 0.6]","[0, 1]",1,0.666146851,0.666146851,0.298086995,0.671280536,8,S5,1_5,"[0.4, 0.6]","[0, 1]",1,0.461586596,0.461586596,0.72667971,0.437121796,,0.473950458,0.465952146,0.324465339,0.689248347,,,,,,,,
S5,2_4,"[0.4, 0.6]","[0, 1]",1,0.278978478,0.278978478,0.218206138,0.396789754,9,S5,1_5,"[0.4, 0.6]","[0, 1]",1,0.456165293,0.456165293,0.761328859,0.568640776,,0.471974328,0.461586596,0.37300573,0.72667971,,,,,,,,
S5,2_5,"[0.4, 0.6]","[0, 1]",1,0.431554975,0.431554975,0.51101414,0.409719854,10,S5,1_5,"[0.4, 0.6]","[0, 1]",1,0.395185365,0.197592682,-0.881450388,0.457936162,,0.464295432,0.458875944,0.247560118,0.689248347,,,,,,,,
S5,2_6,"[0.4, 0.6]","[0, 1]",1,0.336073313,0.336073313,0.53519203,0.421165086,,,,,,,,,,,,,,,,,,,,,,,
S5,2_7,"[0.4, 0.6]","[0, 1]",1,0.489898397,0.489898397,0.429188663,0.557259956,,,,,,,,,,,,,,,,,,,,,,,
S5,4_5,"[0.4, 0.6]","[0, 1]",1,0.34227281,0.34227281,0.645854106,0.478745752,,,,,,,,,,,,,,,,,,,,,,,
S5,4_6,"[0.4, 0.6]","[0, 1]",1,0.199664695,0.199664695,0.773332579,0.452293852,,,,,,,,,,,,,,,,,,,,,,,
S5,4_7,"[0.4, 0.6]","[0, 1]",1,0.488061108,0.488061108,0.661666399,0.431979781,,,,,,,,,,,,Precision,,,,,,,,,,,
S5,5_6,"[0.4, 0.6]","[0, 1]",1,0.475316517,0.475316517,0.562712269,0.509330954,1,S5,2_4,"[0.4, 0.6]","[0, 1]",1,0.324158117,0.324158117,0.331726585,0.520674805,,0.324158117,0.324158117,,,,,,,,,,
S5,5_7,"[0.4, 0.6]","[0, 1]",1,0.747642316,0.747642316,0.361641912,0.521719162,2,,2_4,"[0.4, 0.6]","[0, 1]",1,0.36094623,0.36094623,0.189449324,0.396287096,,0.342552174,0.342552174,,,,,,,,,,
S5,6_7,"[0.4, 0.6]","[0, 1]",1,0.529660795,0.529660795,0.341923841,0.623697463,3,,2_4,"[0.4, 0.6]","[0, 1]",1,0.278978478,0.278978478,0.218206138,0.396789754,,0.321360942,0.324158117,,,,,,,,,,
SamNum,20,min_support,0.3,gamma,0.8,avg_Recall,0.426364767,,4,,2_4,"[0.4, 0.6]","[0, 1]",1,0.270211868,0.270211868,0.070740142,0.367165011,,0.308573673,0.301568298,,,,,,,,,,
S5,1_2,"[0.4, 0.6]","[0, 1]",1,0.535727052,0.535727052,0.191430291,0.46486803,5,,2_4,"[0.4, 0.6]","[0, 1]",1,0.310025707,0.310025707,0.033275102,0.493201387,,0.30886408,0.310025707,,,,,,,,,,
S5,1_4,"[0.4, 0.6]","[0, 1]",1,0.198180761,0.198180761,0.422804887,0.432476079,6,,2_4,"[0.4, 0.6]","[0, 1]",1,0.325300851,0.325300851,0.335362841,0.378089071,,0.311603542,0.317091912,,,,,,,,,,
S5,1_5,"[0.4, 0.6]","[0, 1]",1,0.200014692,0.100007346,-0.862092107,0.449821825,7,,2_4,"[0.4, 0.6]","[0, 1]",1,0.237632313,0.237632313,0.061760416,0.490013129,,0.301036223,0.310025707,,,,,,,,,,
S5,1_6,"[0.4, 0.6]","[0, 1]",1,0.352470704,0.352470704,0.352915385,0.545975639,8,,2_4,"[0.4, 0.6]","[0, 1]",1,0.344375051,0.344375051,0.256236241,0.469478807,,0.306453577,0.317091912,0.187094599,0.203827731,,,,,,,,
S5,1_7,"[0.4, 0.6]","[0, 1]",1,0.447886773,0.447886773,0.280399895,0.788836448,9,,2_4,"[0.4, 0.6]","[0, 1]",1,0.269757345,0.269757345,0.234810093,0.487506643,,0.302376218,0.310025707,0.19239632,0.218206138,,,,,,,,
S5,2_4,"[0.4, 0.6]","[0, 1]",1,0.270211868,0.270211868,0.070740142,0.367165011,10,,,"[0.4, 0.6]","[0, 1]",1,0.36892389,0.36892389,0.019972682,0.488693805,,0.309030985,0.317091912,0.175153956,0.203827731,,,,,,,,
S5,2_5,"[0.4, 0.6]","[0, 1]",1,0.528988184,0.528988184,0.19049671,0.566893723,,,,,,,,,,,,,,,,,,,,,,,
S5,2_6,"[0.4, 0.6]","[0, 1]",1,0.42174123,0.42174123,0.547666049,0.484422051,,,,,,,,,,,,,,,,,,,,,,,
S5,2_7,"[0.4, 0.6]","[0, 1]",1,0.622464743,0.622464743,0.698774489,0.418046764,,,,,,,,,,,,,,,,,,,,,,,
S5,4_5,"[0.4, 0.6]","[0, 1]",0.95,0.272979496,0.409469244,0.617554638,0.599768898,,,,,,,,,,,,,,,,,,,,,,,
S5,4_6,"[0.4, 0.6]","[0, 1]",1,0.261170664,0.261170664,0.512439158,0.541514179,,,,,,,,,,,,,,,,,,,,,,,
S5,4_7,"[0.4, 0.6]","[0, 1]",1,0.406862019,0.406862019,0.231587124,0.491037603,,,,,,,,,,,,,,,,,,,,,,,
S5,5_6,"[0.4, 0.6]","[0, 1]",1,0.41535043,0.41535043,0.439500506,0.493441847,,,,,,,,,,,,,,,,,,,,,,,
S5,5_7,"[0.4, 0.6]","[0, 1]",0.95,0.582969808,0.582969808,0.285218706,0.484717727,,,,,,,,,,,,,,,,,,,,,,,
S5,6_7,"[0.4, 0.6]","[0, 1]",1,0.54481049,0.54481049,0.37614301,0.649894646,,,,,,,,,,,,,,,,,,,,,,,
SamNum,20,min_support,0.3,gamma,0.8,avg_Recall,0.406554088,,,,,,,,,,,,,,,,,,,,,,,,
S5,1_2,"[0.4, 0.6]","[0, 1]",1,0.333098559,0.333098559,0.352910305,0.590392585,,,,,,,,,,,,,,,,,,,,,,,
S5,1_4,"[0.4, 0.6]","[0, 1]",1,0.206425925,0.206425925,0.364822794,0.525278772,,,,,,,,,,,,,,,,,,,,,,,
S5,1_5,"[0.4, 0.6]","[0, 1]",1,0.556634214,0.556634214,0.642991696,0.581048088,,,,,,,,,,,,,,,,,,,,,,,
S5,1_6,"[0.4, 0.6]","[0, 1]",1,0.358542925,0.358542925,0.36986686,0.715779052,,,,,,,,,,,,,,,,,,,,,,,
S5,1_7,"[0.4, 0.6]","[0, 1]",1,0.911585627,0.911585627,0.34132633,0.664106927,,,,,,,,,,,,,,,,,,,,,,,
S5,2_4,"[0.4, 0.6]","[0, 1]",1,0.310025707,0.310025707,0.033275102,0.493201387,,,,,,,,,,,,,,,,,,,,,,,
S5,2_5,"[0.4, 0.6]","[0, 1]",1,0.630115954,0.630115954,0.360441263,0.536214803,,20,,Precision,Recall,CC,avgConf,,,,,,,,,,,,,,,,
S5,2_6,"[0.4, 0.6]","[0, 1]",1,0.417371916,0.417371916,0.466149405,0.484621582,,6_7,均值,0.570558798,0.570558798,0.272777996,0.527636079,,,,,,,,,,,,,,,,
S5,2_7,"[0.4, 0.6]","[0, 1]",1,0.37790462,0.56685693,0.697250759,0.518480134,,239+203,标准差,0.044251402,0.044251402,0.108292034,0.080075181,,,,,,,,,,,,,,,,
S5,4_5,"[0.4, 0.6]","[0, 1]",0.95,0.257833558,0.386750338,0.746159993,0.596036001,,1_5,均值,0.475716724,0.493703854,0.267006143,0.547803804,,,,,,,,,,,,,,,,
S5,4_6,"[0.4, 0.6]","[0, 1]",1,0.197498459,0.098749229,-0.807117634,0.365106935,,612+462,标准差,0.198711168,0.27122901,0.771184891,0.131992192,,,,,,,,,,,,,,,,
S5,4_7,"[0.4, 0.6]","[0, 1]",1,0.503536962,0.503536962,0.380249332,0.568000153,,2_4,均值,0.301036223,0.301036223,0.177217221,0.434602893,,,,,,,,,,,,,,,,
S5,5_6,"[0.4, 0.6]","[0, 1]",0.9,0.361546812,0.361546812,0.4884151,0.40739572,,124+84,标准差,0.041332301,0.041332301,0.126556886,0.063968828,,,,,,,,,,,,,,,,
S5,5_7,"[0.4, 0.6]","[0, 1]",1,0.615872364,0.615872364,0.356879032,0.46992048,,,,,,,,,,,,,,,,,,,,,,,
S5,6_7,"[0.4, 0.6]","[0, 1]",0.95,0.540509166,0.540509166,0.178728364,0.450556815,,,,,,,,,,,,,,,,,,,,,,,
SamNum,20,min_support,0.3,gamma,0.8,avg_Recall,0.453174842,,,,,,,,,,,,,,,,,,,,,,,,
S5,1_2,"[0.4, 0.6]","[0, 1]",1,0.343200817,0.343200817,0.142104758,0.541387893,,,,,,,,,,,,,,,,,,,,,,,
S5,1_4,"[0.4, 0.6]","[0, 1]",1,0.194435891,0.194435891,0.417185861,0.606984161,,,,,,,,,,,,,,,,,,,,,,,
S5,1_5,"[0.4, 0.6]","[0, 1]",1,0.518044605,0.777066907,0.775692107,0.512013132,,,,,,,,,,,,,,,,,,,,,,,
S5,1_6,"[0.4, 0.6]","[0, 1]",1,0.221317293,0.221317293,0.207849777,0.540103666,,,,,,,,,,,,,,,,,,,,,,,
S5,1_7,"[0.4, 0.6]","[0, 1]",1,0.60214359,0.60214359,0.307715731,0.419636418,,,,,,,,,,,,,,,,,,,,,,,
S5,2_4,"[0.4, 0.6]","[0, 1]",1,0.325300851,0.325300851,0.335362841,0.378089071,,,,,,,,,,,,,,,,,,,,,,,
S5,2_5,"[0.4, 0.6]","[0, 1]",1,0.490591661,0.490591661,0.489489164,0.415066139,,,,,,,,,,,,,,,,,,,,,,,
S5,2_6,"[0.4, 0.6]","[0, 1]",1,0.423710083,0.423710083,0.458811228,0.533319796,,,,,,,,,,,,,,,,,,,,,,,
