Scene,Sindex,Num,Noise_Rate,Jaccard,LIP,MLMSSM
S5,1_4,20,0.8,0.2,0.7541071086637381,0.24589289133626194
S5,1_5,20,0.0,0.75,0.12568949724396383,0.8743105027560362
S5,1_5,20,0.2,0.75,0.21215274799755213,0.7878472520024479
S5,1_5,20,0.4,0.5625,0.2701103048648521,0.7298896951351479
S5,1_5,20,0.6,0.4,0.18806976220930616,0.8119302377906938
S5,1_5,20,0.8,0.2,0.25501657487924123,0.7449834251207588
S5,2_3,20,0.0,0.8,0.21015752576280256,0.7898424742371974
S5,2_3,20,0.2,0.9375,0.3565173533717042,0.6434826466282958
S5,2_3,20,0.4,0.8,0.4505340843636084,0.5494659156363916
S5,2_3,20,0.6,0.4,0.46903240735682206,0.5309675926431779
S5,2_3,20,0.8,0.16666666666666666,0.1699297599158438,0.8300702400841562
S5,2_4,20,0.0,0.7,0.453492275368071,0.546507724631929
S5,2_4,20,0.2,0.9375,0.4391646490268366,0.5608353509731634
S5,2_4,20,0.4,0.8461538461538461,0.4391646490268366,0.5608353509731634
S5,2_4,20,0.6,0.4,0.4542969064388773,0.5457030935611227
S5,2_4,20,0.8,0.2,0.9539170353583565,0.04608296464164352
S5,2_5,20,0.0,0.95,0.36541535327691055,0.6345846467230895
S5,2_5,20,0.2,0.8888888888888888,0.4370333363006681,0.5629666636993319
S5,2_5,20,0.4,0.7058823529411765,0.5820563229105801,0.41794367708941993
S5,2_5,20,0.6,0.4,0.4756452671385871,0.5243547328614129
S5,2_5,20,0.8,0.16666666666666666,0.645885493398754,0.354114506601246
S5,3_4,20,0.0,0.8,0.3652043831043481,0.6347956168956519
S5,3_4,20,0.2,0.7777777777777778,0.40714381850263004,0.59285618149737
S5,3_4,20,0.4,0.7058823529411765,0.42816315255172066,0.5718368474482793
S5,3_4,20,0.6,0.4,0.5977364591558569,0.402263540844143
S5,3_4,20,0.8,0.2,0.5919768910594545,0.4080231089405455
S5,3_5,20,0.0,1.0,0.18806976220930616,0.8119302377906938
S5,3_5,20,0.2,0.8823529411764706,0.09375051411214441,0.9062494858878556
S5,3_5,20,0.4,0.6,0.18806976220930616,0.8119302377906938
S5,3_5,20,0.6,0.4,0.10494406731825956,0.8950559326817404
S5,3_5,20,0.8,0.2,0.5983312075364945,0.4016687924635055
S5,4_5,20,0.0,0.7,0.4435571318810779,0.5564428681189221
S5,4_5,20,0.2,0.7368421052631579,0.4074425970217208,0.5925574029782792
S5,4_5,20,0.4,0.6666666666666666,0.4350241146463172,0.5649758853536828
S5,4_5,20,0.6,0.4,0.4609097662206424,0.5390902337793576
S5,4_5,20,0.8,0.2,0.6443272016235613,0.3556727983764388
