mu,10,gamma,0.7,min_support,0.3
Scene,Sindex,Num,Noise_Rate,Jaccard,LIP,MLMSSM,best_argminC,best_avgConf
jac,LIP,MLMSSM,avgConf,cc
1.0,0.5,1.0,0.08385845014246199,0.6334972080739786
1.0,0.5,1.0,0.07191458328576028,0.6424843058526596
S2,1,20,0,1.0,0.5,1.0,0.6334972080739786,0.08385845014246199
jac,LIP,MLMSSM,avgConf,cc
0.7647058823529411,0.6666666666666667,1.0,0.24693226885959407,0.5069179827806505
0.6842105263157895,0.6744959662786709,0.976512101163987,0.13558148863672917,0.4688126059119403
0.875,0.6666666666666667,1.0,0.05358266960462188,0.6414981949472822
0.7368421052631579,0.6744959662786709,0.976512101163987,0.03836059859157336,0.6241929468165042
0.7647058823529411,0.6666666666666667,1.0,0.2436481778727584,0.5094858890142042
0.6842105263157895,0.6744959662786709,0.976512101163987,0.1334210747581282,0.4724964454962929
0.875,0.6666666666666667,1.0,0.04397348136668855,0.6520578036603777
0.7368421052631579,0.6744959662786709,0.976512101163987,0.036757241246871214,0.6273614530433252
S2,1,20,0.2,0.6842105263157895,0.6744959662786709,0.976512101163987,0.4688126059119403,0.13558148863672917
jac,LIP,MLMSSM,avgConf,cc
0.7058823529411765,0.5,1.0,0.11872619042057975,0.5871458727843581
0.7058823529411765,0.5012487030999995,0.997502593800001,0.09999015634581922,0.5829808083738324
0.6111111111111112,0.6744959662786709,0.976512101163987,0.009100400063599004,0.6801845360811993
0.631578947368421,0.16008241936129153,0.8399175806387085,0.0,0.4505947168893013
0.9230769230769231,0.0024974061999990527,0.997502593800001,0.16272260502094638,0.4510001741488217
0.6,0.5117439494180065,0.976512101163987,0.06764009742059149,0.5727975872885638
S2,1,20,0.4,0.631578947368421,0.16008241936129153,0.8399175806387085,0.4505947168893013,0.0
jac,LIP,MLMSSM,avgConf,cc
0.4,0.5800412096806458,0.8399175806387085,0.0,0.2040822042492884
0.4,0.5117439494180065,0.976512101163987,0.2549511867530018,0.27494065241044563
0.4,0.5800412096806458,0.8399175806387085,0.31327426294688443,0.19876117928498496
0.4,0.5117439494180065,0.976512101163987,0.25489891962298417,0.27502779313910286
0.4,0.5800412096806458,0.8399175806387085,0.16403397889749038,0.3543570570734432
0.4,0.5117439494180065,0.976512101163987,0.17672852440554604,0.4053549260115316
0.4,0.5800412096806458,0.8399175806387085,0.16105831528857217,0.36062720386777725
0.4,0.5117439494180065,0.976512101163987,0.16466281369735514,0.41754456426073217
0.4,0.5800412096806458,0.8399175806387085,0.0,0.22332612489663903
0.4,0.5117439494180065,0.976512101163987,0.24678875629258934,0.2885492078772195
0.4,0.5800412096806458,0.8399175806387085,0.30212526539403917,0.21659957536953728
0.4,0.5117439494180065,0.976512101163987,0.24661907171470632,0.28883210915290897
0.4,0.5800412096806458,0.8399175806387085,0.1567336956632437,0.3697397930056083
0.4,0.5117439494180065,0.976512101163987,0.1707756667856194,0.41527964065375417
0.4,0.5800412096806458,0.8399175806387085,0.22235797439158594,0.38869883585177967
0.4,0.5117439494180065,0.976512101163987,0.1566443554446861,0.43129907913181587
S2,1,20,0.6,0.4,0.5800412096806458,0.8399175806387085,0.19876117928498496,0.31327426294688443
jac,LIP,MLMSSM,avgConf,cc
0.2,0.5514558087350405,0.897088382529919,0.15305240821827604,0.47337419719654494
0.1,0.7009705391566936,0.897088382529919,0.14326931580222432,0.5513989149763631
0.2,0.5117439494180065,0.976512101163987,0.014408110889458058,0.6647859000579762
0.2,0.5117439494180065,0.976512101163987,0.01595161412457888,0.664147190441404
0.15,0.7009705391566936,0.897088382529919,0.04282917950800166,0.6667895802026886
0.10526315789473684,0.7009705391566936,0.897088382529919,0.06971425495309404,0.6236456387650451
0.2,0.023487898836012988,0.976512101163987,0.12128632782291814,-0.792092370132337
0.2,0.023487898836012988,0.976512101163987,0.10205406222190833,-0.7774893645503926
0.2,0.5514558087350405,0.897088382529919,0.15305429935019937,0.4733713969838902
0.1,0.7009705391566936,0.897088382529919,0.14381323461789952,0.5508347542157597
0.2,0.5117439494180065,0.976512101163987,0.014392857366184758,0.6648088939726474
0.2,0.5117439494180065,0.976512101163987,0.015934386602408295,0.6641780126488965
0.15,0.7009705391566936,0.897088382529919,0.04289102191719019,0.666741626625384
0.10526315789473684,0.7009705391566936,0.897088382529919,0.07015207661263334,0.6231661157009107
0.2,0.023487898836012988,0.976512101163987,0.12113307151243004,-0.7919760030436146
0.2,0.023487898836012988,0.976512101163987,0.10042632537098978,-0.7762534285034897
0.2,0.5514558087350405,0.897088382529919,0.14915554399085004,0.47914431211493946
0.1,0.7009705391566936,0.897088382529919,0.13925635211922185,0.555561221148592
0.2,0.5117439494180065,0.976512101163987,0.01426914074783791,0.6682336783825229
0.2,0.5117439494180065,0.976512101163987,0.01856815246015084,0.6675810394364338
0.15,0.7009705391566936,0.897088382529919,0.03931912502854252,0.6695113316841171
0.10526315789473684,0.7009705391566936,0.897088382529919,0.06709089575181043,0.626518866288435
0.2,0.023487898836012988,0.976512101163987,0.16316215829728536,-0.8238885713107168
