Scene,Sindex,Num,Noise_Rate,Jaccard,LIP,MLMSSM,best_argminC,best_avgConf,,,
S2,1,20,0,0.9,0.5,1,0.680326191,0.024966365,,,
S2,1,20,0.2,1,0,1,-0.784069681,0.227365177,,,
S2,1,20,0.4,0.6,0.023487899,0.976512101,-0.782764126,0.092353923,,,
S2,1,20,0.6,0.4,0.720027473,0.839917581,0.480386707,0.137144163,,,
S2,1,20,0.8,0.2,0.58004121,0.839917581,0.497346185,0.144752725,,,
S2,2,20,0,0.75,0,1,-0.802548471,0.125039681,,,
S2,2,20,0.2,0.842105263,0.5,1,0.645941255,0.076675159,,,
S2,2,20,0.4,1,0,1,-0.805116573,0.315349719,,,
S2,2,20,0.6,0.571428571,0.023388195,0.976611805,-0.772671462,0.062277808,,,
S2,2,20,0.8,0.222222222,0.674462732,0.976611805,0.588636067,0.125255526,,,
S2,3,20,0,1,0,1,-0.989372464,0.96457488,,,
S2,3,20,0.2,1,0.513011135,0.486988865,-0.952811432,0.256217934,,,
S2,3,20,0.4,0.733333333,0.65160653,0.69678694,0.001159772,0.653893196,,,
S2,3,20,0.6,0.666666667,0.563304053,0.873391894,0.593994055,0.051228727,,,
S2,3,20,0.8,0.307692308,0.928163153,0.143673695,0.294088253,0.543631804,,,
S2,4,20,0,1,0,1,-0.753512232,0.178374106,,,
S2,4,20,0.2,1,0,1,-0.817598133,0.372394088,,,
S2,4,20,0.4,1,0,1,-0.832143751,0.396431252,,,
S2,4,20,0.6,0.571428571,0.5,1,0.656189941,0.059232988,,,
S2,4,20,0.8,0.285714286,0.517649411,0.964701178,0.535449804,0.217856862,,,
S2,5,20,0,0.75,0.619461924,0.761076151,0.509975188,0.140735479,,,
S2,5,20,0.2,0.8,0.619461924,0.761076151,0.356877887,0.063548814,,,
S2,5,20,0.4,0.6,0.619461924,0.761076151,0.501465093,0.141810648,,,
S2,5,20,0.6,0.4375,0.619461924,0.761076151,0.47601591,0.190652754,,,
S2,5,20,0.8,0.2,0.619461924,0.761076151,0.28055554,0.299603186,0.673523649,0.391698056,0.863219768
Scene,Sindex,Num,Noise_Rate,Jaccard,LIP,MLMSSM,best_argminC,best_avgConf,,,
S3,1,20,0,1,0,1,-0.844847858,0.482295269,,,
S3,1,20,0.2,1,0,1,-0.843293368,0.447762636,,,
S3,1,20,0.4,0.833333333,0.255048321,0.744951679,-0.854230022,0.407628037,,,
S3,1,20,0.6,0.4,0.543900678,0.456099322,-0.834399537,0,,,
S3,1,20,0.8,0.2,0.707487839,0.585024323,0.582737198,0.07538323,,,
S3,2,20,0,1,0.064192005,0.935807995,-1,0.859318967,,,
S3,2,20,0.2,1,0,1,-0.901446978,0.603537378,,,
S3,2,20,0.4,0.923076923,0.748014691,0.251985309,-0.893125533,0.231078774,,,
S3,2,20,0.6,0.421052632,0.554255751,0.891488497,0.235430334,0.305238362,,,
S3,2,20,0.8,0.266666667,0.923788979,0.228633062,0.539655197,0.120451817,,,
S3,3,20,0,1,0,1,-0.78204283,0.273476099,,,
S3,3,20,0.2,1,0,1,-0.876882226,0.549071911,,,
S3,3,20,0.4,0.583333333,0.54697853,0.90604294,0.550406552,0.135791875,,,
