Scene,Sindex,Num,Noise_Rate,Jaccard,LIP,MLMSSM
S5,1_3,20,0.6,0.4444444444444444,0.2774491591434882,0.7225508408565118
S5,1_3,20,0.8,0.15789473684210525,0.43764500586786914,0.5623549941321309
S5,1_4,20,0.0,1.0,0.38433521242907154,0.30783239378546423
S5,1_4,20,0.2,0.9411764705882353,0.38433521242907154,0.30783239378546423
S5,1_4,20,0.4,0.6666666666666666,0.6183267339525474,0.19083663302372628
S5,1_4,20,0.6,0.4,0.6231072369465362,0.37689276305346375
S5,1_4,20,0.8,0.2222222222222222,0.620578861079088,0.379421138920912
S5,1_5,20,0.0,1.0,0.24734853650749344,0.3763257317462533
S5,1_5,20,0.2,0.8,0.4695411520197592,0.5304588479802408
S5,1_5,20,0.4,0.631578947368421,0.3541448974617065,0.6458551025382935
S5,1_5,20,0.6,0.7272727272727273,0.24734853650749344,0.3763257317462533
S5,1_5,20,0.8,0.2222222222222222,0.5588506176876835,0.44114938231231654
S5,2_3,20,0.0,1.0,0.09795744621503799,0.451021276892481
S5,2_3,20,0.2,1.0,0.09795744621503799,0.451021276892481
S5,2_3,20,0.4,0.7058823529411765,0.4423013073184803,0.5576986926815197
S5,2_3,20,0.6,0.5384615384615384,0.4143487533198188,0.2928256233400906
S5,2_3,20,0.8,0.21052631578947367,0.6409819101782117,0.5385271347326824
S5,2_4,20,0.0,1.0,0.7269540911056057,0.13652295444719714
S5,2_4,20,0.2,0.8888888888888888,0.8289886706635783,0.08550566466821088
S5,2_4,20,0.4,0.631578947368421,0.8862269860540001,0.11377301394599997
S5,2_4,20,0.6,0.4,0.9320484639403279,0.10192730408950806
S5,2_4,20,0.8,0.23529411764705882,0.8429055901963414,0.15709440980365866
S5,2_5,20,0.0,1.0,0.16411283336646432,0.41794358331676784
S5,2_5,20,0.2,0.8,0.5661827541724704,0.4338172458275295
S5,2_5,20,0.4,0.7058823529411765,0.16411283336646432,0.41794358331676784
S5,2_5,20,0.6,0.47058823529411764,0.53987214787268,0.46012785212732005
S5,2_5,20,0.8,0.2,0.7106766730282192,0.2893233269717808
S5,3_4,20,0.0,1.0,0.09395705987105685,0.4530214700644716
S5,3_4,20,0.2,0.8888888888888888,0.09395705987105685,0.4530214700644716
S5,3_4,20,0.4,0.7058823529411765,0.09395705987105685,0.4530214700644716
S5,3_4,20,0.6,0.5333333333333333,0.09395705987105685,0.4530214700644716
S5,3_4,20,0.8,0.2222222222222222,0.5662450125261135,0.4337549874738865
S5,3_5,20,0.0,1.0,0.08205641668323216,0.9179435833167678
S5,3_5,20,0.2,0.8,0.17065279818927515,0.8293472018107249
S5,3_5,20,0.4,0.6,0.17065279818927515,0.8293472018107249
S5,3_5,20,0.6,0.5333333333333333,0.12903494661876058,0.8709650533812394
S5,3_5,20,0.8,0.2222222222222222,0.17065279818927515,0.8293472018107249
S5,4_5,20,0.0,1.0,0.4457775088086017,0.5542224911913983
S5,4_5,20,0.2,0.8,0.552085523118299,0.44791447688170105
S5,4_5,20,0.4,0.631578947368421,0.552085523118299,0.44791447688170105
S5,4_5,20,0.6,0.42105263157894735,0.7012249472036449,0.4481625791945327
S5,4_5,20,0.8,0.21052631578947367,0.6592012793937536,0.34079872060624644
