Scene,Sindex,Num,Noise_Rate,Jaccard,LIP,MLMSSM
S4,3_5,20,0.4,0.6,0.23892384881258055,0.3805380755937097
S4,3_5,20,0.6,0.4,0.23892384881258055,0.3805380755937097
S4,3_5,20,0.8,0.2,0.23892384881258055,0.3805380755937097
S4,4_5,20,0.0,1.0,0.13389362533986993,0.43305318733006504
S4,4_5,20,0.2,0.8,0.13389362533986993,0.43305318733006504
S4,4_5,20,0.4,0.6,0.13389362533986993,0.43305318733006504
S4,4_5,20,0.6,0.4,0.13389362533986993,0.43305318733006504
S4,4_5,20,0.8,0.2,0.13389362533986993,0.43305318733006504
Scene,Sindex,Num,Noise_Rate,Jaccard,LIP,MLMSSM
S5,1_2,20,0.0,1.0,0.5439006778439985,0.22804966107800073
S5,1_2,20,0.2,0.8,0.5439006778439985,0.22804966107800073
S5,1_2,20,0.4,0.6,0.5439006778439985,0.22804966107800073
S5,1_2,20,0.6,0.4,0.5439006778439985,0.22804966107800073
S5,1_2,20,0.8,0.2,0.5439006778439985,0.22804966107800073
S5,1_3,20,0.0,1.0,0.19666241507298898,0.4016687924635055
S5,1_3,20,0.2,0.8,0.19666241507298898,0.4016687924635055
S5,1_3,20,0.4,0.6,0.19666241507298898,0.4016687924635055
S5,1_3,20,0.6,0.4,0.19666241507298898,0.4016687924635055
S5,1_3,20,0.8,0.2,0.19666241507298898,0.4016687924635055
S5,1_4,20,0.0,1.0,0.5439006778439985,0.22804966107800073
S5,1_4,20,0.2,0.8,0.5439006778439985,0.22804966107800073
S5,1_4,20,0.4,0.6,0.5439006778439985,0.22804966107800073
S5,1_4,20,0.6,0.4,0.5439006778439985,0.22804966107800073
S5,1_4,20,0.8,0.2,0.5439006778439985,0.22804966107800073
S5,1_5,20,0.0,1.0,0.3761395244186124,0.3119302377906938
S5,1_5,20,0.2,0.8,0.3761395244186124,0.3119302377906938
S5,1_5,20,0.4,0.6,0.3761395244186124,0.3119302377906938
S5,1_5,20,0.6,0.4,0.3761395244186124,0.3119302377906938
S5,1_5,20,0.8,0.2,0.3761395244186124,0.3119302377906938
S5,2_3,20,0.0,1.0,0.19666241507298898,0.4016687924635055
S5,2_3,20,0.2,0.8,0.19666241507298898,0.4016687924635055
S5,2_3,20,0.4,0.6,0.19666241507298898,0.4016687924635055
S5,2_3,20,0.6,0.4,0.19666241507298898,0.4016687924635055
S5,2_3,20,0.8,0.2,0.19666241507298898,0.4016687924635055
S5,2_4,20,0.0,1.0,0.9085938128777548,0.04570309356112263
S5,2_4,20,0.2,0.8,0.9085938128777548,0.04570309356112263
S5,2_4,20,0.4,0.6,0.9085938128777548,0.04570309356112263
S5,2_4,20,0.6,0.4,0.9085938128777548,0.04570309356112263
S5,2_4,20,0.8,0.2,0.9085938128777548,0.04570309356112263
S5,2_5,20,0.0,1.0,0.3761395244186124,0.3119302377906938
S5,2_5,20,0.2,0.8,0.3761395244186124,0.3119302377906938
S5,2_5,20,0.4,0.6,0.3761395244186124,0.3119302377906938
S5,2_5,20,0.6,0.4,0.3761395244186124,0.3119302377906938
S5,2_5,20,0.8,0.2,0.3761395244186124,0.3119302377906938
S5,3_4,20,0.0,1.0,0.19666241507298898,0.4016687924635055
S5,3_4,20,0.2,0.8,0.19666241507298898,0.4016687924635055
S5,3_4,20,0.4,0.6,0.19666241507298898,0.4016687924635055
S5,3_4,20,0.6,0.4,0.19666241507298898,0.4016687924635055
S5,3_4,20,0.8,0.2,0.19666241507298898,0.4016687924635055
S5,3_5,20,0.0,1.0,0.19666241507298898,0.4016687924635055
S5,3_5,20,0.2,0.8,0.19666241507298898,0.4016687924635055
S5,3_5,20,0.4,0.6,0.19666241507298898,0.4016687924635055
S5,3_5,20,0.6,0.4,0.19666241507298898,0.4016687924635055
S5,3_5,20,0.8,0.2,0.19666241507298898,0.4016687924635055
S5,4_5,20,0.0,1.0,0.3761395244186124,0.3119302377906938
S5,4_5,20,0.2,0.8,0.3761395244186124,0.3119302377906938
S5,4_5,20,0.4,0.6,0.3761395244186124,0.3119302377906938
S5,4_5,20,0.6,0.4,0.3761395244186124,0.3119302377906938
S5,4_5,20,0.8,0.2,0.3761395244186124,0.3119302377906938
