mu,10,gamma,0.7,min_support,0.3,,,
Scene,Sindex,Num,Noise_Rate,Jaccard,LIP,MLMSSM,best_argminC,best_avgConf
jac,LIP,MLMSSM,avgConf,cc,,,,
0.705128205,0.37062455,0.944063175,0.059974444,0.633902696,,,,
0.705128205,0.362828485,0.955757272,0.024308847,0.679524612,,,,
0.705128205,0.362828485,0.955757272,0.060646474,0.633937303,,,,
0.705128205,0.333333333,1,0.095668937,0.605671674,,,,
0.705128205,0.333333333,1,0.11504458,0.606966884,,,,
0.705128205,0.396155125,0.905767312,0.071719217,0.627630074,,,,
0.705128205,0.443355172,0.834967242,0.071330013,0.627332252,,,,
0.705128205,0.341129398,0.988305903,0.078424431,0.613980039,,,,
0.705128205,0.382567855,0.926148218,0.013140402,0.680684415,,,,
0.705128205,0.396155125,0.905767312,0.043646677,0.635723465,,,,
0.705128205,0.341129398,0.988305903,0.081128985,0.609749644,,,,
0.705128205,0.451151237,0.823273144,0.046549456,0.634070095,,,,
0.705128205,0.333333333,1,0.049391781,0.658553951,,,,
0.705128205,0.420987201,0.868519198,0.011829051,0.681943386,,,,
0.705128205,0.502548752,0.746176872,0.016428877,0.675327558,,,,
0.705128205,0.396155125,0.905767312,0.042648183,0.637367706,,,,
0.705128205,0.341129398,0.988305903,0.078919644,0.613538688,,,,
0.705128205,0.333333333,1,0.043089841,0.655657126,,,,
0.705128205,0.341129398,0.988305903,0.081634838,0.609295256,,,,
0.705128205,0.443355172,0.834967242,0.04718115,0.634185141,,,,
0.705128205,0.333333333,1,0.096407896,0.606451544,,,,
0.705128205,0.333333333,1,0.115644172,0.608131101,,,,
0.705128205,0.333333333,1,0.091019354,0.610046645,,,,
0.705128205,0.333333333,1,0.089728029,0.609203124,,,,
0.705128205,0.341129398,0.988305903,0.078661796,0.615811288,,,,
0.705128205,0.333333333,1,0.026498478,0.662095278,,,,
0.705128205,0.333333333,1,0.057652802,0.617686868,,,,
0.705128205,0.341129398,0.988305903,0.081432242,0.611069106,,,,
0.705128205,0.341129398,0.988305903,0.060602481,0.614995051,,,,
0.705128205,0.333333333,1,0.047224652,0.660943396,,,,
0.705128205,0.333333333,1,0.024511319,0.663456333,,,,
0.705128205,0.333333333,1,0.028169514,0.65871466,,,,
0.705128205,0.333333333,1,0.058037028,0.617251163,,,,
0.705128205,0.341129398,0.988305903,0.079151785,0.615384105,,,,
0.705128205,0.333333333,1,0.041779467,0.657592135,,,,
0.705128205,0.341129398,0.988305903,0.081932097,0.610628015,,,,
0.705128205,0.341129398,0.988305903,0.061016978,0.614542352,,,,
0.705128205,0.362828485,0.955757272,0.024308847,0.679524612,,,,
0.705128205,0.37062455,0.944063175,0.065585254,0.626734831,,,,
0.705128205,0.362828485,0.955757272,0.100294338,0.617625878,,,,
0.705128205,0.362828485,0.955757272,0.066345076,0.626785659,,,,
0.705128205,0.333333333,1,0.043089841,0.655657126,,,,
0.705128205,0.396155125,0.905767312,0.018248828,0.680790123,,,,
0.705128205,0.443355172,0.834967242,0.018909707,0.679892217,,,,
0.705128205,0.382567855,0.926148218,0.056110297,0.619291523,,,,
0.705128205,0.396155125,0.905767312,0.047651344,0.628640384,,,,
0.705128205,0.341129398,0.988305903,0.085971601,0.603141456,,,,
0.705128205,0.451151237,0.823273144,0.050650583,0.627053739,,,,
0.705128205,0.420987201,0.868519198,0.052620624,0.621231637,,,,
0.705128205,0.502548752,0.746176872,0.057183616,0.615884572,,,,
0.705128205,0.396155125,0.905767312,0.047703265,0.628693572,,,,
0.705128205,0.333333333,1,0.101806031,0.598205628,,,,
0.705128205,0.341129398,0.988305903,0.086466385,0.602701712,,,,
0.705128205,0.443355172,0.834967242,0.051376524,0.627181238,,,,
0.705128205,0.333333333,1,0.065885726,0.610970346,,,,
0.725,0.011694097,0.988305903,0.42970681,0.226702932,,,,
0.705128205,0.333333333,1,0.069838753,0.603983453,,,,
0.725,0.011694097,0.988305903,0.429591324,0.226830133,,,,
0.705128205,0.384235091,0.923647363,0.057173097,0.620020217,,,,
0.705128205,0.333333333,1,0.066468596,0.612478693,,,,
0.705128205,0.418684115,0.871973828,0.055487295,0.625784992,,,,
0.705128205,0.529525146,0.705712282,0.04418477,0.631440071,,,,
0.725,0.011694097,0.988305903,0.442563222,0.226965738,,,,
0.705128205,0.341129398,0.988305903,0.053575484,0.613408638,,,,
0.725,0.13972027,0.86027973,0.420200359,0.239574599,,,,
0.725,0.088046734,0.911953266,0.399122833,0.234901749,,,,
0.725,0.294287718,0.705712282,0.376929712,0.241323286,,,,
0.705128205,0.333333333,1,0.069685005,0.606046149,,,,
0.705128205,0.445150675,0.832273988,0.051455022,0.619530824,,,,
0.705128205,0.407707367,0.88843895,0.054353853,0.613985152,,,,
0.725,0.13972027,0.86027973,0.419850019,0.239958476,,,,
0.725,0.011694097,0.988305903,0.442402605,0.227137414,,,,
0.705128205,0.384235091,0.923647363,0.061423149,0.612480844,,,,
0.725,0.088046734,0.911953266,0.398864289,0.23520303,,,,
0.725,0.294287718,0.705712282,0.37670456,0.241597268,,,,
0.705128205,0.333333333,1,0.038156478,0.659689681,,,,
0.705128205,0.42938461,0.855923085,0.08377704,0.614155407,,,,
0.705128205,0.333333333,1,0.090020579,0.610293564,,,,
0.705128205,0.412447311,0.881329033,0.07733828,0.619702955,,,,
0.705128205,0.479586611,0.780620084,0.08316425,0.615173575,,,,
0.705128205,0.341129398,0.988305903,0.060684762,0.616702689,,,,
0.705128205,0.333333333,1,0.024950724,0.663088939,,,,
0.705128205,0.420243376,0.869634936,0.044645192,0.635474121,,,,
0.705128205,0.437180675,0.844228987,0.052444729,0.625902763,,,,
0.705128205,0.487382676,0.768925986,0.050286214,0.62936842,,,,
0.705128205,0.333333333,1,0.036489241,0.661958593,,,,
0.705128205,0.438566174,0.842150738,0.015282733,0.676508341,,,,
0.705128205,0.456286157,0.815570764,0.020000238,0.669742009,,,,
0.705128205,0.420243376,0.869634936,0.044863663,0.635158364,,,,
0.705128205,0.341129398,0.988305903,0.061094559,0.6162636,,,,
0.705128205,0.42938461,0.855923085,0.029373036,0.668565219,,,,
0.705128205,0.437180675,0.844228987,0.05281859,0.625487581,,,,
0.705128205,0.487382676,0.768925986,0.050517721,0.629043248,,,,
0.705128205,0.470549108,0.794176338,0.048995377,0.628586597,,,,
0.705128205,0.470549108,0.794176338,0.041351335,0.635241721,,,,
0.705128205,0.470549108,0.794176338,0.012434363,0.681156133,,,,
0.705128205,0.470549108,0.794176338,0.041337876,0.635379535,,,,
0.705128205,0.456286157,0.815570764,0.058197854,0.6153768,,,,
0.705128205,0.333333333,1,0.062320545,0.611525783,,,,
0.705128205,0.571921849,0.642117227,0.031768842,0.652441791,,,,
0.705128205,0.48177433,0.777338505,0.038129808,0.64344803,,,,
0.705128205,0.333333333,1,0.053991408,0.617862517,,,,
0.705128205,0.526195418,0.710706874,0.009799542,0.685352373,,,,
0.705128205,0.571921849,0.642117227,0.018475874,0.669887606,,,,
0.705128205,0.456286157,0.815570764,0.046678033,0.627065621,,,,
0.705128205,0.48177433,0.777338505,0.024951111,0.661236248,,,,
0.705128205,0.333333333,1,0.024857039,0.66322297,,,,
0.705128205,0.36957687,0.63042313,0.119394765,0.535159601,,,,
0.705128205,0.584632895,0.623050657,0.00161656,0.697521967,,,,
0.705128205,0.571921849,0.642117227,0.018777063,0.6695993,,,,
0.705128205,0.333333333,1,0.05436589,0.617408478,,,,
0.705128205,0.456286157,0.815570764,0.019960394,0.669815064,,,,
0.705128205,0.456286157,0.815570764,0.047020895,0.626635423,,,,
0.705128205,0.48177433,0.777338505,0.025561876,0.659359889,,,,
0.705128205,0.39036392,0.91445412,0.041600981,0.636415796,,,,
0.725,0.08554588,0.91445412,0.385742165,0.255671716,,,,
0.705128205,0.39036392,0.91445412,0.045367185,0.629391784,,,,
0.725,0.08554588,0.91445412,0.385552271,0.255890451,,,,
0.705128205,0.333333333,1,0.063316839,0.607052607,,,,
0.705128205,0.333333333,1,0.06071493,0.612477163,,,,
0.705128205,0.477780988,0.783328518,0.040698597,0.637437332,,,,
0.705128205,0.478345173,0.78248224,0.040186602,0.63653376,,,,
0.725,0.011694097,0.988305903,0.431252494,0.225378558,,,,
0.705128205,0.442200418,0.836699373,0.043915975,0.633264289,,,,
0.725,0.22836558,0.77163442,0.365248444,0.2644366,,,,
0.725,0.011694097,0.988305903,0.425627109,0.220223702,,,,
0.725,0.21751776,0.78248224,0.367143811,0.258795153,,,,
0.705128205,0.333333333,1,0.064567828,0.605231352,,,,
0.705128205,0.477780988,0.783328518,0.044737697,0.62990106,,,,
0.705128205,0.554363668,0.668454498,0.049909328,0.624316395,,,,
0.725,0.22836558,0.77163442,0.365036405,0.264689458,,,,
0.725,0.011694097,0.988305903,0.431095401,0.225551449,,,,
0.705128205,0.333333333,1,0.066946076,0.599959295,,,,
0.725,0.011694097,0.988305903,0.425516435,0.220348456,,,,
0.725,0.21751776,0.78248224,0.366998228,0.258970103,,,,
0.705128205,0.341129398,0.988305903,0.085235865,0.604512907,,,,
0.75,0.011694097,0.988305903,0.631225647,0.194079801,,,,
0.705128205,0.36203108,0.95695338,0.052639044,0.625451991,,,,
0.705128205,0.341129398,0.988305903,0.080708097,0.612346389,,,,
0.730769231,0.537853667,0.6932195,0.055583425,0.62102102,,,,
0.725,0.011694097,0.988305903,0.616263873,0.217042159,,,,
0.705128205,0.341129398,0.988305903,0.061423232,0.605451534,,,,
0.725,0.04304662,0.95695338,0.447724122,0.229651797,,,,
0.75,0.318474597,0.681525403,0.399614398,0.218676098,,,,
0.705128205,0.341129398,0.988305903,0.085704639,0.605718928,,,,
0.705128205,0.407707367,0.88843895,0.054353853,0.613985152,,,,
0.705128205,0.379533854,0.930699219,0.053098908,0.618297756,,,,
0.725,0.011694097,0.988305903,0.616079713,0.217186482,,,,
0.705128205,0.354235015,0.968647477,0.067640007,0.610570483,,,,
0.725,0.04304662,0.95695338,0.447415362,0.229976159,,,,
0.725,0.318474597,0.681525403,0.393948019,0.233373859,,,,
0.671232877,0.176726856,0.823273144,0.099259928,0.503659642,,,,
0.705128205,0.451151237,0.823273144,0.065293694,0.608558221,,,,
0.590361446,0.451151237,0.823273144,0.046521402,0.640483062,,,,
0.730769231,0.451151237,0.823273144,0.057946667,0.61171654,,,,
0.671232877,0.318474597,0.681525403,0.105830808,0.484812395,,,,
0.590361446,0.341129398,0.988305903,0.005643059,0.692889337,,,,
0.653333333,0.397994002,0.602005998,0.06230773,0.54307384,,,,
0.698630137,0.193516718,0.806483282,0.041286815,0.615154192,,,,
0.705128205,0.341129398,0.988305903,0.067665188,0.598302135,,,,
0.592592593,0.478345173,0.78248224,0.039712638,0.642258261,,,,
0.705128205,0.505669498,0.741495753,0.041746887,0.632568612,,,,
0.705128205,0.545649732,0.681525403,0.064196257,0.601198708,,,,
0.730769231,0.462344479,0.806483282,0.036969074,0.642044528,,,,
0.590361446,0.341129398,0.988305903,0.055183186,0.629973015,,,,
0.617283951,0.579717914,0.63042313,0.005805131,0.690949548,,,,
0.592592593,0.547577023,0.678634465,0.02738231,0.659229954,,,,
0.705128205,0.505669498,0.741495753,0.042045071,0.632252197,,,,
0.705128205,0.341129398,0.988305903,0.065985501,0.600954646,,,,
0.590361446,0.545649732,0.681525403,0.046152265,0.640121112,,,,
0.705128205,0.545649732,0.681525403,0.064587237,0.600827422,,,,
0.705128205,0.462344479,0.806483282,0.045311914,0.630350577,,,,
0.705128205,0.420987201,0.868519198,0.04248378,0.633665727,,,,
0.725,0.143174899,0.856825101,0.360401079,0.260589988,,,,
0.705128205,0.420987201,0.868519198,0.046323985,0.626291312,,,,
0.725,0.143174899,0.856825101,0.360240066,0.260786298,,,,
0.705128205,0.407707367,0.88843895,0.050852694,0.620803852,,,,
0.705128205,0.333333333,1,0.056672881,0.614085818,,,,
0.705128205,0.576802922,0.634795617,0.023003079,0.663974471,,,,
0.705128205,0.523760196,0.714359706,0.028339627,0.65408255,,,,
0.725,0.011694097,0.988305903,0.401181676,0.230190571,,,,
0.725,0.376898481,0.623101519,0.32449846,0.300907436,,,,
0.725,0.123255148,0.876744852,0.378439643,0.238146373,,,,
0.725,0.297334391,0.702665609,0.313438329,0.294356744,,,,
0.705128205,0.333333333,1,0.060281877,0.606924409,,,,
0.705128205,0.576802922,0.634795617,0.027438475,0.656010508,,,,
0.705128205,0.546026652,0.680960022,0.034870254,0.643696413,,,,
0.725,0.376898481,0.623101519,0.323282401,0.302403037,,,,
0.725,0.011694097,0.988305903,0.401051949,0.230342489,,,,
0.705128205,0.407707367,0.88843895,0.05466166,0.613253536,,,,
0.725,0.123255148,0.876744852,0.378208289,0.238428721,,,,
0.725,0.297334391,0.702665609,0.313134797,0.294749566,,,,
0.705128205,0.382567855,0.926148218,0.051724654,0.627018094,,,,
0.705128205,0.382567855,0.926148218,0.042829282,0.635069614,,,,
0.705128205,0.382567855,0.926148218,0.013077387,0.68078046,,,,
0.705128205,0.382567855,0.926148218,0.042860335,0.635126125,,,,
0.705128205,0.333333333,1,0.065676538,0.607679116,,,,
0.705128205,0.333333333,1,0.06618153,0.609352244,,,,
0.705128205,0.477780988,0.783328518,0.047186608,0.631706185,,,,
0.705128205,0.333333333,1,0.056589401,0.61696703,,,,
0.705128205,0.434404353,0.84839347,0.010234669,0.685235558,,,,
0.705128205,0.477780988,0.783328518,0.038161129,0.640526664,,,,
0.705128205,0.333333333,1,0.058836064,0.612221191,,,,
0.705128205,0.333333333,1,0.026411528,0.662200809,,,,
0.705128205,0.477780988,0.783328518,0.00919332,0.686148243,,,,
0.705128205,0.554363668,0.668454498,0.015235365,0.67743356,,,,
0.705128205,0.477780988,0.783328518,0.036762602,0.64290239,,,,
0.705128205,0.333333333,1,0.056967544,0.616524934,,,,
0.705128205,0.333333333,1,0.028063505,0.658857006,,,,
0.705128205,0.333333333,1,0.059222916,0.611765216,,,,
0.684210526,0.090321608,0.454839196,0.001188045,-0.701583448,,,,
0.626373626,0.500656311,0.749015534,0.011572891,0.678942683,,,,
0.648648649,0.452304623,0.547695377,0.013591543,0.649710247,,,,
0.626373626,0.500656311,0.749015534,0.024369758,0.654229997,,,,
0.684210526,0.090321608,0.454839196,0.001017893,-0.701356666,,,,
0.648648649,0.045160804,0.954839196,0.009308497,0.670517066,,,,
0.684210526,0.090321608,0.454839196,0.039566274,-0.754454062,,,,
0.684210526,0.090321608,0.454839196,0.027524481,-0.736079151,,,,
0.626373626,0.363440536,0.954839196,0.028168497,0.650302316,,,,
0.648648649,0.452304623,0.547695377,0.011080535,0.659195768,,,,
0.626373626,0.602029051,0.596956423,0.002535236,0.695139204,,,,
0.626373626,0.48639336,0.77040996,0.018741859,0.665999588,,,,
0.626373626,0.511881533,0.732177701,0.020209144,0.660594094,,,,
0.648648649,0.045160804,0.954839196,0.012323116,0.654951426,,,,
0.675675676,0.410365187,0.589634813,0.008228569,0.655764384,,,,
0.648648649,0.452304623,0.547695377,0.016405682,0.639186148,,,,
0.626373626,0.602029051,0.596956423,0.002940574,0.694378232,,,,
0.626373626,0.363440536,0.954839196,0.028489229,0.649855052,,,,
0.648648649,0.452304623,0.547695377,0.01325823,0.651176376,,,,
0.626373626,0.48639336,0.77040996,0.017534697,0.668348276,,,,
0.626373626,0.511881533,0.732177701,0.005729913,0.689373023,,,,
0.705128205,0.333333333,1,0.095806945,0.601648758,,,,
0.705128205,0.42938461,0.855923085,0.029373036,0.668565219,,,,
0.705128205,0.333333333,1,0.036489241,0.661958593,,,,
0.705128205,0.412447311,0.881329033,0.022784563,0.675310097,,,,
0.705128205,0.479586611,0.780620084,0.028110292,0.670076354,,,,
0.705128205,0.341129398,0.988305903,0.064604451,0.609876325,,,,
0.705128205,0.333333333,1,0.0662905,0.604128214,,,,
0.705128205,0.420243376,0.869634936,0.048573715,0.62820116,,,,
0.705128205,0.437180675,0.844228987,0.056559567,0.618747068,,,,
0.705128205,0.487382676,0.768925986,0.05374521,0.622205754,,,,
0.705128205,0.333333333,1,0.096393221,0.602539251,,,,
0.705128205,0.438566174,0.842150738,0.057694094,0.612974705,,,,
0.705128205,0.456286157,0.815570764,0.06230893,0.607604311,,,,
0.705128205,0.420243376,0.869634936,0.048897018,0.627905639,,,,
0.705128205,0.341129398,0.988305903,0.065005349,0.609452691,,,,
0.705128205,0.42938461,0.855923085,0.090452165,0.605922059,,,,
0.705128205,0.437180675,0.844228987,0.056924524,0.618348716,,,,
0.705128205,0.487382676,0.768925986,0.053958441,0.62189711,,,,
0.705128205,0.362828485,0.955757272,0.067008078,0.626703119,,,,
0.725,0.055936825,0.944063175,0.569360797,0.249303919,,,,
0.705128205,0.362828485,0.955757272,0.072462817,0.619698754,,,,
0.725,0.055936825,0.944063175,0.569028455,0.249566995,,,,
0.705128205,0.333333333,1,0.088230477,0.602701786,,,,
0.705128205,0.333333333,1,0.085647265,0.606756704,,,,
0.705128205,0.396155125,0.905767312,0.048503354,0.628204058,,,,
0.705128205,0.443355172,0.834967242,0.052160994,0.626830572,,,,
0.725,0.011694097,0.988305903,0.610260268,0.219047127,,,,
0.705128205,0.382567855,0.926148218,0.049892837,0.621116383,,,,
0.725,0.105926785,0.894073215,0.399049589,0.25418759,,,,
0.725,0.011694097,0.988305903,0.604253045,0.214580052,,,,
0.725,0.176726856,0.823273144,0.426317817,0.252383634,,,,
0.705128205,0.011694097,0.988305903,0.44592931,0.326167771,,,,
0.705128205,0.420987201,0.868519198,0.046723811,0.62267676,,,,
0.705128205,0.502548752,0.746176872,0.05361149,0.614154229,,,,
0.725,0.105926785,0.894073215,0.398833643,0.254428842,,,,
0.725,0.011694097,0.988305903,0.610043584,0.219217899,,,,
0.705128205,0.341129398,0.988305903,0.095595994,0.594724614,,,,
0.725,0.011694097,0.988305903,0.604095071,0.214706959,,,,
0.725,0.176726856,0.823273144,0.426108064,0.252603866,,,,
0.705128205,0.176726856,0.823273144,0.169885186,0.504492737,,,,
0.705128205,0.451151237,0.823273144,0.065832588,0.607231491,,,,
0.625,0.451151237,0.823273144,0.061863983,0.640487957,,,,
0.730769231,0.451151237,0.823273144,0.058587722,0.610134578,,,,
0.705128205,0.318474597,0.681525403,0.183313664,0.485648825,,,,
0.625,0.341129398,0.988305903,0.00660229,0.693625193,,,,
0.6875,0.397994002,0.602005998,0.119251105,0.54387523,,,,
0.730769231,0.193516718,0.806483282,0.068551315,0.619049111,,,,
0.705128205,0.341129398,0.988305903,0.068031379,0.597050138,,,,
0.617283951,0.478345173,0.78248224,0.041927926,0.642270326,,,,
0.705128205,0.505669498,0.741495753,0.042612916,0.631011529,,,,
0.705128205,0.545649732,0.681525403,0.064672141,0.59982312,,,,
0.730769231,0.462344479,0.806483282,0.038350828,0.639402809,,,,
0.625,0.341129398,0.988305903,0.073069513,0.630137062,,,,
0.641975309,0.584598987,0.623101519,0.005693108,0.691659093,,,,
0.617283951,0.547577023,0.678634465,0.02831146,0.659981585,,,,
0.705128205,0.505669498,0.741495753,0.042955751,0.630688992,,,,
0.705128205,0.341129398,0.988305903,0.06852317,0.596630038,,,,
0.625,0.545649732,0.681525403,0.061264132,0.64044734,,,,
0.705128205,0.545649732,0.681525403,0.065124555,0.599445062,,,,
0.705128205,0.462344479,0.806483282,0.046310394,0.62832258,,,,
0.644444444,0.473462375,0.789806438,0.010272955,0.684574468,,,,
0.717948718,0.370296426,0.629703574,0.14659215,0.311464626,,,,
0.644444444,0.473462375,0.789806438,0.014447407,0.677544105,,,,
0.717948718,0.370296426,0.629703574,0.147858364,0.308108589,,,,
0.644444444,0.567960869,0.648058696,0.025681132,0.660243098,,,,
0.644444444,0.363440536,0.954839196,0.03001451,0.655282579,,,,
0.626373626,0.527980636,0.708029047,0.004593401,0.692468194,,,,
0.644444444,0.484655617,0.773016575,0.005945632,0.690917215,,,,
0.717948718,0.370296426,0.629703574,0.15240145,0.296067358,,,,
0.626373626,0.500656311,0.749015534,0.011764605,0.679272323,,,,
0.7125,0.437797412,0.562202588,0.101839399,0.319050861,,,,
0.746268657,0.384114407,0.615885593,0.186241077,0.307620195,,,,
0.746268657,0.384114407,0.615885593,0.178075145,0.324824492,,,,
0.644444444,0.363440536,0.954839196,0.033497846,0.648389684,,,,
0.626373626,0.553867399,0.669198902,0.007324279,0.686253186,,,,
0.626373626,0.569888161,0.645167758,0.010184138,0.681506762,,,,
0.7125,0.437797412,0.562202588,0.102640528,0.316054091,,,,
0.717948718,0.370296426,0.629703574,0.153699084,0.292628042,,,,
0.644444444,0.567960869,0.648058696,0.029238095,0.653056033,,,,
0.746268657,0.384114407,0.615885593,0.187693052,0.30456112,,,,
0.717948718,0.384114407,0.615885593,0.14379908,0.308252199,,,,
0.705128205,0.333333333,1,0.038327268,0.659915886,,,,
0.705128205,0.333333333,1,0.061361388,0.609113628,,,,
0.705128205,0.333333333,1,0.097183447,0.601203519,,,,
0.705128205,0.333333333,1,0.061742154,0.608678874,,,,
0.705128205,0.384235091,0.923647363,0.028605908,0.669272082,,,,
0.705128205,0.418684115,0.871973828,0.024033343,0.675002201,,,,
0.705128205,0.521729081,0.717406379,0.026127535,0.671411994,,,,
0.705128205,0.42648018,0.86027973,0.051118764,0.626806629,,,,
0.705128205,0.384235091,0.923647363,0.053443197,0.620164259,,,,
0.705128205,0.529525146,0.705712282,0.050601512,0.624347254,,,,
0.705128205,0.333333333,1,0.097552654,0.602192716,,,,
0.705128205,0.445150675,0.832273988,0.060089597,0.611179806,,,,
0.705128205,0.407707367,0.88843895,0.061841723,0.607587526,,,,
0.705128205,0.42648018,0.86027973,0.051439097,0.626527995,,,,
0.705128205,0.384235091,0.923647363,0.090154159,0.605877527,,,,
0.705128205,0.384235091,0.923647363,0.05378359,0.619770267,,,,
0.705128205,0.529525146,0.705712282,0.050814299,0.624029124,,,,
0.705128205,0.470549108,0.794176338,0.013013443,0.680278557,,,,
0.705128205,0.478345173,0.78248224,0.044686542,0.629361248,,,,
0.705128205,0.470549108,0.794176338,0.054402819,0.619540101,,,,
0.705128205,0.470549108,0.794176338,0.047032573,0.62683844,,,,
0.705128205,0.456286157,0.815570764,0.020613411,0.668827545,,,,
0.705128205,0.333333333,1,0.025419554,0.662390706,,,,
0.705128205,0.36957687,0.63042313,0.119248474,0.535361574,,,,
0.705128205,0.48177433,0.777338505,0.000569645,0.69912324,,,,
0.705128205,0.011694097,0.988305903,0.287517308,0.339870407,,,,
0.705128205,0.526195418,0.710706874,0.05343043,0.622147873,,,,
0.705128205,0.571921849,0.642117227,0.025891749,0.659884242,,,,
0.705128205,0.456286157,0.815570764,0.058687945,0.612568833,,,,
0.705128205,0.48177433,0.777338505,0.036453242,0.644377658,,,,
0.705128205,0.333333333,1,0.067464823,0.602790234,,,,
0.705128205,0.571921849,0.642117227,0.03911551,0.640259201,,,,
0.705128205,0.584632895,0.623050657,0.046207123,0.630762912,,,,
0.705128205,0.571921849,0.642117227,0.024283656,0.660679778,,,,
0.705128205,0.011694097,0.988305903,0.287698216,0.33964381,,,,
0.705128205,0.456286157,0.815570764,0.063808169,0.605852327,,,,
0.705128205,0.456286157,0.815570764,0.052540452,0.618454761,,,,
0.705128205,0.48177433,0.777338505,0.031175778,0.650327588,,,,
0.705128205,0.382567855,0.926148218,0.013722394,0.679832508,,,,
0.705128205,0.382567855,0.926148218,0.048783684,0.629081332,,,,
0.705128205,0.382567855,0.926148218,0.057515813,0.617633757,,,,
0.705128205,0.382567855,0.926148218,0.048801532,0.626457288,,,,
0.705128205,0.333333333,1,0.028613532,0.658050628,,,,
0.705128205,0.333333333,1,0.027040165,0.661301127,,,,
0.705128205,0.477780988,0.783328518,0.009856769,0.685148611,,,,
0.705128205,0.333333333,1,0.068448439,0.603867122,,,,
0.705128205,0.434404353,0.84839347,0.056749897,0.620439211,,,,
0.705128205,0.477780988,0.783328518,0.048484185,0.628019331,,,,
0.705128205,0.333333333,1,0.070393875,0.59961707,,,,
0.705128205,0.333333333,1,0.071695516,0.600303189,,,,
0.705128205,0.477780988,0.783328518,0.053093298,0.622027648,,,,
0.705128205,0.554363668,0.668454498,0.060121083,0.61331482,,,,
0.705128205,0.477780988,0.783328518,0.044051224,0.631774848,,,,
0.705128205,0.333333333,1,0.062664706,0.608584287,,,,
0.705128205,0.333333333,1,0.070721663,0.599094518,,,,
0.705128205,0.333333333,1,0.06469687,0.604094028,,,,
0.705128205,0.396155125,0.905767312,0.078534074,0.619580458,,,,
0.705128205,0.490662654,0.76400602,0.031384454,0.665933687,,,,
0.705128205,0.268199665,0.731800335,0.144365952,0.51678013,,,,
0.705128205,0.497873433,0.753189851,1.44E-05,0.69998407,,,,
0.705128205,0.504337045,0.743494432,0.030076006,0.653496321,,,,
0.705128205,0.498458718,0.752311922,0.053887223,0.619944094,,,,
0.705128205,0.497873433,0.753189851,0.028864752,0.653400221,,,,
0.705128205,0.529843075,0.705235388,0.040985156,0.637852083,,,,
0.705128205,0.492825669,0.760761497,0.046095945,0.629227733,,,,
0.705128205,0.504337045,0.743494432,0.030154321,0.654211448,,,,
0.705128205,0.490662654,0.76400602,0.090819164,0.604075691,,,,
0.705128205,0.498458718,0.752311922,0.050794951,0.620498357,,,,
0.705128205,0.497873433,0.753189851,0.029105331,0.65322894,,,,
0.684210526,0.090321608,0.454839196,0.004204154,-0.705603372,,,,
0.626373626,0.532655955,0.701016068,0.017145596,0.670201495,,,,
0.684210526,0.452304623,0.547695377,0.006669952,0.678583595,,,,
0.626373626,0.532655955,0.701016068,0.048839137,0.614478421,,,,
0.684210526,0.090321608,0.454839196,0.01530907,-0.720404203,,,,
0.626373626,0.045160804,0.954839196,0.018622011,0.676178697,,,,
0.684210526,0.090321608,0.454839196,0.039725638,-0.75467339,,,,
0.684210526,0.090321608,0.454839196,0.029385345,-0.739165315,,,,
0.626373626,0.363440536,0.954839196,0.03408301,0.64245437,,,,
0.684210526,0.376706306,0.623293694,0.005346717,0.682864265,,,,
0.626373626,0.606910125,0.589634813,0.007575412,0.685805397,,,,
0.626373626,0.401844992,0.897232512,0.022045946,0.66231963,,,,
0.626373626,0.569888161,0.645167758,0.027999219,0.647891885,,,,
0.684210526,0.376706306,0.623293694,0.013039789,0.658208681,,,,
0.684210526,0.410365187,0.589634813,0.006079656,0.671471529,,,,
0.684210526,0.452304623,0.547695377,0.009580075,0.665954986,,,,
0.626373626,0.606910125,0.589634813,0.008403384,0.684337631,,,,
0.626373626,0.363440536,0.954839196,0.03490041,0.641162706,,,,
0.684210526,0.304673972,0.695326028,0.004155584,0.686030538,,,,
0.626373626,0.401844992,0.897232512,0.022734272,0.661209081,,,,
0.626373626,0.569888161,0.645167758,0.00916269,0.683449026,,,,
0.681818182,0.090321608,0.454839196,0.011288559,-0.704353236,,,,
0.681818182,0.505809983,0.741285026,0.021288368,0.668251631,,,,
0.681818182,0.258714974,0.741285026,0.025368368,0.677369848,,,,
0.681818182,0.505809983,0.741285026,0.077248585,0.611626169,,,,
0.681818182,0.090321608,0.454839196,0.02118202,-0.708168476,,,,
0.681818182,0.045160804,0.954839196,0.031835892,0.672239098,,,,
0.662921348,0.090321608,0.454839196,0.101954737,-0.740205599,,,,
0.681818182,0.090321608,0.454839196,0.098406222,-0.737948643,,,,
0.681818182,0.363440536,0.954839196,0.036960797,0.645388066,,,,
0.662921348,0.495839286,0.756241071,0.013494124,0.677406004,,,,
0.681818182,0.477325921,0.784011118,0.023867117,0.663004991,,,,
0.681818182,0.545106256,0.682340616,0.03310253,0.644627542,,,,
0.681818182,0.045160804,0.954839196,0.025618658,0.677426126,,,,
0.684210526,0.410365187,0.589634813,0.007517183,0.664726007,,,,
0.684210526,0.452304623,0.547695377,0.01147368,0.659225623,,,,
0.662921348,0.495839286,0.756241071,0.013035393,0.678445815,,,,
0.681818182,0.363440536,0.954839196,0.03818976,0.644179958,,,,
