mu,10,gamma,0.7,min_support,0.3,,,
Scene,Sindex,Num,Noise_Rate,Jaccard,LIP,MLMSSM,best_argminC,best_avgConf
jac,LIP,MLMSSM,avgConf,cc,,,,
0.673076923,0.448591787,0.827112319,0.068247624,0.632267425,,,,
0.673076923,0.466325973,0.80051104,0.028361004,0.664026949,,,,
0.714285714,0.358319026,0.641680974,0.153624574,0.487452021,,,,
0.673076923,0.535909314,0.696136029,0.035494016,0.655437452,,,,
0.813953488,0.272279741,0.727720259,0.151403909,0.498774177,,,,
0.714285714,0.287523641,0.712476359,0.21426656,0.298358665,,,,
0.714285714,0.535159372,0.697260942,0.035772768,0.640034278,,,,
0.813953488,0.352422598,0.647577402,0.365260001,0.276655255,,,,
0.714285714,0.498444246,0.752333631,0.044505409,0.634724391,,,,
0.813953488,0.370286162,0.629713838,0.380496945,0.271087599,,,,
0.714285714,0.51309733,0.730354005,0.048470411,0.630579923,,,,
0.813953488,0.211959735,0.788040265,0.531739008,0.263623724,,,,
0.714285714,0.494611991,0.758082014,0.066049178,0.612183803,,,,
0.673076923,0.534194703,0.698707946,0.076220382,0.621294437,,,,
0.714285714,0.476485767,0.785271349,0.029828762,0.651901623,,,,
0.837209302,0.058672627,0.941327373,0.58185741,0.209825079,,,,
0.734693878,0.107830668,0.892169332,0.387061775,0.233599543,,,,
0.837209302,0.111659435,0.888340565,0.70281042,0.136840747,,,,
0.837209302,0.093934554,0.906065446,0.389195857,0.239866882,,,,
0.813953488,0.314619182,0.685380818,0.361670597,0.276100068,,,,
0.714285714,0.448591787,0.827112319,0.059700357,0.634783758,,,,
0.833333333,0.288630927,0.711369073,0.53654233,0.039564793,,,,
0.833333333,0.25387904,0.74612096,0.325887369,0.221816848,,,,
0.813953488,0.211959735,0.788040265,0.53199128,0.263416694,,,,
0.714285714,0.505222313,0.74216653,0.059506767,0.612071506,,,,
0.673076923,0.427318599,0.859022101,0.080295219,0.606819977,,,,
0.714285714,0.504304196,0.743543706,0.049453593,0.621651897,,,,
0.813953488,0.185033638,0.814966362,0.426325448,0.26971357,,,,
0.673076923,0.499452715,0.750820927,0.088090679,0.613194293,,,,
0.813953488,0.163764342,0.836235658,0.371015347,0.293668434,,,,
0.714285714,0.453152891,0.820270664,0.05097875,0.629409894,,,,
0.813953488,0.153448522,0.846551478,0.361784461,0.294679463,,,,
0.714285714,0.453024522,0.820463218,0.043754973,0.630884921,,,,
0.673076923,0.438344323,0.842483516,0.028003301,0.663967065,,,,
0.714285714,0.314941952,0.685058048,0.152822432,0.487272407,,,,
0.673076923,0.548779683,0.676830476,0.038782753,0.651602095,,,,
0.714285714,0.550512592,0.674231112,0.002636037,0.696059693,,,,
0.692307692,0.364652353,0.95302147,0.041687159,0.65106484,,,,
0.734693878,0.440562227,0.83915666,0.005002189,0.692110298,,,,
0.673076923,0.516181465,0.725727803,0.015531003,0.679759637,,,,
0.714285714,0.321437781,0.678562219,0.126159923,0.526605958,,,,
0.673076923,0.535909314,0.696136029,0.046818195,0.65544993,,,,
0.813953488,0.272279741,0.727720259,0.151230023,0.499005284,,,,
0.673076923,0.488418636,0.767372046,0.041414516,0.660710793,,,,
0.714285714,0.38951527,0.61048473,0.162875885,0.478054932,,,,
0.673076923,0.491463717,0.762804424,0.049487771,0.639594092,,,,
0.714285714,0.560639005,0.659041492,0.010384922,0.684290454,,,,
0.673076923,0.474944613,0.787583081,0.065777013,0.638300422,,,,
0.714285714,0.520664601,0.719003098,0.014996699,0.683323862,,,,
0.837209302,0.111659435,0.888340565,0.429689286,0.27072537,,,,
0.692307692,0.421849296,0.867226055,0.069599238,0.63226323,,,,
0.673076923,0.509624827,0.73556276,0.046766912,0.655422246,,,,
0.813953488,0.228040237,0.771959763,0.1500525,0.499420084,,,,
0.673076923,0.496930654,0.754604019,0.020907162,0.679176616,,,,
0.714285714,0.292543017,0.707456983,0.12603271,0.52590322,,,,
0.714285714,0.287523641,0.712476359,0.215988017,0.295131803,,,,
0.714285714,0.507238826,0.739141761,0.046907203,0.625581131,,,,
0.714285714,0.348675636,0.651324364,0.356434991,0.242979785,,,,
0.714285714,0.508107459,0.737838811,0.053598587,0.620224893,,,,
0.714285714,0.243318469,0.756681531,0.182907862,0.294622644,,,,
0.714285714,0.477784811,0.783322783,0.044762848,0.625532556,,,,
0.813953488,0.287330356,0.712669644,0.443546344,0.246838833,,,,
0.673076923,0.502387345,0.746418982,0.07954106,0.621417239,,,,
0.813953488,0.261518441,0.738481559,0.386955309,0.275092512,,,,
0.714285714,0.456074559,0.815888162,0.044591742,0.638097238,,,,
0.813953488,0.247921953,0.752078047,0.380735677,0.275266024,,,,
0.714285714,0.455916513,0.81612523,0.038199118,0.639506294,,,,
0.813953488,0.234261435,0.765738565,0.373071579,0.239638412,,,,
0.714285714,0.520886269,0.718670596,0.05528972,0.602443656,,,,
0.714285714,0.448516948,0.827224578,0.069860011,0.609119345,,,,
0.714285714,0.532224742,0.701662887,0.0413278,0.630884172,,,,
0.673076923,0.438344323,0.842483516,0.015912108,0.68422537,,,,
0.714285714,0.314941952,0.685058048,0.103053733,0.556550034,,,,
0.673076923,0.453647654,0.819528519,0.047659744,0.652344199,,,,
0.714285714,0.336375772,0.663624228,0.15205585,0.482058882,,,,
0.813953488,0.370286162,0.629713838,0.383027502,0.268235047,,,,
0.673076923,0.491898982,0.762151527,0.056859639,0.628138546,,,,
0.673076923,0.454815121,0.817777318,0.079879709,0.606363188,,,,
0.714285714,0.428504614,0.85724308,0.043612285,0.63977486,,,,
0.673076923,0.509624827,0.73556276,0.023297594,0.677923344,,,,
0.813953488,0.228040237,0.771959763,0.121140516,0.538067647,,,,
0.714285714,0.521175216,0.718237175,0.074340529,0.617333681,,,,
0.714285714,0.482097378,0.776853932,0.039657798,0.637349523,,,,
0.813953488,0.352422598,0.647577402,0.367566615,0.273981837,,,,
0.673076923,0.477245898,0.784131154,0.068591934,0.632383493,,,,
0.714285714,0.319127878,0.680872122,0.26142518,0.249530855,,,,
0.714285714,0.485984049,0.771023927,0.049824479,0.623775935,,,,
0.813953488,0.287330356,0.712669644,0.413853864,0.277174962,,,,
0.714285714,0.475373726,0.78693941,0.04443018,0.638848032,,,,
0.692307692,0.400822854,0.898765719,0.064860436,0.627353399,,,,
0.734693878,0.436434647,0.84534803,0.023700299,0.666098383,,,,
0.692307692,0.400822854,0.898765719,0.067719372,0.64191468,,,,
0.692307692,0.415236299,0.877145552,0.010438217,0.689853447,,,,
0.692307692,0.400822854,0.898765719,0.067686471,0.6419429,,,,
0.692307692,0.415236299,0.877145552,0.010158668,0.690125184,,,,
0.813953488,0.247911227,0.752088773,0.333825476,0.310476111,,,,
0.714285714,0.474339277,0.788491085,0.068681444,0.625745935,,,,
0.813953488,0.247921953,0.752078047,0.379729112,0.27638891,,,,
0.714285714,0.455916513,0.81612523,0.038524055,0.63899171,,,,
0.673076923,0.486697644,0.769953535,0.020280804,0.679796787,,,,
0.714285714,0.277198278,0.722801722,0.125061599,0.527122223,,,,
0.673076923,0.438344323,0.842483516,0.036605727,0.663984255,,,,
0.714285714,0.314941952,0.685058048,0.152512564,0.48770374,,,,
0.813953488,0.230046465,0.769953535,0.15708894,0.493284012,,,,
0.714285714,0.277198278,0.722801722,0.077419972,0.593280369,,,,
0.813953488,0.247911227,0.752088773,0.335992573,0.307947435,,,,
0.673076923,0.474339277,0.788491085,0.077996273,0.623317643,,,,
0.813953488,0.211959735,0.788040265,0.534804573,0.261107941,,,,
0.673076923,0.52162561,0.717561585,0.093459465,0.609727151,,,,
0.813953488,0.247921953,0.752078047,0.406672017,0.246332448,,,,
0.673076923,0.44161431,0.837578534,0.077768453,0.622451302,,,,
0.837209302,0.058672627,0.941327373,0.584199434,0.207852085,,,,
0.734693878,0.107830668,0.892169332,0.390018136,0.230037198,,,,
0.837209302,0.111659435,0.888340565,0.704925195,0.135146186,,,,
0.837209302,0.093934554,0.906065446,0.391051611,0.237672887,,,,
0.666666667,0.356268372,0.643731628,0.18455265,0.250731243,,,,
0.714285714,0.425068832,0.862396752,0.040147237,0.63241381,,,,
0.744680851,0.252099193,0.747900807,0.479285524,0.069075467,,,,
0.744680851,0.214916978,0.785083022,0.312018415,0.225716488,,,,
0.744680851,0.262183631,0.737816369,0.338825329,0.2141361,,,,
0.833333333,0.310191954,0.689808046,0.3262021,0.234478667,,,,
0.833333333,0.288630927,0.711369073,0.537051616,0.038937908,,,,
0.833333333,0.25387904,0.74612096,0.322278857,0.227667183,,,,
0.813953488,0.352422598,0.647577402,0.365085068,0.276858007,,,,
0.714285714,0.477245898,0.784131154,0.060091153,0.634842408,,,,
0.813953488,0.316878113,0.683121887,0.538297065,0.243178718,,,,
0.714285714,0.497497137,0.753754294,0.059525701,0.620339,,,,
0.837209302,0.04697853,0.95302147,0.45018186,0.306407421,,,,
0.734693878,0.421495307,0.867757039,0.045918617,0.631133577,,,,
0.837209302,0.101234281,0.898765719,0.554640047,0.254732343,,,,
0.734693878,0.361709661,0.957435508,0.057046862,0.626784068,,,,
0.673076923,0.516181465,0.725727803,0.020332857,0.679779419,,,,
0.714285714,0.321437781,0.678562219,0.125841886,0.527043067,,,,
0.673076923,0.466325973,0.80051104,0.036948332,0.664044703,,,,
0.714285714,0.358319026,0.641680974,0.153312631,0.48788361,,,,
0.813953488,0.274272197,0.725727803,0.15733586,0.493656388,,,,
0.714285714,0.321437781,0.678562219,0.077424385,0.593651138,,,,
0.673076923,0.530618408,0.704072388,0.001864509,0.698145863,,,,
0.714285714,0.343129406,0.656870594,0.087470901,0.581011126,,,,
0.714285714,0.497210732,0.754183902,0.043486144,0.639071604,,,,
0.714285714,0.481363814,0.777954279,0.022597118,0.66007374,,,,
0.714285714,0.395999579,0.906000631,0.086782019,0.613467877,,,,
0.714285714,0.504304196,0.743543706,0.043864618,0.625358251,,,,
0.6,0.534194703,0.698707946,0.051482816,0.604363171,,,,
0.714285714,0.463188572,0.805217143,0.040131941,0.636512981,,,,
0.760869565,0.511760434,0.732359348,0.07779467,0.590736131,,,,
0.714285714,0.417272767,0.874090849,0.047000124,0.647697559,,,,
0.813953488,0.241503839,0.758496161,0.404136615,0.16756673,,,,
0.813953488,0.204321623,0.795678377,0.277749644,0.296139459,,,,
0.813953488,0.251588277,0.748411723,0.303640465,0.282469869,,,,
0.714285714,0.300746317,0.699253683,0.274483652,0.311547808,,,,
0.813953488,0.278035573,0.721964427,0.489492546,0.110226287,,,,
0.813953488,0.243283686,0.756716314,0.275956751,0.300279684,,,,
0.813953488,0.370286162,0.629713838,0.382853164,0.268431568,,,,
0.673076923,0.491898982,0.762151527,0.07398931,0.628224056,,,,
0.673076923,0.511159072,0.733261392,0.070297775,0.636207284,,,,
0.714285714,0.560238153,0.659642771,0.018250565,0.67985111,,,,
0.673076923,0.511159072,0.733261392,0.05150676,0.653995659,,,,
0.813953488,0.340357229,0.659642771,0.162638399,0.485720121,,,,
0.673076923,0.491463717,0.762804424,0.064937758,0.639604297,,,,
0.714285714,0.539440657,0.690839015,0.014258124,0.684174036,,,,
0.673076923,0.509624827,0.73556276,0.017305594,0.67783648,,,,
0.813953488,0.228040237,0.771959763,0.123023367,0.53555078,,,,
0.813953488,0.352422598,0.647577402,0.36773687,0.273784507,,,,
0.673076923,0.477245898,0.784131154,0.050663378,0.634548178,,,,
0.673076923,0.488418636,0.767372046,0.032029551,0.660693726,,,,
0.714285714,0.38951527,0.61048473,0.163192617,0.477623332,,,,
0.813953488,0.185033638,0.814966362,0.424002937,0.272057659,,,,
0.714285714,0.483049419,0.775425872,0.055438731,0.615524021,,,,
0.714285714,0.319127878,0.680872122,0.26310029,0.246644426,,,,
0.714285714,0.523585694,0.71462146,0.050807555,0.624009377,,,,
0.813953488,0.327951863,0.672048137,0.365857031,0.271855296,,,,
0.673076923,0.458337091,0.812494364,0.050889917,0.633780736,,,,
0.744680851,0.232303342,0.767696658,0.325056624,0.295125278,,,,
0.744680851,0.431221199,0.853168201,0.051827676,0.607562003,,,,
0.714285714,0.507181084,0.739228374,0.043857274,0.638546863,,,,
0.714285714,0.491109118,0.763336324,0.023475445,0.659651594,,,,
0.813953488,0.327951863,0.672048137,0.34035763,0.301696005,,,,
0.714285714,0.431323472,0.853014792,0.039372793,0.645334274,,,,
0.813953488,0.370286162,0.629713838,0.357429154,0.297090598,,,,
0.714285714,0.464885363,0.802671955,0.040153888,0.646038151,,,,
0.673076923,0.511159072,0.733261392,0.053977958,0.636197828,,,,
0.714285714,0.581436501,0.627845248,0.013339796,0.679967593,,,,
0.714285714,0.320667936,0.679332064,0.298951211,0.291955959,,,,
0.714285714,0.557282783,0.664075825,0.037652811,0.637092487,,,,
0.813953488,0.192925588,0.807074412,0.504497618,0.228265495,,,,
0.714285714,0.346903127,0.653096873,0.298882214,0.282531698,,,,
0.813953488,0.185033638,0.814966362,0.423796461,0.272266053,,,,
0.714285714,0.472439096,0.791341356,0.061722636,0.615637142,,,,
0.673076923,0.466518397,0.800222404,0.064911459,0.638986159,,,,
0.714285714,0.510522608,0.734216089,0.014384998,0.684000083,,,,
0.692307692,0.364652353,0.95302147,0.053608227,0.6508681,,,,
0.734693878,0.428284441,0.857573339,0.011658665,0.683165614,,,,
0.673076923,0.548779683,0.676830476,0.051083353,0.651613895,,,,
0.714285714,0.529314243,0.706028635,0.003687619,0.695938064,,,,
0.714285714,0.488964589,0.766553116,0.073538798,0.621548627,,,,
0.714285714,0.497654286,0.753518572,0.042932769,0.639460094,,,,
0.673076923,0.496930654,0.754604019,0.015961477,0.679157092,,,,
0.714285714,0.292543017,0.707456983,0.126349556,0.525465543,,,,
0.813953488,0.230046465,0.769953535,0.158955124,0.490828269,,,,
0.714285714,0.277198278,0.722801722,0.079817919,0.589974916,,,,
0.714285714,0.447325658,0.829011513,0.043608529,0.639756672,,,,
0.714285714,0.507111304,0.739333044,0.029492949,0.649526841,,,,
0.714285714,0.552494236,0.671258645,0.069451296,0.623330503,,,,
0.714285714,0.495394574,0.756908138,0.029333021,0.652761658,,,,
0.673076923,0.535909314,0.696136029,0.025502499,0.675909046,,,,
0.813953488,0.272279741,0.727720259,0.122029477,0.537814743,,,,
0.813953488,0.327951863,0.672048137,0.363247952,0.274908574,,,,
0.714285714,0.458337091,0.812494364,0.060436405,0.634068865,,,,
0.714285714,0.400304981,0.899542529,0.062139517,0.623717557,,,,
0.714285714,0.532224742,0.701662887,0.035737311,0.638235136,,,,
0.673076923,0.466518397,0.800222404,0.044600815,0.658333826,,,,
0.813953488,0.265783911,0.734216089,0.15345381,0.493553756,,,,
0.692307692,0.364652353,0.95302147,0.035905667,0.667183537,,,,
0.734693878,0.172012488,0.827987512,0.147329031,0.511519795,,,,
0.673076923,0.548779683,0.676830476,0.028867306,0.672923649,,,,
0.813953488,0.293971365,0.706028635,0.134777502,0.523445587,,,,
0.714285714,0.46195097,0.807073545,0.047543892,0.635947459,,,,
0.714285714,0.521736616,0.717395076,0.031583896,0.646170413,,,,
0.837209302,0.111659435,0.888340565,0.683104995,0.152630627,,,,
0.837209302,0.093934554,0.906065446,0.372453131,0.259661242,,,,
0.813953488,0.257758261,0.742241739,0.375031757,0.209777061,,,,
0.714285714,0.536595483,0.695106776,0.050358507,0.609599888,,,,
0.813953488,0.261518441,0.738481559,0.387968713,0.273979714,,,,
0.714285714,0.456074559,0.815888162,0.044213867,0.638621808,,,,
0.673076923,0.421528818,0.867706773,0.082755831,0.61608348,,,,
0.714285714,0.496544966,0.75518255,0.048864705,0.62743704,,,,
0.714285714,0.279719475,0.720280525,0.211631132,0.275009547,,,,
0.714285714,0.472035782,0.791946327,0.038912302,0.636139908,,,,
0.813953488,0.22274311,0.77725689,0.332000273,0.308215767,,,,
0.714285714,0.476716581,0.784925129,0.050994431,0.624815455,,,,
0.813953488,0.153448522,0.846551478,0.361328544,0.295190244,,,,
0.714285714,0.453024522,0.820463218,0.044119969,0.630308376,,,,
0.673076923,0.511645783,0.732531326,0.10572859,0.602415985,,,,
0.714285714,0.46195097,0.807073545,0.047373478,0.636734507,,,,
0.714285714,0.428504614,0.85724308,0.043780048,0.63899218,,,,
0.714285714,0.488290259,0.767564611,0.029973013,0.648634681,,,,
0.734693878,0.337638734,0.993541898,0.089697666,0.611240639,,,,
0.734693878,0.39742438,0.90386343,0.052483419,0.621894052,,,,
0.837209302,0.101234281,0.898765719,0.568599213,0.264705288,,,,
0.734693878,0.337638734,0.993541898,0.063586755,0.618921308,,,,
0.813953488,0.127173338,0.872826662,0.35342875,0.258852751,,,,
0.714285714,0.277049401,0.722950599,0.286265328,0.301035175,,,,
0.673076923,0.491463717,0.762804424,0.045480039,0.658087014,,,,
0.813953488,0.309160985,0.690839015,0.152619373,0.495909974,,,,
0.813953488,0.293403058,0.706596942,0.509603738,0.172807924,,,,
0.813953488,0.260443056,0.739556944,0.302368215,0.297445096,,,,
0.673076923,0.518747438,0.721878843,0.024247638,0.67703293,,,,
0.813953488,0.243384977,0.756615023,0.122198464,0.536783953,,,,
0.813953488,0.211520947,0.788479053,0.300742212,0.328324178,,,,
0.714285714,0.505705357,0.741441964,0.02946413,0.64867951,,,,
0.714285714,0.538839222,0.691741166,0.042697455,0.640596906,,,,
0.714285714,0.524671009,0.712993487,0.025141766,0.657022947,,,,
0.673076923,0.466518397,0.800222404,0.04889067,0.639486486,,,,
0.714285714,0.531720956,0.702418566,0.01030944,0.684360505,,,,
0.673076923,0.474944613,0.787583081,0.04957375,0.638807977,,,,
0.714285714,0.54186295,0.687205576,0.010754073,0.683691533,,,,
0.714285714,0.488964589,0.766553116,0.073647376,0.621432795,,,,
0.714285714,0.507113266,0.739330101,0.037968334,0.639258602,,,,
0.738095238,0.143456957,0.856543043,0.478584004,0.136651909,,,,
0.738095238,0.125732077,0.874267923,0.224284495,0.239663294,,,,
0.673076923,0.509624827,0.73556276,0.035435275,0.655410262,,,,
0.714285714,0.277198278,0.722801722,0.125377639,0.526685348,,,,
0.692307692,0.364652353,0.95302147,0.035571527,0.667488928,,,,
0.734693878,0.172012488,0.827987512,0.144513165,0.515122175,,,,
0.673076923,0.474944613,0.787583081,0.04565097,0.657468571,,,,
0.813953488,0.280996902,0.719003098,0.154476365,0.492371909,,,,
0.813953488,0.327951863,0.672048137,0.341226769,0.300678894,,,,
0.714285714,0.431323472,0.853014792,0.038869801,0.646032636,,,,
0.673076923,0.474944613,0.787583081,0.045642277,0.65747667,,,,
0.813953488,0.280996902,0.719003098,0.152775208,0.494658394,,,,
0.744680851,0.232303342,0.767696658,0.290008732,0.338779227,,,,
0.744680851,0.461807724,0.807288414,0.024418249,0.651996959,,,,
0.837209302,0.058672627,0.941327373,0.560298985,0.227986572,,,,
0.734693878,0.107830668,0.892169332,0.356862638,0.269988803,,,,
0.837209302,0.058672627,0.941327373,0.548126191,0.218923715,,,,
0.734693878,0.143092595,0.856907405,0.338237485,0.287438054,,,,
0.673076923,0.548779683,0.676830476,0.028806988,0.672980225,,,,
0.813953488,0.293971365,0.706028635,0.133079679,0.525669683,,,,
0.714285714,0.46195097,0.807073545,0.048043631,0.635274196,,,,
0.714285714,0.521736616,0.717395076,0.037853179,0.640543611,,,,
0.837209302,0.111659435,0.888340565,0.68349566,0.152317589,,,,
0.837209302,0.093934554,0.906065446,0.37236505,0.259765376,,,,
0.714285714,0.507181084,0.739228374,0.043599541,0.638908001,,,,
0.714285714,0.491109118,0.763336324,0.024152829,0.66006459,,,,
0.813953488,0.257758261,0.742241739,0.373764872,0.21143307,,,,
0.714285714,0.536595483,0.695106776,0.052912621,0.608777847,,,,
0.714285714,0.428827027,0.856759459,0.038065592,0.639712262,,,,
0.714285714,0.478615871,0.782076193,0.028911807,0.649070003,,,,
0.744680851,0.232303342,0.767696658,0.293192174,0.331607342,,,,
0.729166667,0.461807724,0.807288414,0.017337751,0.666992967,,,,
0.673076923,0.518747438,0.721878843,0.026360295,0.675060299,,,,
0.813953488,0.243384977,0.756615023,0.123860691,0.534563776,,,,
0.673076923,0.481138658,0.778292012,0.092329922,0.610432043,,,,
0.714285714,0.487516181,0.768725728,0.007586615,0.686333553,,,,
S5,2_3,60,0.4,0.833333333,0.288630927,0.711369073,0.038937908,0.537051616
jac,LIP,MLMSSM,avgConf,cc,,,,
0.46,0.534725146,0.697912281,0.078283216,0.584686835,,,,
0.46,0.534725146,0.697912281,0.080322878,0.582760061,,,,
0.433962264,0.540488051,0.689267923,0.060873559,0.63953328,,,,
0.406779661,0.398572864,0.601427136,0.174841968,0.455221245,,,,
0.433962264,0.544171636,0.683742545,0.073074817,0.624323943,,,,
0.406779661,0.398572864,0.601427136,0.149275932,0.491013695,,,,
0.46,0.508432474,0.737351289,0.078642587,0.58405578,,,,
0.46,0.508432474,0.737351289,0.080693567,0.582116551,,,,
0.433962264,0.515123479,0.727314781,0.061607864,0.638762259,,,,
0.4,0.398572864,0.601427136,0.175029223,0.454959088,,,,
0.433962264,0.515123479,0.727314781,0.061607864,0.638762259,,,,
0.4,0.398572864,0.601427136,0.175029223,0.454959088,,,,
0.433962264,0.508432474,0.737351289,0.087989378,0.614658063,,,,
0.377358491,0.515496044,0.726755935,0.077834433,0.575485324,,,,
0.46,0.515123479,0.727314781,0.05403077,0.617021871,,,,
0.433962264,0.515123479,0.727314781,0.081730835,0.618501887,,,,
S5,2_3,60,0.6,0.4,0.398572864,0.601427136,0.454959088,0.175029223
jac,LIP,MLMSSM,avgConf,cc,,,,
0.255319149,0.382159596,0.617840404,0.105890955,0.618476097,,,,
0.315789474,0.382159596,0.617840404,0.116919716,0.609537433,,,,
0.268292683,0.323808407,0.676191593,0.073692713,0.602195365,,,,
0.285714286,0.288506788,0.711493212,0.09841808,0.592292246,,,,
0.206896552,0.30822589,0.69177411,0.0088013,0.644613729,,,,
0.266666667,0.297630536,0.702369464,0.061450063,0.619862762,,,,
0.214285714,0.115147769,0.442426116,0,-0.812474855,,,,
0.218181818,0.115147769,0.442426116,0,-0.73412118,,,,
0.255319149,0.382159596,0.617840404,0.109515771,0.615685403,,,,
0.315789474,0.382159596,0.617840404,0.121308343,0.606621757,,,,
0.206896552,0.115147769,0.442426116,0,-0.708618602,,,,
0.285714286,0.245299887,0.754700113,0.014411288,0.68067114,,,,
0.214285714,0.115147769,0.442426116,0,-0.726300935,,,,
0.266666667,0.380775762,0.619224238,0.000464873,0.698621453,,,,
0.266666667,0.297630536,0.702369464,0.047003484,0.638702595,,,,
0.230769231,0.53881726,0.69177411,0.001377529,0.697770328,,,,
0.268292683,0.323808407,0.676191593,0.079841545,0.594877419,,,,
0.268292683,0.323808407,0.676191593,0.086700372,0.58679006,,,,
0.244444444,0.349866313,0.650133687,0.098016648,0.57953374,,,,
0.25,0.391515504,0.608484496,0.047360224,0.565900517,,,,
0.222222222,0.115147769,0.442426116,0,-0.856493617,,,,
0.222222222,0.115147769,0.442426116,0,-0.836333798,,,,
0.266666667,0.297630536,0.702369464,0.041431201,0.645969428,,,,
0.297297297,0.339279726,0.660720274,0.043636236,0.574176523,,,,
0.266666667,0.297630536,0.702369464,0.050735345,0.633835862,,,,
0.234042553,0.339279726,0.660720274,0.021130103,0.598993989,,,,
S5,2_3,60,0.8,0.25,0.391515504,0.608484496,0.565900517,0.047360224
jac,LIP,MLMSSM,avgConf,cc,,,,
0.9875,0.218786137,0.781213863,0.353595098,0.276860441,,,,
0.9875,0.279556962,0.720443038,0.117496468,0.461581105,,,,
0.9875,0.46986837,0.795197445,0.003550699,0.692989172,,,,
0.9875,0.148255121,0.851744879,0.383554476,0.254540144,,,,
0.9875,0.200932697,0.799067303,0.456888786,0.209924636,,,,
0.9875,0.503406126,0.744890811,0.01026945,0.681358173,,,,
0.9875,0.188466495,0.811533505,0.200041323,0.363170798,,,,
0.9875,0.138055108,0.861944892,0.491137959,0.189045439,,,,
0.9875,0.176042988,0.823957012,0.354513449,0.274885003,,,,
0.9875,0.441981613,0.837027581,0.003732093,0.692603074,,,,
0.9875,0.112825481,0.887174519,0.382024361,0.252527407,,,,
1,0.376174787,0.93573782,0.017863369,0.67271508,,,,
1,0.054255751,0.945744249,0.605005499,0.23274748,,,,
0.9875,0.162827672,0.837172328,0.457828264,0.207897395,,,,
0.9875,0.15117541,0.84882459,0.200003658,0.361932821,,,,
0.9875,0.106469992,0.893530008,0.489250529,0.1870058,,,,
1,0.054255751,0.945744249,0.754860531,0.169678783,,,,
0.9875,0.477113454,0.784329819,0.010437884,0.681006304,,,,
0.9875,0.235317459,0.764682541,0.117724655,0.460556623,,,,
1,0.063176367,0.936823633,0.286544891,0.322753251,,,,
S5,2_3,80,0,1,0.054255751,0.945744249,0.169678783,0.754860531
jac,LIP,MLMSSM,avgConf,cc,,,,
0.984375,0.218786137,0.781213863,0.313286779,0.298238273,,,,
0.984375,0.291851954,0.708148046,0.077159385,0.522849186,,,,
0.984375,0.217097546,0.782902454,0.092726932,0.494065463,,,,
0.984375,0.148255121,0.851744879,0.33678481,0.278208317,,,,
0.984375,0.200932697,0.799067303,0.412012264,0.22230511,,,,
0.875,0.512600481,0.731099279,0.011258358,0.686440936,,,,
0.875,0.468172018,0.797741974,0.025434564,0.669866203,,,,
0.984375,0.138055108,0.861944892,0.43892899,0.20379173,,,,
0.984375,0.313543578,0.686456422,0.079899158,0.516805832,,,,
0.875,0.52549237,0.711761446,0.01423793,0.682932485,,,,
0.875,0.487841135,0.768238298,0.028102755,0.666869438,,,,
0.984375,0.176042988,0.823957012,0.314430007,0.296241959,,,,
0.984375,0.175267411,0.824732589,0.093129752,0.492673052,,,,
0.984375,0.178458648,0.821541352,0.344013195,0.273983409,,,,
1,0.076557172,0.923442828,0.140104795,0.461414577,,,,
0.984375,0.220490144,0.779509856,0.418282198,0.21776429,,,,
0.875,0.486307808,0.770538288,0.011853406,0.685711645,,,,
0.875,0.443311294,0.835033058,0.02607832,0.669072695,,,,
0.984375,0.164981205,0.835018795,0.447683916,0.199777839,,,,
0.984375,0.162827672,0.837172328,0.413266408,0.220181059,,,,
0.984375,0.106469992,0.893530008,0.439713836,0.201683475,,,,
1,0.054255751,0.945744249,0.539703324,0.263246255,,,,
1,0.054255751,0.945744249,0.686069493,0.191314824,,,,
0.984375,0.247612451,0.752387549,0.076908191,0.521936143,,,,
0.969230769,0.123250635,0.876749365,0.322847151,0.288195723,,,,
0.888888889,0.384645266,0.923032101,0.03635982,0.659996593,,,,
0.969230769,0.251149259,0.748850741,0.301319272,0.309692294,,,,
0.984375,0.250192394,0.749807606,0.096092276,0.488140937,,,,
S5,2_3,80,0.2,1,0.054255751,0.945744249,0.191314824,0.686069493
jac,LIP,MLMSSM,avgConf,cc,,,,
0.734375,0.514853161,0.727720259,0.004884493,0.693552805,,,,
0.734375,0.465016889,0.802474667,0.022438241,0.670916319,,,,
0.734375,0.427318599,0.859022101,0.086583962,0.58689304,,,,
0.734375,0.474339277,0.788491085,0.079166645,0.599253958,,,,
0.758064516,0.342463031,0.657536969,0.048565503,0.618172931,,,,
0.734375,0.467288465,0.799067303,0.108750576,0.589170689,,,,
0.734375,0.503406126,0.744890811,0.021570847,0.672811017,,,,
0.734375,0.458977663,0.811533505,0.043938482,0.645708987,,,,
0.734375,0.185033638,0.814966362,0.340996038,0.299369273,,,,
0.921568627,0.247911227,0.752088773,0.3076009,0.31563687,,,,
0.734375,0.485360158,0.771959763,0.005374216,0.69290064,,,,
0.734375,0.437130132,0.844304802,0.022989062,0.670166499,,,,
0.734375,0.40369884,0.89445174,0.087292743,0.585775508,,,,
0.921568627,0.289937863,0.710062137,0.312234315,0.261861065,,,,
0.734375,0.480326763,0.779509856,0.111569734,0.586554311,,,,
0.734375,0.477113454,0.784329819,0.022084873,0.67213748,,,,
0.734375,0.43411694,0.84882459,0.044521125,0.644918134,,,,
