Scene,Sindex,Num,Noise_Rate,Jaccard,LIP,MLMSSM,best_argminC,best_avgConf,inertia,silhouette,calinski_harabasz
S5,3_4,20,0.8,0.23529411764705882,0.09395705987105685,0.4530214700644716,-0.7682054019726685,0.21029998941572803,1.0,-1.0,0.0
S5,3_5,20,0.0,1.0,0.006612859781764957,0.993387140218235,0.25517863323792445,0.6070109983896071,0.02317942573637121,0.9072952902231147,731.8201225238834
S5,3_5,20,0.2,0.8823529411764706,0.05359138971729349,0.9464086102827065,0.3583679207698867,0.4520407055626848,0.11224148784096094,0.7748390096143465,140.19500534221785
S5,3_5,20,0.4,0.7142857142857143,0.05359138971729349,0.9464086102827065,0.3936981578498513,0.2633243373911479,0.16321435602047324,0.7057999571441416,91.91383622686143
S5,3_5,20,0.6,0.4444444444444444,0.12903494661876058,0.8709650533812394,0.6706264689475565,0.02624140284683914,0.19096334183060237,0.7304295292122887,76.21032973433333
S5,3_5,20,0.8,0.21052631578947367,0.3629213659586914,0.6370786340413086,0.38517307410314894,0.37159712458317895,0.12883290872894398,0.7859288360072811,117.3356999668245
S5,4_5,20,0.0,0.9,0.07133476227208901,0.928665237727911,0.1926138650318041,0.48344207084867374,0.030162458777942595,0.9223382909431432,578.7189524768979
S5,4_5,20,0.2,0.9411764705882353,0.006612859781764957,0.993387140218235,0.19038586117042833,0.6724628215287969,0.06863686107934344,0.8446952521825887,242.49871348004996
S5,4_5,20,0.4,0.7058823529411765,0.12367426825374672,0.8763257317462533,0.11340113404505822,0.7931056095819365,0.07789485676740067,0.864918092123084,212.2749669600713
S5,4_5,20,0.6,0.5333333333333333,0.4632047082716023,0.5367952917283977,0.4214068724694427,0.273130573777519,0.21496441576682446,0.6547408762983281,62.0440891496435
S5,4_5,20,0.8,0.10526315789473684,0.7129889365132934,0.2870110634867066,0.6105720828119631,0.06240321747090409,0.23046929798095733,0.6343469768104885,55.034358282464474
