mu,10,gamma,0.6,min_support,0.3
Scene,Sindex,Num,Noise_Rate,Jaccard,LIP,MLMSSM,best_argminC,best_avgConf
jac,LIP,MLMSSM,avgConf,cc
1.0,0.0,1.0,0.041752783986777536,-0.6195554014630231
0.8,0.5,1.0,0.053582592790168984,0.547051431161933
1.0,0.0,1.0,0.04154036609754131,-0.6194559130767335
0.8,0.5,1.0,0.05360841349558332,0.5470259159838334
1.0,0.0,1.0,0.313956524862513,-0.7470451859585303
1.0,0.0,1.0,0.3411976204083943,-0.7598038695438208
1.0,0.0,1.0,0.3137923273802942,-0.7469682821600908
1.0,0.0,1.0,0.3412884507522158,-0.7598464109906143
1.0,0.0,1.0,0.12742104080968927,-0.6596791248377314
1.0,0.0,1.0,0.015199131434207253,-0.6071186897903456
1.0,0.0,1.0,0.10272426371466033,-0.6481121023587266
1.0,0.0,1.0,0.12667604696908438,-0.659330198317164
1.0,0.0,1.0,0.00280935122968941,-0.6013157922873984
1.0,0.0,1.0,0.03936941415275253,-0.6184391225113255
1.0,0.0,1.0,0.10289673043958256,-0.6481928791530581
1.0,0.0,1.0,0.01491805447991028,-0.6069870441332554
S2,1,10,0,1.0,0.0,1.0,-0.7598464109906143,0.3412884507522158
jac,LIP,MLMSSM,avgConf,cc
0.7777777777777778,0.6666666666666667,1.0,0.07679443241872756,0.5505123123706699
0.7777777777777778,0.6666666666666667,1.0,0.030436136820496673,0.5802686828351882
0.7777777777777778,0.6744959662786709,0.976512101163987,0.044457330514734,0.537415580978558
0.7777777777777778,0.6744959662786709,0.976512101163987,0.0020053523703340817,0.5971769827027955
0.7777777777777778,0.6744959662786709,0.976512101163987,0.07552726074779904,0.4945931184642753
S2,1,10,0.2,0.7777777777777778,0.6744959662786709,0.976512101163987,0.4945931184642753,0.07552726074779904
jac,LIP,MLMSSM,avgConf,cc
0.6,0.5,1.0,0.009788786973748702,0.576866463921984
0.5,0.5,1.0,0.032880515641711974,0.5613548300577579
0.625,0.5,1.0,0.004556671645530257,0.5895530217935221
0.6,0.5117439494180065,0.976512101163987,0.025596260361499295,0.5506264365253235
0.6,0.5117439494180065,0.976512101163987,0.03235651979079535,0.5375863246760284
0.5,0.6744959662786709,0.976512101163987,0.03184921820652662,0.536368166032152
0.625,0.5117439494180065,0.976512101163987,0.06202906204153527,0.46888812682072073
0.625,0.5117439494180065,0.976512101163987,0.0691776578289745,0.45377801950255653
0.625,0.5117439494180065,0.976512101163987,0.06695541393019264,0.45847521386018547
0.625,0.5117439494180065,0.976512101163987,0.07193524373928042,0.4479492637185194
0.625,0.5117439494180065,0.976512101163987,0.07436310795110318,0.4428174462419974
0.625,0.5117439494180065,0.976512101163987,0.0739928118270015,0.44360014739632875
0.5,0.6744959662786709,0.976512101163987,0.002062273634398129,0.5960902067878078
0.75,0.6744959662786709,0.976512101163987,0.013694506994735447,0.5665682837248937
0.5555555555555556,0.5,1.0,0.09213019038899493,0.5364056015809917
0.5,0.6744959662786709,0.976512101163987,0.027366136244719286,0.5476108352606369
0.6666666666666666,0.0,1.0,0.49280140826025465,0.2526969895410323
0.625,0.5,1.0,0.28960824656852013,0.4057257905873666
0.6666666666666666,0.0,1.0,0.19274363546528817,0.46416344652865044
0.6666666666666666,0.0,1.0,0.5048043805670938,0.24423786514173806
0.7142857142857143,0.5,1.0,0.1343801142443536,0.4597754053683292
0.625,0.5117439494180065,0.976512101163987,0.06489318673316727,0.46283417822018497
0.7142857142857143,0.5,1.0,0.16226936005109177,0.43067319623698663
0.7142857142857143,0.5,1.0,0.20687826141429796,0.38412415774424247
S2,1,10,0.4,0.6666666666666666,0.0,1.0,0.24423786514173806,0.5048043805670938
jac,LIP,MLMSSM,avgConf,cc
0.4,0.5117439494180065,0.976512101163987,0.010311660322342067,0.5845418480464959
0.4,0.023487898836012988,0.976512101163987,0.13298623894372788,-0.7332971660718468
0.4444444444444444,0.5800412096806458,0.8399175806387085,0.036115046166858907,0.5527221213815665
0.4,0.5117439494180065,0.976512101163987,0.010814693169040723,0.5800168838792709
0.4,0.5800412096806458,0.8399175806387085,0.02095088456426382,0.5187837967582198
0.4,0.5117439494180065,0.976512101163987,0.011948407283418661,0.5755921160105657
0.4,0.023487898836012988,0.976512101163987,0.06592284127569627,-0.6660769715065991
0.4,0.5800412096806458,0.8399175806387085,0.013833338120528546,0.5130015468036712
0.4,0.023487898836012988,0.976512101163987,0.12126114600943687,-0.7215446594028571
S2,1,10,0.6,0.4,0.5800412096806458,0.8399175806387085,0.5130015468036712,0.013833338120528546
jac,LIP,MLMSSM,avgConf,cc
0.125,0.5818209521810539,0.8363580956378922,0.1490966426857107,0.5032886642038633
0.125,0.5818209521810539,0.8363580956378922,0.13042645118129642,0.5153990586932131
0.2,0.5800412096806458,0.8399175806387085,0.11100779098068628,0.5024803143025584
0.2,0.023487898836012988,0.976512101163987,0.012216591139339743,-0.6189247674481276
0.2,0.023487898836012988,0.976512101163987,0.009926828003723997,-0.615377686731537
0.2,0.023487898836012988,0.976512101163987,0.03217210714372089,-0.6498379326169436
0.2,0.023487898836012988,0.976512101163987,0.03182948588857925,-0.6493071767373053
0.2,0.023487898836012988,0.976512101163987,0.026571684795274875,-0.6411622972169554
0.125,0.5818209521810539,0.8363580956378922,0.10947713016420273,0.5289878074610577
0.2,0.5800412096806458,0.8399175806387085,0.08784471655092385,0.5472931700694457
0.125,0.5818209521810539,0.8363580956378922,0.15251893867253338,0.5010687965367351
0.125,0.5818209521810539,0.8363580956378922,0.12061325242781447,0.5217643768035798
S2,1,10,0.8,0.125,0.5818209521810539,0.8363580956378922,0.5010687965367351,0.15251893867253338
jac,LIP,MLMSSM,avgConf,cc
1.0,0.0,1.0,0.0913135885916327,-0.6424843058526595
1.0,0.0,1.0,0.07199718144492438,-0.6334972080739785
S2,1,20,0,1.0,0.0,1.0,-0.6424843058526595,0.0913135885916327
jac,LIP,MLMSSM,avgConf,cc
0.7647058823529411,0.6666666666666667,1.0,0.020666741565227943,0.5686660097197462
0.7647058823529411,0.6666666666666667,1.0,0.01574061940584297,0.5763581747971294
0.7647058823529411,0.6666666666666667,1.0,0.12782167661031266,0.5157523567082816
0.875,0.5,1.0,0.009146444553336058,0.5852701081986015
0.6470588235294118,0.5,1.0,0.013939218919445266,0.5787840883682471
0.7647058823529411,0.6666666666666667,1.0,0.02304813171085414,0.5650554523688918
0.7647058823529411,0.6666666666666667,1.0,0.15389054208891215,0.4968595265828548
0.875,0.5,1.0,0.10169568040329416,0.524352095418394
0.9411764705882353,0.5,1.0,0.13410184426981922,0.5070278822122195
0.8823529411764706,0.6666666666666667,1.0,0.13348149377041835,0.5104244153446466
0.8823529411764706,0.6666666666666667,1.0,0.13291094815543952,0.5108072920685329
0.7647058823529411,0.6666666666666667,1.0,0.14058055136533784,0.5057461062977487
S2,1,20,0.2,0.7647058823529411,0.6666666666666667,1.0,0.4968595265828548,0.15389054208891215
jac,LIP,MLMSSM,avgConf,cc
0.631578947368421,0.5,1.0,0.009056127396597854,0.5536664706379391
0.75,0.5012487030999995,0.997502593800001,0.06276936820353803,0.5475340580594978
0.6,0.023487898836012988,0.976512101163987,0.04101967357776755,-0.6502006883918614
0.75,0.5012487030999995,0.997502593800001,0.02178464382067174,0.5818901030885854
0.631578947368421,0.5299730295432036,0.9400539409135928,0.009117461528857644,0.5536492139824493
0.6,0.5117439494180065,0.976512101163987,0.00857923729515297,0.5815330685542774
0.6,0.5117439494180065,0.976512101163987,0.03583779320959913,0.534696506215238
0.6,0.5117439494180065,0.976512101163987,0.006050356425818927,0.5869765209314224
S2,1,20,0.4,0.6,0.5117439494180065,0.976512101163987,0.534696506215238,0.03583779320959913
jac,LIP,MLMSSM,avgConf,cc
0.4,0.5117439494180065,0.976512101163987,0.22740524426976372,0.27502779313910286
0.4,0.5117439494180065,0.976512101163987,0.17883426195391938,0.3357040442452569
0.3,0.6744959662786709,0.976512101163987,0.002689482393066401,0.5941660139776113
0.4,0.6744959662786709,0.976512101163987,0.071192951543937,0.4795429531381744
0.4,0.5117439494180065,0.976512101163987,0.12183980143304889,0.42085825608579686
0.3,0.6744959662786709,0.976512101163987,0.005214118999394946,0.5886896090340791
0.42105263157894735,0.5800412096806458,0.8399175806387085,0.12348001971179713,0.07130803268156594
0.4,0.6744959662786709,0.976512101163987,0.06532984847208674,0.489463206002613
0.4444444444444444,0.5800412096806458,0.8399175806387085,0.12938601762589289,0.046020916081895305
0.3,0.6744959662786709,0.976512101163987,0.003981051745049146,0.5913643605569239
0.42105263157894735,0.5800412096806458,0.8399175806387085,0.1285462055580451,0.04961665485294905
0.4444444444444444,0.5800412096806458,0.8399175806387085,0.0,0.23436092314381912
0.42105263157894735,0.5800412096806458,0.8399175806387085,0.0,0.20115865242878161
S2,1,20,0.6,0.4444444444444444,0.5800412096806458,0.8399175806387085,0.046020916081895305,0.12938601762589289
jac,LIP,MLMSSM,avgConf,cc
0.2,0.5514558087350405,0.897088382529919,0.09976996349142181,0.473374197196545
0.125,0.7009705391566936,0.897088382529919,0.059516354565536965,0.546351448460545
0.21428571428571427,0.7009705391566936,0.897088382529919,0.07740393290704961,0.5278372250025106
0.1875,0.7009705391566936,0.897088382529919,0.12804376772870354,0.4829323022553006
0.2,0.023487898836012988,0.976512101163987,0.06399262964002655,-0.6647859000579762
0.2,0.16008241936129153,0.8399175806387085,0.0,-0.679614772222046
0.2,0.023487898836012988,0.976512101163987,0.06401534200589955,-0.6648088939726474
0.2,0.023487898836012988,0.976512101163987,0.06739819167136649,-0.6682336783825229
0.2,0.023487898836012988,0.976512101163987,0.175316097492707,-0.7774893645503926
0.2,0.023487898836012988,0.976512101163987,0.06336174069807697,-0.664147190441404
0.21052631578947367,0.16008241936129153,0.8399175806387085,0.0,-0.6455426390498578
0.2,0.023487898836012988,0.976512101163987,0.06339218550330451,-0.6641780126488965
0.21052631578947367,0.16008241936129153,0.8399175806387085,0.0,-0.6461772413263083
0.2,0.023487898836012988,0.976512101163987,0.1896253544605983,-0.7919760030436146
0.2857142857142857,0.16008241936129153,0.8399175806387085,0.2424213670759924,-0.7328537959410579
0.2,0.023487898836012988,0.976512101163987,0.17409529485451788,-0.7762534285034894
0.2,0.023487898836012988,0.976512101163987,0.19363898859816336,-0.7960393913051735
0.2,0.023487898836012988,0.976512101163987,0.06675354395746025,-0.6675810394364339
S2,1,20,0.8,0.2,0.023487898836012988,0.976512101163987,-0.7960393913051735,0.19363898859816336
jac,LIP,MLMSSM,avgConf,cc
1.0,0.0,1.0,0.07127155440845749,-0.6335710522609069
1.0,0.0,1.0,0.24373129903323235,-0.7148047947792818
1.0,0.0,1.0,0.309393123888032,-0.7457334951849716
1.0,0.0,1.0,0.25276315725130793,-0.7190590724749025
S2,1,40,0,1.0,0.0,1.0,-0.7457334951849716,0.309393123888032
jac,LIP,MLMSSM,avgConf,cc
0.8,0.023487898836012988,0.976512101163987,0.06060281442932542,-0.670045586990881
1.0,0.0,1.0,0.20517971515404737,-0.7050042862278887
0.75,0.0,1.0,0.5673877755276916,-0.8724251398232099
0.8,0.023487898836012988,0.976512101163987,0.08485672006096866,-0.6980785929294271
S2,1,40,0.2,0.75,0.0,1.0,-0.8724251398232099,0.5673877755276916
jac,LIP,MLMSSM,avgConf,cc
0.6,0.023487898836012988,0.976512101163987,0.13824608244903155,-0.7284086737794689
0.6,0.16008241936129153,0.8399175806387085,0.0,-0.658554597040875
0.6,0.5800412096806458,0.8399175806387085,0.031061315127053624,0.5627264218475356
0.6,0.023487898836012988,0.976512101163987,0.2515150573212171,-0.8336175779743468
0.6,0.023487898836012988,0.976512101163987,0.18398780173876017,-0.7708954727276582
0.6,0.5800412096806458,0.8399175806387085,0.03306840226899329,0.560317917277208
0.631578947368421,0.16008241936129153,0.8399175806387085,0.0,-0.6053188307213495
0.6,0.023487898836012988,0.976512101163987,0.24970592619205176,-0.8319371822273286
0.6,0.5800412096806458,0.8399175806387085,0.033638593469341824,0.5596336878367898
0.6,0.023487898836012988,0.976512101163987,0.002592188843679352,-0.6024077321086152
0.6,0.023487898836012988,0.976512101163987,0.24749332325701678,-0.8298820251953516
S2,1,40,0.4,0.6,0.023487898836012988,0.976512101163987,-0.8336175779743468,0.2515150573212171
jac,LIP,MLMSSM,avgConf,cc
0.4,0.023487898836012988,0.976512101163987,0.06954940402685778,-0.6694304021797802
0.4,0.023487898836012988,0.976512101163987,0.07502940451739856,-0.6749010261675388
0.4,0.023487898836012988,0.976512101163987,0.01962005252574114,-0.6195864818212471
0.4,0.023487898836012988,0.976512101163987,0.09087134412672869,-0.6907158595765904
0.4,0.023487898836012988,0.976512101163987,0.016904843477195546,-0.616875918605351
0.4,0.5117439494180065,0.976512101163987,0.04269956192155493,0.5366778627671835
0.4,0.5117439494180065,0.976512101163987,0.040693975693676526,0.5396520854673432
0.4,0.023487898836012988,0.976512101163987,0.016352003973950657,-0.6163240250328864
0.4,0.6744959662786709,0.976512101163987,0.06933208233410483,0.503482242227441
0.4,0.023487898836012988,0.976512101163987,0.02636663660081513,-0.6263215222177284
0.4,0.023487898836012988,0.976512101163987,0.03684253323058323,-0.6367794941640836
0.4,0.5117439494180065,0.976512101163987,0.026524424251953588,0.5606650945133985
0.3783783783783784,0.6744959662786709,0.976512101163987,0.03592300002056758,0.5399785323234381
0.4,0.5117439494180065,0.976512101163987,0.03145500904669206,0.5533531888881359
0.4,0.023487898836012988,0.976512101163987,0.04162051127769632,-0.6415492968972475
0.4,0.5117439494180065,0.976512101163987,0.04127858571423694,0.5387851267847784
0.4,0.023487898836012988,0.976512101163987,0.05526667858516613,-0.6551721150597772
0.4,0.5117439494180065,0.976512101163987,0.06548710743103807,0.5028846335391776
0.4,0.023487898836012988,0.976512101163987,0.12124264353875415,-0.7210351924652683
0.4,0.6744959662786709,0.976512101163987,0.05986300061317837,0.5166642281869104
0.4,0.023487898836012988,0.976512101163987,0.13063636763550407,-0.7304128435196379
0.4,0.023487898836012988,0.976512101163987,0.11150167427966876,-0.7113108903990996
0.4,0.6744959662786709,0.976512101163987,0.06076856088498748,0.5154035903404696
S2,1,40,0.6,0.4,0.023487898836012988,0.976512101163987,-0.7304128435196379,0.13063636763550407
jac,LIP,MLMSSM,avgConf,cc
0.21621621621621623,0.16008241936129153,0.8399175806387085,0.0,-0.6857693242748646
0.22857142857142856,0.16008241936129153,0.8399175806387085,0.0,-0.6647029759264694
0.23529411764705882,0.16008241936129153,0.8399175806387085,0.0,-0.6085473595231199
0.24,0.7200274731204306,0.8399175806387085,0.12520048351741128,0.42017866431432016
0.2,0.023487898836012988,0.976512101163987,0.16634107180381386,-0.7592581254788813
0.2,0.023487898836012988,0.976512101163987,0.17102381288852642,-0.763741471408826
0.2,0.023487898836012988,0.976512101163987,0.16857918608631695,-0.7614009389246149
0.2,0.023487898836012988,0.976512101163987,0.17040175102247457,-0.7631458974736276
0.2,0.023487898836012988,0.976512101163987,0.1844594139066071,-0.7766049729458686
0.2,0.023487898836012988,0.976512101163987,0.17085393829490972,-0.7635788302219411
0.2,0.023487898836012988,0.976512101163987,0.16970994144463045,-0.7624835457443702
0.2,0.023487898836012988,0.976512101163987,0.20812438441711276,-0.799262268598389
0.2,0.023487898836012988,0.976512101163987,0.17622379748610814,-0.7687200361766823
0.2,0.023487898836012988,0.976512101163987,0.23478247339667144,-0.8247852331536553
0.2,0.023487898836012988,0.976512101163987,0.2188836980051328,-0.8095634413327362
S2,1,40,0.8,0.2,0.023487898836012988,0.976512101163987,-0.8247852331536553,0.23478247339667144
jac,LIP,MLMSSM,avgConf,cc
1.0,0.0,1.0,0.25190378263169194,-0.7268200012003259
1.0,0.0,1.0,0.10833654530947369,-0.6545416216566892
S2,1,60,0,1.0,0.0,1.0,-0.7268200012003259,0.25190378263169194
jac,LIP,MLMSSM,avgConf,cc
0.8,0.023487898836012988,0.976512101163987,0.04989175987826007,-0.6619472517809373
0.8,0.023487898836012988,0.976512101163987,0.08579767578382441,-0.7065292191930823
1.0,0.0,1.0,0.07695196431231976,-0.6402432973568306
0.8,0.023487898836012988,0.976512101163987,0.12328440724020703,-0.7530739792424226
S2,1,60,0.2,0.8,0.023487898836012988,0.976512101163987,-0.7530739792424226,0.12328440724020703
jac,LIP,MLMSSM,avgConf,cc
0.6,0.5117439494180065,0.976512101163987,0.03146092285489857,0.5353516261480596
0.6,0.5117439494180065,0.976512101163987,0.03045946371436628,0.5374095030009789
0.6,0.5117439494180065,0.976512101163987,0.03013429155724267,0.5380776922742855
0.6,0.5117439494180065,0.976512101163987,0.04678342277948181,0.5309251324054258
0.6,0.5117439494180065,0.976512101163987,0.07021310429061262,0.496331636418762
0.6,0.023487898836012988,0.976512101163987,0.15044173282375156,-0.77433632540003
0.6,0.5117439494180065,0.976512101163987,0.04537926291557273,0.5329983487482812
0.6,0.5117439494180065,0.976512101163987,0.06858744599450887,0.49873189114331873
0.6,0.5117439494180065,0.976512101163987,0.02494617567418717,0.5487386400392916
0.6,0.5117439494180065,0.976512101163987,0.02514987927278094,0.5483200538948987
0.6,0.023487898836012988,0.976512101163987,0.10833421667423727,-0.7255408914506692
0.6,0.023487898836012988,0.976512101163987,0.11137347726709998,-0.7290628764328121
0.6,0.5117439494180065,0.976512101163987,0.027028892062859897,0.5444589109180744
0.6,0.023487898836012988,0.976512101163987,0.003596205628303522,-0.6041673893463846
S2,1,60,0.4,0.6,0.5117439494180065,0.976512101163987,0.496331636418762,0.07021310429061262
jac,LIP,MLMSSM,avgConf,cc
0.4,0.023487898836012988,0.976512101163987,0.02408351444608071,-0.6238074007308462
0.4,0.5117439494180065,0.976512101163987,0.04054215780546448,0.5425610531584105
0.4,0.5117439494180065,0.976512101163987,0.04187589033121989,0.5406714598117673
0.4,0.6744959662786709,0.976512101163987,0.003243088473580506,0.5948538551433753
0.4,0.6666666666666667,1.0,0.00885275326859753,0.5869569618168433
0.4,0.5117439494180065,0.976512101163987,0.018778891585251832,0.5744523208338483
0.4,0.5117439494180065,0.976512101163987,0.034405779048886004,0.5531927749509581
0.4,0.6744959662786709,0.976512101163987,0.007622796210421446,0.5900299408920355
0.4,0.023487898836012988,0.976512101163987,0.1735818781295439,-0.7715917891259212
S2,1,60,0.6,0.4,0.5117439494180065,0.976512101163987,0.5406714598117673,0.04187589033121989
