5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9972222222222223,0.021343631696353203,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9877777777777776,0.045948711254185245,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.99625,0.025818678437291544,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9830484330484329,0.053170721426013354,1.0,0.7692307692307693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9957621082621082,0.027573830258719,1.0,0.7692307692307693,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993333333333333,0.01825132770140659,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996666666666667,0.012909944487358058,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5333333333333333,0.12476350766196942,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9794780162366369,0.06923547401758817,1.0,0.6896551724137931,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7580833333333333,0.24989011031537,1.0,0.5,-0.25,1.0,1.0,1.0,0.5,0.5,1.75,0.9948695040591592,0.035731884233203434,1.0,0.6896551724137931,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5333333333333333,0.12476350766196942,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5136363636363637,0.07345855581949909,0.9090909090909091,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.98005733005733,0.06669691361422779,1.0,0.6818181818181818,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7617424242424243,0.24912354741075382,1.0,0.5,-0.25,1.0,1.0,1.0,0.5,0.5,1.75,0.9950143325143325,0.034440477497894396,1.0,0.6818181818181818,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5833333333333334,0.18640114219812084,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5357014503914773,0.11209470878373494,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9857014503914773,0.054106314153803375,1.0,0.7547169811320755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7797586959312026,0.24621068644884536,1.0,0.5,-0.25,1.0,1.0,1.0,0.5,0.5,1.75,0.9964253625978693,0.027746131224468385,1.0,0.7547169811320755,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.745,0.25003335334548893,1.0,0.5,-0.25,1.0,1.0,0.5,0.5,0.5,1.75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5316831336276364,0.10367522817130792,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9816831336276364,0.06877296064796506,1.0,0.704225352112676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8191707834069092,0.23811922054789997,1.0,0.5,-0.25,1.0,1.0,1.0,0.5,0.5,1.75,0.9954207834069092,0.03528111216620286,1.0,0.704225352112676,1.0,1.0,1.0,1.0,1.0,1.0,1.0
75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993333333333333,0.018251327701406594,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9756212630221588,0.07499028857186424,1.0,0.6818181818181818,1.0,1.0,1.0,1.0,1.0,0.9868421052631579,1.0,0.9756300349519834,0.07499237153489438,1.0,0.6818181818181818,1.0,1.0,1.0,1.0,1.0,0.9868421052631579,1.0,0.993738649088873,0.03997404696538832,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9939075087379957,0.038943995167439634,1.0,0.6818181818181818,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9731923844930241,0.08132912513863919,1.0,0.6802721088435374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9731923844930241,0.08132912513863919,1.0,0.6802721088435374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993298096123256,0.04227941243710494,1.0,0.6802721088435374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993298096123256,0.04227941243710494,1.0,0.6802721088435374,1.0,1.0,1.0,1.0,1.0,1.0,1.0
125,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9760296934865901,0.07254305526192938,1.0,0.7183908045977011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9760296934865901,0.07254305526192938,1.0,0.7183908045977011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9940074233716475,0.03771891670756651,1.0,0.7183908045977011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9940074233716475,0.03771891670756651,1.0,0.7183908045977011,1.0,1.0,1.0,1.0,1.0,1.0,1.0
150,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9748107637584162,0.07649375023453171,1.0,0.6944444444444444,1.0,1.0,1.0,1.0,1.0,0.974025974025974,1.0,0.9748280797757322,0.07649651230369874,1.0,0.6944444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993702690939604,0.03976279741350827,1.0,0.6944444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993707019943933,0.03976206873686177,1.0,0.6944444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0
