10,0.7483402777777778,0.2534933335421464
20,0.726686111111111,0.26931028238654553
30,0.7201175925925926,0.28024453388177084
40,0.7118907407407408,0.2865393330175998
50,0.7037231481481482,0.29337874398888264
60,0.7000124999999999,0.29665026678600426
70,0.6988175925925926,0.2993796434928214
80,0.696725925925926,0.30274347482665476
90,0.6977745370370371,0.3047064510843228
100,0.6943731481481481,0.30649262092374757
110,0.693523611111111,0.30714116737398134
120,0.6936152777777779,0.30980461340462917
130,0.695713425925926,0.3080618985089719
140,0.6969578703703704,0.3091675810872251
150,0.697800462962963,0.3101208778342282
