10,0.7924256568335404,0.26947017144154467
20,0.8032899459811756,0.2675476365985971
30,0.8080200050863721,0.26752348913830415
40,0.8084334008181477,0.26894652736401625
50,0.8089902240890067,0.2697124151865171
60,0.8077224603412119,0.2710223485409689
70,0.8076283424378825,0.2715296036159842
80,0.8072975586758521,0.2722100156619106
90,0.8066689346714545,0.27311646708710774
100,0.80591637967104,0.27375157945139694
110,0.805599059859433,0.2740263391528655
120,0.8050644940608217,0.2744838711069176
130,0.8041305175816564,0.27513937533780725
140,0.8043565255432703,0.275221902840821
150,0.8037038658962904,0.27559184762156475
