10,0.30172512439445215,0.13187746869352748
20,0.3683057474736814,0.1586671014516098
30,0.4421392176416185,0.18343053272908952
40,0.5176156244277954,0.20380253030305462
50,0.5939780312732414,0.21109546265675846
60,0.6767532406383091,0.23799794329735977
70,0.762547532443647,0.2511592236337388
80,0.8455606190628475,0.2664199872848028
90,0.9310563615604683,0.2866337682534292
100,1.0125857060662022,0.3053657829818452
110,1.1019014006897254,0.3215026080488526
120,1.175077510771928,0.34214803663370713
130,1.25904584897006,0.3621465246140978
140,1.347194879611333,0.3845458416898682
150,1.4356346628047802,0.4064566857902763
