1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.375,0.375,0.375
1.0,1.0,0.5,0.5,1.0,1.0,0.375,0.375,0.5,0.5,0.5,0.5
1.0,1.0,1.0,1.0,0.375,0.375,0.5,0.375,0.375,0.375,0.375,0.25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.375,0.4948527528481336,0.4948527528481336,0.5,0.5
0.5,1.0,1.0,1.0,0.375,0.375,0.5,0.5,0.375,0.5,0.5,0.375
0.5,0.5,0.3698527528481336,0.3698527528481336,0.375,1.0,0.375,0.5,0.5,0.375,0.375,0.375
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.5,0.375,1.0,1.0,0.375,0.375,0.5,0.5,0.5,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.375,0.375,0.5,0.5,0.375,0.375
1.0,1.0,0.375,0.375,1.0,1.0,0.375,0.5,0.5,0.375,0.375,0.34296966319153777
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5
1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.375,0.5
1.0,1.0,0.5,0.5,1.0,1.0,0.375,0.5,0.375,0.25,0.375,0.375
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.375,0.5,0.5,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.375,0.5,0.25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.375,0.5,0.5,0.5
0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.375,0.5
1.0,1.0,1.0,1.0,0.375,0.375,0.375,0.5,0.5,0.5,0.25,0.375
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,0.5,1.0,1.0,0.5,0.5,0.25,0.5,0.35109336671633273,0.375,0.5,0.375
1.0,1.0,1.0,1.0,0.5,0.5,0.47609336671633273,0.4495068995048748,0.47609336671633273,0.5,0.375,0.45213472713515446
0.8428130168560006,0.8428130168560007,1.0,1.0,1.0,1.0,0.5,0.5,0.15196562141672276,0.32031314171166764,0.27696562141672276,0.125
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
